subcarrier_1,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_45,subcarrier_47,subcarrier_48,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_89,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_109,subcarrier_111,subcarrier_113,subcarrier_114,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_127,timestamp
-64.0,-37.0,31.0,-45.0,22.0,-29.0,13.0,-31.0,-6.0,46.0,-30.0,10.0,-7.0,15.0,-43.0,8.0,-2.0,30.0,-25.0,39.0,34.0,-23.0,22.0,-19.0,23.0,31.0,-17.0,19.0,-14.0,2.0,-4.0,10.0,3.0,11.0,-63.0,-8.0,-67.0,-13.0,-62.0,-7.0,-72.0,-2.0,-75.0,-1.0,-75.0,2.0,10.0,-70.0,6.0,-58.0,3.0,-61.0,11.0,-40.0,-2.0,-36.0,-7.0,-34.0,-2.0,-27.0,-13.0,-20.0,-5.0,-23.0,-37.0,8.0,31.0,-16.0,5.0,17.0,-33.0,17.0,-5.0,24.0,-30.0,-42.0,2505.51
-32.0,-31.0,1.0,-20.0,8.0,-50.0,16.0,-53.0,-56.0,42.0,-49.0,8.0,-29.0,21.0,-12.0,10.0,-9.0,10.0,-25.0,15.0,1.0,-30.0,12.0,-46.0,12.0,15.0,-35.0,0.0,-27.0,-25.0,-15.0,16.0,12.0,-6.0,-25.0,-60.0,-19.0,-57.0,-30.0,-65.0,-35.0,-58.0,-41.0,-61.0,-40.0,-55.0,-53.0,-51.0,-37.0,-43.0,-28.0,-45.0,-24.0,-38.0,-27.0,-27.0,-30.0,-14.0,-30.0,-22.0,-11.0,-14.0,-31.0,-27.0,-25.0,8.0,22.0,-29.0,14.0,9.0,-13.0,35.0,-20.0,7.0,-26.0,-27.0,2505.52
80.0,-23.0,-13.0,-30.0,-18.0,-5.0,-29.0,-38.0,-16.0,-23.0,-33.0,-40.0,-8.0,1.0,-25.0,-10.0,-20.0,-15.0,-32.0,-2.0,-12.0,-48.0,-10.0,-35.0,-9.0,-7.0,-27.0,-6.0,-22.0,-29.0,-19.0,7.0,16.0,-2.0,-53.0,38.0,-53.0,47.0,-52.0,49.0,-54.0,55.0,-49.0,52.0,-43.0,56.0,52.0,-40.0,56.0,-28.0,53.0,-29.0,42.0,-19.0,23.0,-22.0,32.0,-14.0,12.0,-26.0,8.0,-16.0,-4.0,0.0,-9.0,-10.0,-31.0,-16.0,-10.0,-6.0,-20.0,-23.0,-40.0,-26.0,-40.0,-26.0,2505.52
65.0,24.0,36.0,0.0,26.0,17.0,38.0,29.0,13.0,33.0,21.0,37.0,6.0,35.0,-6.0,15.0,6.0,27.0,7.0,32.0,32.0,-4.0,34.0,9.0,24.0,17.0,14.0,24.0,9.0,4.0,2.0,5.0,-10.0,20.0,11.0,-61.0,5.0,-69.0,10.0,-69.0,9.0,-69.0,0.0,-76.0,0.0,-74.0,-72.0,-8.0,-70.0,-17.0,-57.0,-16.0,-45.0,-16.0,-45.0,-8.0,-41.0,-9.0,-25.0,6.0,-22.0,8.0,-18.0,-4.0,-7.0,11.0,20.0,-5.0,22.0,39.0,-6.0,44.0,-10.0,30.0,15.0,14.0,2505.53
-32.0,-5.0,-15.0,-11.0,-12.0,-7.0,-16.0,-2.0,-6.0,-13.0,-9.0,-14.0,-7.0,-12.0,-10.0,-16.0,-11.0,-13.0,-7.0,-12.0,-19.0,-14.0,-19.0,-14.0,-11.0,-12.0,-10.0,-8.0,-7.0,-5.0,-12.0,-2.0,5.0,-7.0,-9.0,33.0,-7.0,31.0,-9.0,33.0,-4.0,38.0,-2.0,39.0,1.0,37.0,38.0,5.0,34.0,4.0,24.0,2.0,28.0,1.0,21.0,0.0,25.0,-4.0,16.0,-3.0,14.0,-3.0,6.0,0.0,1.0,-11.0,-12.0,-6.0,-17.0,-19.0,-1.0,-17.0,1.0,-17.0,-4.0,-7.0,2505.53
32.0,-10.0,-5.0,-9.0,5.0,-2.0,-3.0,-1.0,2.0,9.0,10.0,12.0,2.0,19.0,7.0,11.0,12.0,14.0,6.0,14.0,14.0,15.0,15.0,12.0,14.0,9.0,20.0,9.0,20.0,18.0,17.0,-6.0,-10.0,19.0,10.0,2.0,2.0,4.0,2.0,7.0,3.0,6.0,11.0,3.0,17.0,-7.0,-6.0,14.0,-10.0,24.0,-11.0,15.0,-9.0,15.0,-11.0,13.0,-14.0,18.0,-5.0,15.0,-16.0,14.0,-22.0,-24.0,-22.0,4.0,9.0,-17.0,3.0,-1.0,-16.0,-1.0,-18.0,4.0,-7.0,-13.0,2505.54
32.0,-1.0,5.0,10.0,3.0,5.0,5.0,0.0,3.0,-7.0,14.0,-16.0,13.0,-12.0,25.0,-11.0,10.0,-20.0,12.0,-15.0,-10.0,19.0,-15.0,17.0,-14.0,-24.0,14.0,-27.0,13.0,8.0,7.0,-19.0,-19.0,2.0,-8.0,-3.0,-3.0,9.0,-5.0,13.0,-6.0,9.0,-5.0,-3.0,6.0,11.0,12.0,7.0,38.0,6.0,23.0,15.0,17.0,9.0,26.0,17.0,14.0,20.0,8.0,19.0,25.0,15.0,12.0,13.0,11.0,31.0,26.0,2.0,21.0,28.0,9.0,23.0,0.0,28.0,6.0,13.0,2505.55
-64.0,-3.0,-5.0,-4.0,0.0,-13.0,1.0,-1.0,-12.0,14.0,-14.0,7.0,-14.0,17.0,-11.0,16.0,-12.0,24.0,-16.0,16.0,19.0,-9.0,26.0,-14.0,20.0,29.0,-1.0,25.0,-1.0,9.0,5.0,15.0,9.0,16.0,5.0,-8.0,2.0,-8.0,-1.0,-14.0,1.0,-13.0,-8.0,-9.0,-4.0,-16.0,-20.0,-12.0,-22.0,-20.0,-17.0,-17.0,-24.0,-32.0,-18.0,-23.0,-21.0,-34.0,-12.0,-22.0,-8.0,-28.0,-15.0,-11.0,-8.0,-28.0,-32.0,-10.0,-30.0,-23.0,0.0,-22.0,-6.0,-25.0,1.0,-7.0,2505.58
32.0,8.0,-13.0,3.0,-3.0,-7.0,-4.0,3.0,-8.0,-10.0,-3.0,-7.0,-18.0,-4.0,-14.0,-6.0,-15.0,-9.0,-20.0,-13.0,-11.0,-27.0,-7.0,-24.0,-9.0,-3.0,-11.0,-1.0,-16.0,-20.0,-13.0,12.0,8.0,-12.0,7.0,-9.0,8.0,-7.0,1.0,-11.0,-5.0,-6.0,-8.0,-10.0,-14.0,-3.0,-9.0,-23.0,-13.0,-11.0,-6.0,-22.0,-9.0,-20.0,-6.0,-26.0,-3.0,-31.0,-1.0,-22.0,6.0,-25.0,7.0,12.0,13.0,-21.0,-22.0,10.0,-20.0,-28.0,16.0,-19.0,18.0,-17.0,14.0,16.0,2505.59
80.0,-3.0,-9.0,-4.0,-2.0,-7.0,4.0,-6.0,-7.0,5.0,-11.0,5.0,-14.0,10.0,-15.0,5.0,-26.0,8.0,-22.0,12.0,13.0,-19.0,16.0,-15.0,11.0,13.0,-14.0,21.0,-8.0,-5.0,-1.0,17.0,14.0,7.0,5.0,-11.0,5.0,-9.0,3.0,-10.0,2.0,-7.0,-5.0,-16.0,-3.0,-14.0,-13.0,-16.0,-14.0,-20.0,-18.0,-12.0,-16.0,-20.0,-18.0,-24.0,-14.0,-27.0,-14.0,-21.0,-6.0,-29.0,-6.0,-5.0,-3.0,-27.0,-27.0,2.0,-24.0,-22.0,1.0,-23.0,2.0,-19.0,-1.0,3.0,2505.62
-112.0,2.0,-7.0,-1.0,-8.0,-4.0,-8.0,-9.0,-8.0,-4.0,-9.0,0.0,-16.0,3.0,-17.0,-3.0,-17.0,1.0,-22.0,5.0,10.0,-21.0,3.0,-28.0,10.0,13.0,-19.0,16.0,-19.0,-8.0,-9.0,16.0,13.0,6.0,4.0,-10.0,-1.0,-10.0,-6.0,-13.0,-7.0,-5.0,-8.0,-16.0,-9.0,-9.0,-16.0,-12.0,-11.0,-20.0,-14.0,-24.0,-13.0,-16.0,-12.0,-27.0,-8.0,-24.0,0.0,-26.0,4.0,-24.0,2.0,6.0,9.0,-28.0,-22.0,4.0,-29.0,-24.0,4.0,-19.0,12.0,-22.0,3.0,4.0,2505.62
32.0,-13.0,1.0,-7.0,2.0,1.0,7.0,3.0,9.0,10.0,10.0,9.0,5.0,11.0,14.0,17.0,10.0,20.0,11.0,20.0,11.0,22.0,18.0,26.0,13.0,8.0,24.0,3.0,19.0,15.0,19.0,-10.0,-20.0,16.0,1.0,9.0,9.0,9.0,9.0,6.0,13.0,5.0,12.0,3.0,14.0,0.0,2.0,22.0,1.0,21.0,-11.0,23.0,-14.0,26.0,-13.0,22.0,-19.0,20.0,-22.0,24.0,-29.0,20.0,-26.0,-23.0,-29.0,16.0,11.0,-26.0,10.0,8.0,-28.0,1.0,-22.0,7.0,-22.0,-14.0,2505.63
32.0,11.0,1.0,5.0,-11.0,-7.0,-13.0,15.0,9.0,-12.0,12.0,4.0,13.0,-6.0,16.0,-6.0,12.0,-12.0,19.0,-17.0,-24.0,26.0,-19.0,13.0,-16.0,-29.0,12.0,-22.0,10.0,-4.0,-2.0,-21.0,-11.0,-13.0,-1.0,8.0,2.0,12.0,0.0,10.0,14.0,10.0,1.0,10.0,2.0,5.0,17.0,21.0,22.0,26.0,10.0,20.0,9.0,27.0,3.0,19.0,7.0,28.0,-2.0,31.0,-1.0,31.0,0.0,-1.0,-14.0,28.0,24.0,3.0,38.0,21.0,-1.0,26.0,-12.0,18.0,-5.0,-5.0,2505.63
-32.0,2.0,-8.0,2.0,-3.0,3.0,-4.0,-5.0,-3.0,-6.0,-12.0,-13.0,-15.0,4.0,-9.0,-2.0,-15.0,11.0,-30.0,3.0,11.0,-27.0,16.0,-19.0,4.0,10.0,-22.0,10.0,-12.0,-11.0,-11.0,9.0,20.0,2.0,-1.0,-8.0,-3.0,-9.0,-1.0,-3.0,-3.0,-10.0,-10.0,-4.0,-11.0,-9.0,5.0,-18.0,-9.0,-19.0,2.0,-8.0,3.0,-20.0,0.0,-24.0,-3.0,-27.0,1.0,-36.0,19.0,-29.0,8.0,13.0,5.0,-21.0,-27.0,9.0,-25.0,-12.0,22.0,-17.0,18.0,-16.0,11.0,13.0,2505.64
97.0,-11.0,-5.0,-6.0,1.0,-10.0,10.0,-9.0,-9.0,-1.0,-7.0,5.0,-12.0,12.0,-9.0,13.0,-10.0,23.0,-10.0,14.0,20.0,-19.0,26.0,-12.0,20.0,17.0,-4.0,23.0,-1.0,4.0,10.0,20.0,10.0,10.0,12.0,0.0,9.0,1.0,13.0,-4.0,6.0,-8.0,5.0,-14.0,6.0,-15.0,-23.0,6.0,-24.0,-9.0,-23.0,-2.0,-20.0,-11.0,-18.0,-17.0,-27.0,-8.0,-27.0,-11.0,-31.0,-20.0,-30.0,-26.0,-21.0,-21.0,-26.0,-22.0,-24.0,-20.0,-18.0,-22.0,-19.0,-20.0,-17.0,-5.0,2505.67
-95.0,7.0,5.0,11.0,0.0,-2.0,0.0,7.0,1.0,-9.0,11.0,-3.0,-4.0,-17.0,4.0,-15.0,7.0,-24.0,12.0,-22.0,-21.0,8.0,-26.0,1.0,-26.0,-19.0,-5.0,-14.0,0.0,-17.0,-14.0,-7.0,-10.0,-13.0,-8.0,16.0,-10.0,5.0,-1.0,2.0,0.0,9.0,1.0,11.0,-2.0,16.0,20.0,9.0,24.0,1.0,15.0,-1.0,18.0,11.0,24.0,16.0,26.0,16.0,13.0,19.0,19.0,19.0,12.0,13.0,18.0,17.0,31.0,7.0,24.0,23.0,14.0,17.0,7.0,16.0,5.0,9.0,2505.68
-32.0,7.0,8.0,0.0,1.0,4.0,0.0,11.0,13.0,-5.0,10.0,-4.0,19.0,-8.0,18.0,1.0,20.0,-11.0,16.0,-8.0,-25.0,19.0,-19.0,15.0,-20.0,-25.0,9.0,-18.0,5.0,-1.0,0.0,-18.0,-16.0,-11.0,-1.0,9.0,-1.0,8.0,4.0,4.0,6.0,10.0,13.0,5.0,13.0,9.0,14.0,15.0,9.0,22.0,3.0,21.0,8.0,24.0,3.0,25.0,1.0,30.0,-2.0,33.0,-9.0,26.0,-12.0,-11.0,-10.0,22.0,22.0,-21.0,16.0,23.0,-2.0,27.0,-4.0,24.0,-8.0,-10.0,2505.68
-32.0,-6.0,-1.0,16.0,2.0,11.0,-18.0,4.0,8.0,-3.0,17.0,-13.0,5.0,-9.0,18.0,-5.0,6.0,-17.0,12.0,-19.0,-22.0,5.0,-16.0,4.0,-25.0,-25.0,-5.0,-22.0,-3.0,-12.0,-12.0,-14.0,-4.0,-16.0,-1.0,4.0,1.0,4.0,-4.0,10.0,2.0,10.0,8.0,8.0,15.0,13.0,15.0,17.0,14.0,18.0,12.0,15.0,12.0,24.0,14.0,19.0,12.0,23.0,10.0,24.0,10.0,34.0,0.0,0.0,2.0,30.0,32.0,1.0,30.0,14.0,1.0,10.0,7.0,23.0,8.0,-1.0,2505.69
80.0,-8.0,-3.0,-10.0,-8.0,-14.0,4.0,-12.0,-8.0,-3.0,-12.0,-5.0,-6.0,-9.0,-13.0,-9.0,-14.0,2.0,-18.0,-2.0,-5.0,-13.0,-20.0,-11.0,-7.0,-3.0,-22.0,3.0,-5.0,-5.0,5.0,3.0,3.0,-5.0,-26.0,15.0,-28.0,18.0,-24.0,23.0,-23.0,20.0,-23.0,36.0,-18.0,33.0,29.0,-18.0,17.0,-14.0,34.0,-15.0,22.0,-22.0,20.0,-13.0,30.0,-11.0,24.0,-19.0,7.0,-12.0,2.0,3.0,-10.0,4.0,1.0,-14.0,-18.0,-12.0,-13.0,2.0,-11.0,-10.0,-11.0,-17.0,2505.7
-112.0,-9.0,-14.0,4.0,-8.0,-2.0,-6.0,-7.0,-3.0,-8.0,-5.0,-9.0,-14.0,-11.0,-4.0,-11.0,1.0,1.0,-5.0,4.0,-14.0,-4.0,0.0,-9.0,-6.0,-4.0,-18.0,-4.0,-13.0,-14.0,-7.0,7.0,2.0,-1.0,28.0,-8.0,32.0,-10.0,32.0,-9.0,32.0,-3.0,33.0,-1.0,32.0,-10.0,-7.0,32.0,0.0,30.0,-7.0,29.0,-12.0,27.0,-4.0,28.0,3.0,12.0,-5.0,15.0,-8.0,11.0,9.0,10.0,15.0,-7.0,-13.0,4.0,-14.0,-15.0,10.0,-7.0,6.0,-16.0,13.0,-4.0,2505.71
-32.0,18.0,3.0,60.0,12.0,26.0,-11.0,21.0,35.0,-16.0,22.0,-9.0,16.0,-5.0,26.0,-36.0,21.0,-21.0,20.0,-20.0,-28.0,38.0,-28.0,32.0,-11.0,-21.0,26.0,-16.0,29.0,8.0,7.0,-7.0,-6.0,0.0,56.0,-14.0,63.0,-17.0,63.0,-18.0,67.0,-27.0,65.0,-28.0,62.0,-32.0,-29.0,52.0,-30.0,50.0,-30.0,51.0,-27.0,41.0,-23.0,35.0,-19.0,22.0,-3.0,23.0,-10.0,17.0,6.0,9.0,16.0,3.0,11.0,16.0,-2.0,-11.0,17.0,5.0,-4.0,-6.0,34.0,25.0,2505.71
-32.0,34.0,-17.0,4.0,-27.0,26.0,-50.0,-14.0,-8.0,-14.0,-4.0,-20.0,-3.0,-34.0,-5.0,-25.0,-4.0,-28.0,9.0,-22.0,-30.0,-6.0,-40.0,-8.0,-33.0,-29.0,3.0,-27.0,-9.0,-10.0,-11.0,-12.0,-7.0,-18.0,20.0,52.0,14.0,64.0,23.0,67.0,25.0,64.0,20.0,63.0,35.0,66.0,62.0,28.0,58.0,32.0,45.0,36.0,36.0,30.0,31.0,21.0,33.0,17.0,24.0,-2.0,22.0,7.0,13.0,11.0,11.0,-9.0,-16.0,3.0,-14.0,-20.0,14.0,-30.0,9.0,-27.0,33.0,18.0,2505.72
-32.0,-17.0,-24.0,-27.0,-26.0,-45.0,3.0,-18.0,-25.0,-22.0,-26.0,-24.0,-28.0,-16.0,-42.0,-1.0,-30.0,-29.0,-42.0,-9.0,-15.0,-24.0,-17.0,-32.0,-19.0,-1.0,-24.0,1.0,-14.0,-15.0,-7.0,4.0,12.0,-2.0,-47.0,40.0,-48.0,48.0,-44.0,51.0,-41.0,55.0,-37.0,53.0,-34.0,59.0,68.0,-36.0,60.0,-19.0,54.0,-24.0,46.0,-16.0,49.0,-21.0,37.0,-15.0,22.0,-17.0,24.0,-18.0,9.0,-8.0,3.0,-12.0,-26.0,-18.0,-6.0,-18.0,-24.0,-29.0,-13.0,-44.0,-31.0,-28.0,2505.72
32.0,-3.0,-15.0,-1.0,-34.0,5.0,-6.0,29.0,2.0,-45.0,6.0,-28.0,-2.0,-33.0,9.0,-33.0,-8.0,-41.0,12.0,-22.0,-43.0,19.0,-36.0,-6.0,-23.0,-18.0,12.0,-21.0,19.0,-1.0,4.0,-12.0,3.0,-7.0,43.0,46.0,46.0,40.0,53.0,51.0,55.0,50.0,59.0,38.0,57.0,37.0,43.0,60.0,23.0,58.0,20.0,47.0,12.0,51.0,23.0,40.0,22.0,19.0,18.0,9.0,19.0,10.0,11.0,2.0,15.0,-24.0,-20.0,26.0,-20.0,-17.0,8.0,-9.0,30.0,-3.0,28.0,1.0,2505.73
-95.0,10.0,26.0,-9.0,12.0,-26.0,33.0,-28.0,-19.0,21.0,-18.0,12.0,-21.0,28.0,-14.0,20.0,-10.0,39.0,-31.0,31.0,27.0,-28.0,25.0,-20.0,25.0,25.0,-9.0,21.0,-8.0,-1.0,7.0,7.0,3.0,11.0,-63.0,2.0,-65.0,5.0,-67.0,4.0,-67.0,10.0,-71.0,6.0,-75.0,13.0,14.0,-69.0,20.0,-52.0,9.0,-60.0,5.0,-49.0,8.0,-41.0,6.0,-32.0,-2.0,-19.0,-7.0,-22.0,-13.0,-13.0,-15.0,4.0,12.0,-20.0,5.0,4.0,-17.0,-3.0,-18.0,15.0,-2.0,-16.0,2505.73
97.0,16.0,-6.0,47.0,-8.0,14.0,2.0,44.0,27.0,-4.0,22.0,-4.0,7.0,-30.0,3.0,-29.0,26.0,-17.0,0.0,-27.0,-26.0,15.0,-21.0,5.0,-32.0,-24.0,1.0,-23.0,10.0,-2.0,3.0,-7.0,-1.0,-12.0,38.0,-57.0,37.0,-55.0,33.0,-59.0,34.0,-59.0,39.0,-62.0,30.0,-66.0,-58.0,38.0,-58.0,28.0,-49.0,31.0,-41.0,24.0,-37.0,22.0,-31.0,19.0,-28.0,15.0,-17.0,9.0,1.0,2.0,4.0,1.0,-3.0,34.0,-14.0,8.0,41.0,-21.0,34.0,19.0,38.0,25.0,2505.74
-32.0,13.0,-35.0,-6.0,-11.0,21.0,-38.0,-11.0,-15.0,-52.0,6.0,-22.0,-5.0,-40.0,-6.0,-22.0,-11.0,-35.0,-17.0,-31.0,-31.0,-10.0,-37.0,1.0,-36.0,-18.0,-13.0,-11.0,-8.0,-14.0,-12.0,-4.0,11.0,-18.0,37.0,49.0,37.0,49.0,47.0,55.0,50.0,54.0,55.0,42.0,50.0,46.0,37.0,47.0,37.0,46.0,27.0,40.0,31.0,23.0,24.0,33.0,16.0,26.0,18.0,11.0,20.0,4.0,21.0,2.0,-7.0,-15.0,-11.0,9.0,-20.0,-13.0,10.0,-25.0,16.0,-36.0,-4.0,23.0,2505.75
-32.0,45.0,-28.0,15.0,0.0,35.0,-8.0,18.0,10.0,-3.0,36.0,1.0,41.0,-20.0,36.0,-14.0,30.0,-14.0,36.0,6.0,-3.0,37.0,-2.0,51.0,-9.0,-10.0,16.0,0.0,15.0,16.0,3.0,-13.0,-11.0,0.0,61.0,2.0,69.0,2.0,67.0,0.0,70.0,-6.0,70.0,-3.0,66.0,-18.0,-18.0,57.0,-22.0,53.0,-31.0,45.0,-19.0,38.0,-16.0,35.0,-22.0,26.0,-19.0,12.0,-11.0,15.0,3.0,12.0,4.0,5.0,9.0,16.0,-1.0,6.0,30.0,5.0,53.0,-7.0,11.0,37.0,2505.75
32.0,-5.0,-7.0,2.0,-6.0,0.0,10.0,-8.0,-5.0,6.0,-1.0,9.0,-14.0,17.0,-10.0,20.0,-7.0,12.0,-8.0,18.0,25.0,-3.0,14.0,-3.0,17.0,21.0,9.0,18.0,11.0,12.0,13.0,10.0,3.0,19.0,3.0,-2.0,6.0,-1.0,-5.0,-5.0,9.0,-5.0,6.0,-12.0,3.0,-4.0,-10.0,7.0,-15.0,2.0,-19.0,13.0,-28.0,-3.0,-24.0,-12.0,-21.0,-7.0,-24.0,-3.0,-33.0,-11.0,-28.0,-24.0,-17.0,-18.0,-12.0,-21.0,-15.0,-15.0,-14.0,-11.0,-13.0,-13.0,-9.0,-14.0,2505.76
32.0,1.0,-10.0,1.0,-5.0,-4.0,-10.0,-8.0,-7.0,-3.0,-21.0,-2.0,-22.0,-6.0,-15.0,-5.0,-24.0,4.0,-23.0,-6.0,8.0,-30.0,10.0,-27.0,11.0,4.0,-13.0,17.0,-11.0,-14.0,-10.0,11.0,9.0,6.0,-6.0,-10.0,-3.0,-9.0,-11.0,-4.0,-16.0,-8.0,-15.0,-5.0,-10.0,-7.0,5.0,-19.0,4.0,-31.0,0.0,-28.0,8.0,-22.0,-1.0,-35.0,9.0,-24.0,11.0,-23.0,4.0,-24.0,14.0,21.0,19.0,-18.0,-23.0,22.0,-17.0,-15.0,24.0,-7.0,5.0,-22.0,24.0,14.0,2505.78
-32.0,-9.0,-5.0,-2.0,-9.0,-21.0,-2.0,-9.0,-7.0,10.0,-11.0,22.0,-6.0,12.0,-5.0,19.0,-6.0,22.0,-10.0,21.0,28.0,-10.0,27.0,-6.0,20.0,24.0,2.0,19.0,12.0,11.0,18.0,10.0,7.0,16.0,8.0,-6.0,10.0,-3.0,9.0,-7.0,6.0,-12.0,4.0,-14.0,11.0,-14.0,-22.0,5.0,-28.0,-5.0,-26.0,-2.0,-19.0,-9.0,-22.0,-13.0,-27.0,-12.0,-24.0,-16.0,-29.0,-27.0,-23.0,-24.0,-25.0,-24.0,-19.0,-17.0,-23.0,-16.0,-19.0,-30.0,-11.0,-12.0,-11.0,-14.0,2505.78
96.0,9.0,-6.0,3.0,1.0,5.0,-1.0,-6.0,-2.0,7.0,6.0,12.0,10.0,-1.0,11.0,1.0,18.0,5.0,26.0,4.0,-6.0,26.0,-3.0,27.0,0.0,-8.0,14.0,1.0,18.0,20.0,13.0,-14.0,-10.0,3.0,-13.0,-3.0,-7.0,0.0,-13.0,-4.0,-3.0,2.0,0.0,8.0,6.0,7.0,15.0,7.0,18.0,6.0,21.0,7.0,17.0,6.0,16.0,10.0,20.0,23.0,21.0,10.0,22.0,18.0,7.0,0.0,-3.0,27.0,27.0,-10.0,39.0,29.0,-8.0,29.0,2.0,14.0,-6.0,3.0,2505.79
32.0,-5.0,4.0,0.0,4.0,-8.0,10.0,3.0,6.0,7.0,7.0,14.0,6.0,14.0,6.0,18.0,13.0,13.0,10.0,12.0,10.0,20.0,17.0,24.0,21.0,10.0,31.0,8.0,26.0,19.0,10.0,-7.0,-11.0,12.0,6.0,5.0,9.0,2.0,5.0,4.0,14.0,2.0,7.0,1.0,13.0,-8.0,-7.0,26.0,-12.0,15.0,-11.0,19.0,-19.0,17.0,-24.0,12.0,-24.0,14.0,-22.0,12.0,-26.0,7.0,-32.0,-34.0,-26.0,1.0,-1.0,-37.0,1.0,1.0,-29.0,-2.0,-31.0,-2.0,-21.0,-18.0,2505.8
32.0,3.0,11.0,-6.0,0.0,0.0,15.0,3.0,5.0,3.0,10.0,7.0,21.0,5.0,18.0,20.0,3.0,10.0,14.0,-6.0,5.0,29.0,9.0,27.0,-8.0,-10.0,22.0,-6.0,25.0,14.0,17.0,-20.0,-18.0,-2.0,4.0,7.0,2.0,4.0,6.0,11.0,13.0,2.0,7.0,7.0,7.0,12.0,4.0,23.0,3.0,32.0,-12.0,22.0,-4.0,20.0,-12.0,10.0,-7.0,31.0,-21.0,20.0,-20.0,33.0,-18.0,-20.0,-14.0,8.0,24.0,-30.0,11.0,11.0,-23.0,14.0,-17.0,5.0,-15.0,-10.0,2505.8
-32.0,2.0,3.0,9.0,2.0,17.0,-16.0,6.0,9.0,-6.0,9.0,-1.0,12.0,-7.0,12.0,-8.0,9.0,-9.0,12.0,-10.0,-9.0,5.0,-12.0,12.0,-11.0,-9.0,8.0,-7.0,10.0,3.0,1.0,-6.0,-3.0,-7.0,18.0,-25.0,16.0,-25.0,16.0,-26.0,17.0,-34.0,11.0,-28.0,16.0,-31.0,-32.0,16.0,-28.0,10.0,-23.0,8.0,-19.0,10.0,-20.0,6.0,-18.0,6.0,-12.0,11.0,-9.0,6.0,1.0,3.0,1.0,5.0,3.0,5.0,2.0,2.0,5.0,2.0,9.0,-13.0,10.0,4.0,2505.81
-32.0,-5.0,-66.0,-14.0,-34.0,-4.0,-33.0,13.0,-13.0,-33.0,-13.0,-24.0,3.0,-23.0,-13.0,-22.0,-14.0,-26.0,-12.0,-50.0,-38.0,-4.0,-55.0,-5.0,-25.0,-24.0,-17.0,-26.0,-18.0,-10.0,-19.0,0.0,10.0,-12.0,38.0,48.0,37.0,51.0,35.0,49.0,48.0,53.0,49.0,48.0,52.0,48.0,54.0,59.0,40.0,50.0,36.0,45.0,39.0,37.0,36.0,36.0,25.0,20.0,16.0,12.0,17.0,7.0,14.0,-1.0,2.0,-4.0,-17.0,12.0,-25.0,-13.0,10.0,-47.0,16.0,-26.0,9.0,8.0,2505.81
-32.0,-30.0,-18.0,-22.0,-22.0,-16.0,-48.0,-4.0,-4.0,-11.0,-21.0,-1.0,2.0,-13.0,-17.0,-36.0,-16.0,-34.0,-15.0,-27.0,-27.0,-20.0,-5.0,-26.0,-29.0,-25.0,-18.0,-7.0,-23.0,-26.0,-4.0,-2.0,5.0,-6.0,-14.0,57.0,-18.0,61.0,-10.0,67.0,-11.0,68.0,-6.0,70.0,-5.0,83.0,73.0,6.0,69.0,7.0,71.0,5.0,54.0,5.0,54.0,4.0,39.0,1.0,34.0,1.0,19.0,-15.0,6.0,9.0,11.0,-28.0,-14.0,-9.0,-13.0,-14.0,2.0,-40.0,-9.0,-39.0,-17.0,-7.0,2505.82
96.0,-17.0,-23.0,3.0,-22.0,-3.0,-53.0,20.0,9.0,-21.0,-10.0,-38.0,9.0,-16.0,-13.0,-41.0,0.0,-28.0,1.0,-39.0,-37.0,15.0,-28.0,-6.0,-29.0,-28.0,-6.0,-24.0,-10.0,-8.0,-11.0,-4.0,11.0,-17.0,48.0,38.0,51.0,29.0,57.0,38.0,54.0,34.0,63.0,42.0,58.0,36.0,24.0,57.0,25.0,48.0,31.0,46.0,17.0,52.0,21.0,40.0,22.0,28.0,13.0,11.0,13.0,9.0,22.0,16.0,16.0,-10.0,-32.0,2.0,-12.0,-18.0,6.0,-36.0,14.0,1.0,-4.0,12.0,2505.82
