subcarrier_1,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_45,subcarrier_47,subcarrier_48,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_89,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_109,subcarrier_111,subcarrier_113,subcarrier_114,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_127,timestamp
-128.0,-9.0,8.0,-8.0,4.0,1.0,-4.0,-1.0,-1.0,9.0,-1.0,11.0,2.0,18.0,-5.0,15.0,-6.0,22.0,-8.0,21.0,21.0,3.0,17.0,-4.0,26.0,31.0,3.0,23.0,6.0,8.0,12.0,9.0,7.0,10.0,2.0,11.0,6.0,5.0,3.0,4.0,9.0,-7.0,14.0,-4.0,14.0,-5.0,-9.0,13.0,-18.0,14.0,-5.0,23.0,-22.0,5.0,-25.0,17.0,-26.0,10.0,-30.0,11.0,-30.0,-1.0,-32.0,-26.0,-38.0,-1.0,-8.0,-39.0,0.0,-4.0,-12.0,0.0,-30.0,2.0,-22.0,-15.0,2509.15
64.0,0.0,7.0,1.0,-1.0,-4.0,13.0,0.0,2.0,4.0,14.0,13.0,8.0,10.0,5.0,10.0,16.0,9.0,10.0,7.0,3.0,24.0,2.0,18.0,5.0,4.0,22.0,-2.0,18.0,20.0,13.0,-14.0,-19.0,4.0,4.0,5.0,14.0,5.0,17.0,-5.0,6.0,0.0,17.0,-1.0,8.0,-9.0,-13.0,15.0,-25.0,4.0,-20.0,21.0,-12.0,19.0,-25.0,12.0,-14.0,13.0,-22.0,8.0,-24.0,13.0,-15.0,-32.0,-27.0,6.0,7.0,-19.0,16.0,17.0,-29.0,3.0,-12.0,-5.0,-27.0,-11.0,2509.15
-128.0,2.0,-19.0,-7.0,-16.0,-5.0,-7.0,-6.0,-20.0,-5.0,-11.0,2.0,-19.0,-11.0,-18.0,-10.0,-19.0,-5.0,-21.0,-7.0,-2.0,-29.0,-8.0,-25.0,-3.0,1.0,-24.0,5.0,-25.0,-14.0,-10.0,14.0,9.0,-8.0,-1.0,-7.0,3.0,-7.0,3.0,-16.0,5.0,-6.0,-6.0,-9.0,-6.0,-22.0,-21.0,-15.0,-12.0,-11.0,-18.0,-17.0,-10.0,-22.0,-9.0,-18.0,-9.0,-23.0,-4.0,-37.0,-3.0,-33.0,1.0,-1.0,-5.0,-28.0,-33.0,3.0,-22.0,-28.0,4.0,-16.0,10.0,-23.0,6.0,-2.0,2509.16
32.0,-15.0,5.0,-3.0,2.0,-1.0,12.0,-7.0,-6.0,15.0,-2.0,12.0,1.0,17.0,3.0,19.0,7.0,23.0,0.0,35.0,15.0,4.0,16.0,6.0,24.0,19.0,16.0,12.0,14.0,16.0,14.0,9.0,-1.0,14.0,5.0,5.0,7.0,8.0,7.0,-1.0,11.0,2.0,10.0,1.0,9.0,1.0,-13.0,16.0,-9.0,12.0,-22.0,14.0,-17.0,9.0,-17.0,6.0,-24.0,12.0,-23.0,6.0,-25.0,8.0,-29.0,-34.0,-30.0,-1.0,6.0,-35.0,-9.0,3.0,-19.0,-5.0,-19.0,-11.0,-13.0,-9.0,2509.16
-48.0,11.0,2.0,3.0,-9.0,11.0,4.0,7.0,6.0,-19.0,8.0,-12.0,1.0,-14.0,3.0,-22.0,-5.0,-22.0,1.0,-20.0,-24.0,-5.0,-30.0,-3.0,-28.0,-31.0,-13.0,-15.0,-14.0,-15.0,-12.0,-12.0,-3.0,-17.0,-13.0,-7.0,-10.0,-7.0,-12.0,-5.0,-14.0,1.0,-10.0,1.0,-13.0,5.0,1.0,-11.0,13.0,-14.0,10.0,-11.0,20.0,-12.0,21.0,-16.0,25.0,-14.0,29.0,-7.0,16.0,-12.0,28.0,34.0,28.0,5.0,0.0,25.0,5.0,8.0,24.0,1.0,28.0,14.0,26.0,15.0,2509.17
-48.0,12.0,0.0,7.0,-7.0,-1.0,-7.0,13.0,4.0,-5.0,10.0,-9.0,8.0,-4.0,-1.0,-22.0,-7.0,-29.0,0.0,-22.0,-19.0,4.0,-24.0,8.0,-26.0,-18.0,4.0,-24.0,-11.0,-7.0,-6.0,-19.0,-10.0,-13.0,-7.0,-4.0,-12.0,-1.0,-15.0,2.0,-4.0,3.0,0.0,12.0,-14.0,11.0,12.0,-16.0,19.0,-10.0,15.0,-8.0,15.0,2.0,27.0,-12.0,19.0,0.0,14.0,6.0,28.0,3.0,30.0,32.0,24.0,6.0,7.0,17.0,9.0,9.0,7.0,7.0,24.0,8.0,15.0,21.0,2509.17
64.0,-16.0,-24.0,-13.0,-17.0,-12.0,-20.0,-12.0,-9.0,-17.0,-9.0,-19.0,-9.0,-20.0,-9.0,-13.0,-13.0,-18.0,-10.0,-17.0,-14.0,-9.0,-12.0,-8.0,-9.0,-7.0,-10.0,-5.0,-11.0,-6.0,-6.0,5.0,6.0,3.0,-14.0,31.0,-17.0,31.0,-18.0,37.0,-15.0,35.0,-16.0,34.0,-15.0,36.0,36.0,-10.0,37.0,-13.0,32.0,-14.0,23.0,-8.0,22.0,-7.0,17.0,-6.0,10.0,-7.0,5.0,-11.0,-5.0,-7.0,-11.0,-14.0,-9.0,-15.0,-13.0,-15.0,-17.0,-18.0,-15.0,-21.0,-17.0,-15.0,2509.18
-128.0,-3.0,21.0,-4.0,21.0,-5.0,21.0,-3.0,-3.0,17.0,-8.0,20.0,-1.0,14.0,-4.0,11.0,-4.0,15.0,1.0,15.0,15.0,-1.0,11.0,0.0,15.0,12.0,2.0,8.0,0.0,-1.0,3.0,-4.0,-3.0,3.0,-6.0,-35.0,-3.0,-38.0,-6.0,-38.0,-7.0,-40.0,-11.0,-42.0,-11.0,-39.0,-42.0,-10.0,-35.0,-10.0,-31.0,-8.0,-28.0,-5.0,-26.0,-2.0,-18.0,0.0,-15.0,0.0,-10.0,0.0,-6.0,3.0,3.0,15.0,16.0,3.0,21.0,20.0,1.0,23.0,2.0,26.0,4.0,1.0,2509.19
-32.0,6.0,-19.0,-10.0,-20.0,-1.0,-19.0,-3.0,-5.0,-20.0,-10.0,-15.0,-1.0,-14.0,-4.0,-13.0,-3.0,-12.0,-5.0,-18.0,-16.0,-5.0,-16.0,-5.0,-12.0,-7.0,-7.0,-4.0,-10.0,-5.0,-1.0,1.0,4.0,7.0,2.0,32.0,1.0,36.0,7.0,37.0,8.0,37.0,4.0,31.0,7.0,35.0,34.0,8.0,33.0,5.0,31.0,5.0,24.0,0.0,19.0,6.0,15.0,-1.0,9.0,-7.0,7.0,-6.0,1.0,-4.0,-3.0,-12.0,-7.0,-14.0,-14.0,-21.0,-8.0,-19.0,-6.0,-15.0,-10.0,-8.0,2509.2
-48.0,-20.0,-3.0,-22.0,1.0,-24.0,3.0,-21.0,-21.0,-2.0,-19.0,-1.0,-18.0,-1.0,-20.0,-2.0,-19.0,-2.0,-14.0,-3.0,1.0,-16.0,-3.0,-12.0,-4.0,2.0,-18.0,3.0,-7.0,-4.0,1.0,2.0,-1.0,6.0,-33.0,-11.0,-39.0,-9.0,-41.0,-5.0,-46.0,-3.0,-42.0,-2.0,-41.0,-1.0,-1.0,-36.0,-1.0,-38.0,-4.0,-31.0,4.0,-27.0,0.0,-25.0,4.0,-15.0,-4.0,-13.0,-1.0,-8.0,-8.0,-11.0,-10.0,4.0,5.0,-23.0,-1.0,7.0,-18.0,9.0,-20.0,3.0,-21.0,-26.0,2509.2
-112.0,-16.0,21.0,-19.0,15.0,-10.0,20.0,-18.0,-15.0,14.0,-10.0,15.0,-16.0,14.0,-10.0,6.0,-11.0,11.0,-13.0,9.0,11.0,-7.0,10.0,-6.0,13.0,12.0,-5.0,16.0,-5.0,-1.0,6.0,0.0,-6.0,6.0,-39.0,-18.0,-35.0,-17.0,-32.0,-14.0,-40.0,-17.0,-42.0,-13.0,-37.0,-18.0,-16.0,-40.0,-13.0,-35.0,-10.0,-27.0,-9.0,-22.0,-10.0,-16.0,-8.0,-14.0,-12.0,-4.0,-7.0,-7.0,-4.0,-12.0,-2.0,14.0,11.0,-14.0,21.0,16.0,-13.0,20.0,-13.0,14.0,-14.0,-16.0,2509.21
-48.0,-23.0,-13.0,-20.0,-19.0,-13.0,-18.0,-17.0,-13.0,-18.0,-15.0,-16.0,-8.0,-13.0,-14.0,-21.0,-9.0,-11.0,-11.0,-15.0,-11.0,-8.0,-10.0,-10.0,-12.0,-9.0,-6.0,-3.0,-8.0,-7.0,-6.0,1.0,4.0,-1.0,-32.0,15.0,-35.0,21.0,-36.0,17.0,-42.0,20.0,-32.0,23.0,-36.0,23.0,22.0,-30.0,21.0,-28.0,22.0,-21.0,15.0,-21.0,12.0,-16.0,11.0,-14.0,10.0,-12.0,-1.0,-9.0,-10.0,-9.0,-11.0,-2.0,-13.0,-20.0,-11.0,-6.0,-19.0,-9.0,-22.0,-7.0,-16.0,-21.0,2509.21
0.0,6.0,-7.0,-2.0,-6.0,7.0,-3.0,6.0,4.0,-10.0,2.0,-13.0,5.0,-10.0,3.0,-16.0,-2.0,-14.0,6.0,-18.0,-19.0,-2.0,-20.0,-3.0,-17.0,-16.0,-2.0,-16.0,-6.0,-14.0,-13.0,-2.0,1.0,-18.0,-13.0,4.0,-1.0,-2.0,-10.0,2.0,-8.0,-2.0,-4.0,5.0,-13.0,9.0,13.0,-1.0,11.0,-14.0,9.0,-4.0,14.0,1.0,12.0,-3.0,19.0,0.0,20.0,-10.0,19.0,4.0,15.0,23.0,21.0,11.0,12.0,24.0,6.0,14.0,23.0,14.0,13.0,8.0,16.0,14.0,2509.23
16.0,-11.0,3.0,-4.0,7.0,1.0,5.0,-12.0,0.0,13.0,7.0,8.0,1.0,18.0,9.0,15.0,-1.0,17.0,6.0,26.0,24.0,11.0,19.0,12.0,29.0,18.0,20.0,15.0,21.0,18.0,16.0,-3.0,0.0,16.0,5.0,8.0,1.0,8.0,9.0,0.0,1.0,0.0,9.0,-2.0,13.0,-11.0,-11.0,19.0,-7.0,13.0,-14.0,13.0,-16.0,18.0,-21.0,18.0,-22.0,14.0,-30.0,8.0,-25.0,6.0,-41.0,-38.0,-32.0,4.0,-7.0,-32.0,5.0,-1.0,-21.0,1.0,-23.0,0.0,-18.0,-18.0,2509.27
-48.0,-8.0,8.0,-7.0,5.0,-3.0,8.0,-2.0,-3.0,10.0,18.0,15.0,13.0,11.0,19.0,11.0,4.0,10.0,12.0,9.0,15.0,20.0,13.0,25.0,6.0,7.0,27.0,-3.0,19.0,19.0,17.0,-5.0,-18.0,11.0,-3.0,0.0,-4.0,9.0,4.0,13.0,3.0,1.0,0.0,3.0,18.0,9.0,-1.0,2.0,7.0,27.0,-2.0,10.0,-5.0,19.0,6.0,25.0,-13.0,22.0,-22.0,29.0,-5.0,35.0,-19.0,-4.0,-20.0,23.0,25.0,-9.0,17.0,18.0,-23.0,14.0,-15.0,26.0,-16.0,-11.0,2509.27
16.0,4.0,10.0,7.0,1.0,-2.0,-2.0,2.0,5.0,2.0,18.0,6.0,18.0,-3.0,8.0,-2.0,9.0,-4.0,15.0,6.0,-1.0,14.0,9.0,19.0,-1.0,-6.0,26.0,-17.0,17.0,14.0,13.0,-7.0,-12.0,1.0,-12.0,-2.0,-4.0,-2.0,-6.0,-2.0,-8.0,13.0,2.0,7.0,0.0,4.0,0.0,17.0,12.0,-1.0,22.0,11.0,13.0,17.0,19.0,14.0,13.0,24.0,16.0,25.0,16.0,19.0,5.0,4.0,2.0,19.0,23.0,-2.0,17.0,25.0,8.0,20.0,3.0,18.0,1.0,-4.0,2509.28
-48.0,3.0,-3.0,-2.0,8.0,15.0,4.0,8.0,11.0,-2.0,6.0,5.0,6.0,-20.0,9.0,-1.0,18.0,-12.0,30.0,-15.0,-2.0,18.0,-13.0,16.0,-14.0,-25.0,11.0,-22.0,10.0,9.0,-3.0,-14.0,-6.0,-11.0,6.0,3.0,2.0,5.0,6.0,7.0,7.0,0.0,13.0,1.0,4.0,-2.0,-6.0,22.0,-5.0,21.0,-3.0,21.0,-13.0,16.0,-9.0,16.0,-1.0,21.0,-14.0,20.0,-3.0,22.0,-14.0,-24.0,-18.0,15.0,15.0,-14.0,19.0,27.0,-12.0,10.0,-20.0,21.0,-7.0,-17.0,2509.28
-128.0,17.0,-9.0,23.0,-9.0,13.0,-6.0,18.0,13.0,-10.0,11.0,-6.0,10.0,-9.0,14.0,-11.0,10.0,-8.0,8.0,-18.0,-12.0,1.0,-14.0,5.0,-14.0,-17.0,4.0,-10.0,5.0,2.0,-1.0,-4.0,0.0,-4.0,29.0,7.0,33.0,11.0,29.0,10.0,34.0,14.0,32.0,8.0,34.0,10.0,5.0,29.0,4.0,35.0,6.0,23.0,2.0,17.0,7.0,22.0,6.0,9.0,3.0,5.0,5.0,0.0,3.0,7.0,12.0,-9.0,-15.0,18.0,-12.0,-12.0,17.0,-13.0,18.0,-14.0,20.0,20.0,2509.29
-64.0,18.0,12.0,16.0,12.0,16.0,12.0,19.0,15.0,8.0,12.0,1.0,10.0,7.0,9.0,6.0,19.0,-1.0,16.0,3.0,1.0,15.0,1.0,17.0,-5.0,-4.0,10.0,-3.0,10.0,9.0,5.0,-9.0,-7.0,-1.0,27.0,-19.0,33.0,-24.0,33.0,-23.0,27.0,-27.0,27.0,-25.0,21.0,-28.0,-27.0,25.0,-25.0,19.0,-22.0,14.0,-23.0,14.0,-17.0,9.0,-11.0,7.0,-7.0,7.0,-1.0,8.0,5.0,9.0,9.0,4.0,1.0,16.0,1.0,7.0,22.0,3.0,16.0,11.0,20.0,23.0,2509.29
-48.0,28.0,1.0,24.0,2.0,21.0,-2.0,20.0,18.0,3.0,21.0,-3.0,17.0,-8.0,19.0,0.0,14.0,-2.0,15.0,-8.0,-7.0,13.0,-12.0,13.0,-5.0,-9.0,13.0,-7.0,12.0,5.0,-3.0,-5.0,-8.0,-3.0,37.0,3.0,40.0,2.0,43.0,-1.0,42.0,-2.0,41.0,-5.0,44.0,-7.0,-8.0,37.0,-2.0,33.0,-10.0,32.0,-12.0,21.0,-4.0,16.0,-1.0,14.0,-5.0,0.0,0.0,6.0,16.0,7.0,20.0,-11.0,-7.0,17.0,-8.0,-6.0,26.0,-6.0,23.0,-3.0,27.0,28.0,2509.3
16.0,24.0,6.0,19.0,0.0,20.0,5.0,20.0,16.0,6.0,16.0,-2.0,17.0,-2.0,11.0,-2.0,17.0,-5.0,13.0,-3.0,-13.0,13.0,-7.0,10.0,-10.0,-10.0,10.0,-8.0,5.0,3.0,2.0,-1.0,-4.0,-5.0,25.0,-23.0,22.0,-23.0,32.0,-29.0,27.0,-27.0,28.0,-26.0,26.0,-28.0,-28.0,18.0,-22.0,20.0,-23.0,16.0,-19.0,14.0,-15.0,10.0,-12.0,8.0,-7.0,9.0,-5.0,3.0,3.0,7.0,12.0,-1.0,-8.0,22.0,2.0,2.0,18.0,2.0,19.0,1.0,26.0,28.0,2509.3
-48.0,6.0,-20.0,5.0,-20.0,10.0,-20.0,4.0,7.0,-14.0,14.0,-10.0,4.0,-16.0,11.0,-19.0,0.0,-8.0,-1.0,-14.0,-16.0,-2.0,-12.0,-3.0,-14.0,-13.0,-7.0,-7.0,-2.0,-5.0,-4.0,-5.0,2.0,-8.0,7.0,35.0,8.0,34.0,9.0,33.0,11.0,34.0,11.0,33.0,13.0,33.0,32.0,12.0,25.0,15.0,21.0,15.0,22.0,12.0,18.0,7.0,15.0,-1.0,12.0,-1.0,10.0,-2.0,2.0,-3.0,1.0,-15.0,-20.0,5.0,-20.0,-20.0,6.0,-22.0,3.0,-23.0,5.0,3.0,2509.31
16.0,11.0,-4.0,13.0,3.0,7.0,-10.0,14.0,8.0,-14.0,20.0,1.0,8.0,-17.0,1.0,3.0,10.0,-5.0,10.0,-13.0,-25.0,11.0,0.0,10.0,-13.0,-11.0,6.0,-7.0,8.0,-2.0,8.0,0.0,-3.0,-2.0,18.0,15.0,17.0,25.0,19.0,17.0,16.0,21.0,13.0,17.0,32.0,19.0,18.0,29.0,15.0,22.0,7.0,28.0,-6.0,16.0,5.0,2.0,6.0,16.0,-1.0,5.0,17.0,-1.0,24.0,16.0,15.0,-4.0,-1.0,17.0,-7.0,-4.0,14.0,-10.0,16.0,-19.0,23.0,11.0,2509.31
-48.0,19.0,-15.0,22.0,-9.0,12.0,-10.0,12.0,5.0,-7.0,12.0,-4.0,10.0,-19.0,3.0,-7.0,5.0,-8.0,-1.0,-23.0,-12.0,-8.0,-18.0,7.0,-13.0,-13.0,-5.0,-13.0,11.0,-5.0,-12.0,-2.0,4.0,-4.0,39.0,-2.0,28.0,-1.0,30.0,4.0,30.0,-3.0,31.0,8.0,31.0,-9.0,1.0,27.0,0.0,32.0,1.0,27.0,-1.0,15.0,2.0,23.0,-6.0,20.0,2.0,7.0,-1.0,-9.0,17.0,19.0,5.0,-22.0,1.0,16.0,-15.0,-14.0,15.0,-30.0,8.0,-15.0,11.0,17.0,2509.32
16.0,-36.0,-21.0,-34.0,-7.0,-30.0,-8.0,-39.0,-31.0,-13.0,-34.0,-7.0,-34.0,-6.0,-33.0,-10.0,-28.0,-9.0,-30.0,-10.0,3.0,-27.0,-1.0,-28.0,-2.0,5.0,-25.0,2.0,-26.0,-16.0,-2.0,8.0,8.0,-3.0,-64.0,1.0,-68.0,9.0,-73.0,4.0,-73.0,11.0,-77.0,10.0,-73.0,13.0,28.0,-60.0,25.0,-57.0,20.0,-52.0,17.0,-31.0,11.0,-31.0,12.0,-25.0,2.0,-14.0,-11.0,-5.0,-9.0,-27.0,-19.0,0.0,3.0,-28.0,-3.0,-4.0,-58.0,6.0,-46.0,-7.0,-35.0,-47.0,2509.32
-32.0,-24.0,21.0,-34.0,27.0,-19.0,38.0,-20.0,0.0,40.0,-18.0,27.0,-11.0,24.0,6.0,28.0,-18.0,31.0,-10.0,31.0,20.0,-3.0,22.0,-1.0,30.0,17.0,-1.0,25.0,5.0,10.0,8.0,3.0,0.0,15.0,-47.0,-49.0,-48.0,-40.0,-57.0,-50.0,-63.0,-40.0,-62.0,-51.0,-58.0,-47.0,-44.0,-59.0,-33.0,-50.0,-39.0,-45.0,-26.0,-36.0,-25.0,-26.0,-20.0,-22.0,-14.0,-9.0,-21.0,-1.0,-6.0,-11.0,-9.0,11.0,22.0,-8.0,39.0,37.0,-29.0,49.0,-20.0,33.0,-15.0,-20.0,2509.33
-48.0,32.0,44.0,21.0,30.0,31.0,38.0,19.0,19.0,27.0,18.0,21.0,16.0,24.0,28.0,26.0,12.0,9.0,31.0,10.0,6.0,23.0,3.0,27.0,5.0,-3.0,14.0,-1.0,25.0,9.0,23.0,-3.0,-14.0,2.0,19.0,-57.0,24.0,-63.0,12.0,-63.0,38.0,-74.0,24.0,-66.0,10.0,-78.0,-72.0,20.0,-57.0,10.0,-52.0,14.0,-44.0,2.0,-39.0,14.0,-34.0,3.0,-17.0,5.0,-20.0,14.0,9.0,0.0,26.0,28.0,11.0,33.0,24.0,29.0,33.0,27.0,25.0,32.0,23.0,9.0,2509.34
0.0,-3.0,3.0,-7.0,10.0,-10.0,5.0,0.0,-10.0,13.0,-5.0,11.0,2.0,20.0,-1.0,21.0,-3.0,22.0,-10.0,11.0,26.0,4.0,18.0,1.0,23.0,17.0,-2.0,18.0,5.0,12.0,11.0,11.0,3.0,22.0,9.0,-2.0,2.0,-1.0,6.0,-5.0,11.0,-10.0,5.0,-15.0,10.0,-4.0,4.0,10.0,-19.0,10.0,-15.0,-2.0,-31.0,-13.0,-16.0,-3.0,-16.0,-12.0,-18.0,-26.0,-30.0,-12.0,-41.0,-29.0,-34.0,-20.0,-14.0,-18.0,-13.0,-15.0,-16.0,-18.0,-26.0,-10.0,-21.0,-21.0,2509.34
-48.0,1.0,-1.0,7.0,-8.0,-6.0,-6.0,-3.0,-5.0,-13.0,-10.0,-12.0,-10.0,-12.0,-15.0,-16.0,-16.0,-12.0,-19.0,-14.0,-16.0,-23.0,-12.0,-28.0,-11.0,-4.0,-28.0,-7.0,-25.0,-22.0,-22.0,7.0,8.0,-17.0,-7.0,-11.0,-2.0,-12.0,-8.0,-7.0,-9.0,-10.0,-10.0,-11.0,-14.0,0.0,-3.0,-20.0,-7.0,-19.0,-4.0,-23.0,3.0,-18.0,6.0,-21.0,11.0,-18.0,16.0,-26.0,15.0,-23.0,18.0,23.0,21.0,-26.0,-17.0,23.0,-23.0,-22.0,21.0,-17.0,25.0,-15.0,18.0,14.0,2509.37
16.0,-2.0,-10.0,-3.0,-5.0,-2.0,-16.0,-5.0,-13.0,-5.0,-19.0,-13.0,-21.0,-3.0,-16.0,-5.0,-20.0,-9.0,-24.0,-16.0,-6.0,-28.0,-1.0,-31.0,-4.0,3.0,-23.0,3.0,-20.0,-18.0,-14.0,10.0,12.0,-8.0,-4.0,-6.0,-4.0,-4.0,-8.0,-14.0,-13.0,-10.0,-13.0,-4.0,-11.0,-1.0,-2.0,-19.0,-3.0,-21.0,0.0,-26.0,7.0,-27.0,9.0,-27.0,4.0,-29.0,11.0,-23.0,16.0,-21.0,23.0,20.0,16.0,-21.0,-16.0,21.0,-23.0,-15.0,20.0,-8.0,14.0,-7.0,17.0,14.0,2509.38
96.0,1.0,-14.0,-10.0,-13.0,-16.0,-3.0,-7.0,1.0,-14.0,-5.0,-2.0,-21.0,-13.0,2.0,0.0,-6.0,-7.0,-13.0,0.0,-10.0,-6.0,-9.0,-9.0,-6.0,1.0,-12.0,-2.0,-14.0,-11.0,-2.0,3.0,8.0,-2.0,-1.0,33.0,0.0,30.0,1.0,32.0,0.0,33.0,6.0,36.0,3.0,34.0,31.0,4.0,28.0,4.0,27.0,4.0,25.0,4.0,19.0,-1.0,16.0,5.0,14.0,-1.0,9.0,0.0,-3.0,0.0,2.0,-9.0,-12.0,-15.0,-2.0,-14.0,-17.0,-11.0,-3.0,-19.0,-16.0,-12.0,2509.39
-32.0,26.0,-57.0,6.0,-41.0,8.0,-44.0,35.0,-5.0,-19.0,-3.0,-39.0,39.0,-33.0,-2.0,-41.0,10.0,-19.0,-1.0,-24.0,-16.0,-8.0,-37.0,-2.0,-19.0,-17.0,-16.0,-17.0,-13.0,-12.0,-16.0,-5.0,4.0,-17.0,21.0,65.0,25.0,63.0,25.0,70.0,35.0,59.0,39.0,70.0,28.0,63.0,60.0,37.0,52.0,34.0,54.0,40.0,43.0,28.0,30.0,10.0,21.0,6.0,19.0,6.0,11.0,13.0,-2.0,4.0,12.0,-24.0,-27.0,-14.0,-50.0,-41.0,3.0,-35.0,18.0,-69.0,11.0,-11.0,2509.39
-32.0,-47.0,-16.0,-35.0,-13.0,-21.0,16.0,-28.0,-34.0,28.0,-42.0,18.0,-27.0,1.0,-23.0,9.0,-20.0,26.0,-32.0,26.0,19.0,-12.0,11.0,-37.0,13.0,24.0,-12.0,20.0,-9.0,-1.0,14.0,13.0,7.0,15.0,-49.0,33.0,-56.0,33.0,-52.0,38.0,-57.0,44.0,-66.0,43.0,-59.0,46.0,42.0,-50.0,46.0,-39.0,29.0,-53.0,37.0,-44.0,33.0,-40.0,23.0,-31.0,14.0,-15.0,11.0,-18.0,-8.0,-15.0,-23.0,-8.0,6.0,-31.0,26.0,-1.0,-30.0,4.0,-54.0,26.0,-49.0,-55.0,2509.4
96.0,-38.0,-27.0,-47.0,-31.0,-41.0,-70.0,-36.0,-23.0,-33.0,-9.0,-46.0,-9.0,-38.0,-23.0,-14.0,-27.0,-10.0,-17.0,-15.0,-10.0,-31.0,-9.0,-33.0,-9.0,-4.0,-20.0,-5.0,-17.0,-23.0,-9.0,9.0,10.0,3.0,-31.0,49.0,-30.0,59.0,-32.0,69.0,-33.0,66.0,-31.0,74.0,-25.0,58.0,71.0,-24.0,67.0,-11.0,60.0,-7.0,57.0,-5.0,50.0,-8.0,40.0,-10.0,33.0,-7.0,19.0,-20.0,4.0,-20.0,2.0,-21.0,-9.0,-22.0,-2.0,-41.0,-15.0,-25.0,-31.0,-2.0,-40.0,-31.0,2509.4
-96.0,-76.0,-7.0,-38.0,-23.0,-42.0,20.0,-42.0,-43.0,19.0,-41.0,-6.0,-21.0,-2.0,-32.0,6.0,-40.0,36.0,-34.0,14.0,6.0,-12.0,13.0,-29.0,22.0,21.0,-11.0,20.0,-4.0,-1.0,6.0,15.0,-3.0,15.0,-33.0,54.0,-37.0,53.0,-38.0,58.0,-38.0,68.0,-42.0,64.0,-28.0,70.0,59.0,-36.0,59.0,-26.0,51.0,-31.0,47.0,-12.0,35.0,-15.0,33.0,-16.0,19.0,-11.0,8.0,-15.0,-8.0,-28.0,-23.0,-3.0,0.0,-23.0,8.0,-4.0,-49.0,-7.0,-54.0,14.0,-47.0,-18.0,2509.41
0.0,16.0,55.0,10.0,42.0,36.0,37.0,1.0,1.0,42.0,-7.0,45.0,-11.0,33.0,-13.0,27.0,2.0,8.0,18.0,26.0,42.0,15.0,21.0,14.0,25.0,17.0,10.0,7.0,17.0,10.0,14.0,-2.0,-9.0,9.0,-11.0,-65.0,-7.0,-64.0,-13.0,-69.0,-20.0,-66.0,-18.0,-74.0,-18.0,-71.0,-67.0,-19.0,-59.0,-22.0,-57.0,-28.0,-55.0,-32.0,-43.0,-13.0,-26.0,-7.0,-30.0,-13.0,-24.0,0.0,-9.0,-3.0,6.0,29.0,35.0,13.0,39.0,49.0,27.0,37.0,5.0,44.0,1.0,-15.0,2509.42
-48.0,83.0,8.0,36.0,0.0,46.0,-3.0,71.0,37.0,25.0,30.0,-2.0,17.0,9.0,47.0,1.0,25.0,3.0,27.0,9.0,5.0,35.0,-9.0,26.0,-8.0,-10.0,23.0,-5.0,12.0,3.0,7.0,-16.0,-11.0,-8.0,59.0,-20.0,63.0,-24.0,69.0,-27.0,69.0,-31.0,64.0,-36.0,61.0,-32.0,-42.0,58.0,-30.0,55.0,-41.0,42.0,-27.0,37.0,-32.0,38.0,-21.0,26.0,-9.0,15.0,-4.0,6.0,6.0,13.0,18.0,2.0,6.0,24.0,6.0,-6.0,50.0,-9.0,43.0,29.0,45.0,39.0,2509.42
16.0,-13.0,42.0,-8.0,41.0,-4.0,62.0,29.0,8.0,12.0,11.0,26.0,29.0,42.0,22.0,20.0,14.0,30.0,-6.0,26.0,32.0,12.0,31.0,5.0,23.0,5.0,14.0,14.0,7.0,14.0,14.0,-4.0,-13.0,12.0,-14.0,-61.0,-17.0,-65.0,-20.0,-71.0,-20.0,-66.0,-28.0,-79.0,-21.0,-68.0,-69.0,-27.0,-59.0,-32.0,-54.0,-18.0,-43.0,-15.0,-40.0,-15.0,-46.0,-10.0,-26.0,-8.0,-27.0,11.0,5.0,-3.0,6.0,33.0,30.0,16.0,40.0,39.0,12.0,36.0,7.0,16.0,30.0,10.0,2509.43
