subcarrier_0,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_39,subcarrier_41,subcarrier_42,subcarrier_45,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_92,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_105,subcarrier_106,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_112,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_125,subcarrier_126,timestamp
-128.0,8.0,-4.0,13.0,-13.0,8.0,13.0,-17.0,4.0,-15.0,7.0,0.0,-12.0,12.0,-31.0,6.0,-16.0,-19.0,5.0,-25.0,8.0,-21.0,-2.0,-26.0,1.0,1.0,-15.0,-6.0,-6.0,-11.0,-18.0,-7.0,-11.0,-9.0,4.0,-7.0,-12.0,-8.0,8.0,-14.0,5.0,8.0,-9.0,4.0,8.0,-15.0,19.0,-7.0,-9.0,-1.0,24.0,-7.0,23.0,-4.0,-1.0,20.0,-3.0,16.0,19.0,3.0,9.0,31.0,11.0,-2.0,23.0,5.0,27.0,16.0,4.0,22.0,1.0,8.0,18.0,0.0,2948.68
98.0,6.0,-15.0,9.0,-12.0,12.0,15.0,-16.0,3.0,-13.0,4.0,8.0,-8.0,7.0,-12.0,11.0,-10.0,-16.0,12.0,-16.0,15.0,-13.0,19.0,-26.0,9.0,6.0,-26.0,5.0,2.0,2.0,-22.0,-8.0,-19.0,-6.0,-7.0,-15.0,-17.0,-10.0,2.0,-11.0,3.0,10.0,-11.0,8.0,12.0,-9.0,7.0,-7.0,-12.0,-4.0,15.0,-2.0,20.0,2.0,-2.0,26.0,-4.0,22.0,17.0,4.0,-4.0,25.0,-6.0,6.0,23.0,5.0,24.0,13.0,7.0,22.0,14.0,21.0,11.0,5.0,2948.69
-115.0,8.0,3.0,-5.0,2.0,-5.0,-15.0,9.0,-4.0,17.0,-6.0,-9.0,8.0,-10.0,11.0,-16.0,14.0,11.0,-1.0,26.0,-15.0,20.0,-22.0,21.0,-11.0,-6.0,22.0,-6.0,2.0,-9.0,16.0,6.0,12.0,3.0,7.0,5.0,2.0,6.0,-13.0,0.0,-14.0,-9.0,0.0,-12.0,-20.0,4.0,-15.0,4.0,0.0,-8.0,-19.0,-4.0,-20.0,-15.0,-8.0,-16.0,-15.0,-14.0,-13.0,-19.0,-14.0,-10.0,-22.0,-22.0,-16.0,-13.0,-16.0,-18.0,-21.0,-14.0,-17.0,-15.0,-12.0,-10.0,2948.69
-115.0,8.0,16.0,-7.0,20.0,-19.0,-12.0,29.0,-8.0,20.0,-12.0,-14.0,23.0,-12.0,24.0,-19.0,19.0,18.0,-14.0,16.0,-18.0,5.0,-13.0,-1.0,-9.0,0.0,-8.0,1.0,0.0,6.0,-16.0,10.0,-17.0,20.0,-17.0,-20.0,25.0,-25.0,-2.0,-27.0,-4.0,-5.0,-20.0,-6.0,-6.0,-18.0,-6.0,-14.0,-18.0,-13.0,-12.0,-14.0,-21.0,-10.0,-10.0,-14.0,-1.0,-18.0,-12.0,-3.0,-5.0,-13.0,-5.0,3.0,-9.0,1.0,-14.0,-4.0,5.0,-6.0,-7.0,-5.0,-3.0,10.0,2948.71
-95.0,10.0,27.0,-2.0,31.0,-13.0,-7.0,47.0,-35.0,43.0,-21.0,-14.0,48.0,-14.0,46.0,-23.0,42.0,43.0,-28.0,29.0,-14.0,22.0,-19.0,6.0,-17.0,-16.0,-15.0,-11.0,-12.0,-10.0,-30.0,-12.0,-44.0,-5.0,-54.0,-54.0,-8.0,-12.0,37.0,-7.0,42.0,37.0,-18.0,37.0,27.0,-29.0,22.0,-25.0,-25.0,-35.0,4.0,-28.0,-7.0,-31.0,-29.0,-1.0,-27.0,-2.0,-8.0,-10.0,-21.0,-23.0,-8.0,-2.0,-11.0,2.0,-20.0,-18.0,3.0,-10.0,24.0,-16.0,-11.0,8.0,2948.71
-66.0,11.0,35.0,23.0,21.0,8.0,47.0,45.0,35.0,30.0,25.0,19.0,44.0,18.0,38.0,13.0,49.0,42.0,7.0,37.0,10.0,23.0,0.0,17.0,-4.0,-15.0,-7.0,-25.0,-13.0,-17.0,-25.0,-21.0,-37.0,-23.0,-43.0,-45.0,-25.0,-39.0,4.0,-36.0,-8.0,-13.0,-30.0,-15.0,-23.0,-19.0,-13.0,-27.0,-12.0,-22.0,-30.0,-25.0,-28.0,-14.0,-8.0,-24.0,9.0,-30.0,-27.0,3.0,12.0,-31.0,5.0,8.0,-6.0,-9.0,-10.0,-6.0,12.0,2.0,8.0,0.0,12.0,19.0,2948.72
-46.0,13.0,32.0,-33.0,49.0,-41.0,-45.0,33.0,-29.0,46.0,-45.0,-50.0,30.0,-33.0,26.0,-48.0,17.0,17.0,-41.0,16.0,-20.0,2.0,-19.0,7.0,-24.0,-12.0,-19.0,1.0,5.0,15.0,-27.0,21.0,-25.0,27.0,-33.0,-39.0,37.0,-5.0,33.0,-14.0,35.0,43.0,-21.0,24.0,32.0,-17.0,25.0,-23.0,-25.0,-24.0,9.0,-20.0,-1.0,-29.0,-27.0,2.0,-34.0,15.0,-7.0,-21.0,-9.0,-5.0,-8.0,-7.0,-16.0,-6.0,-12.0,-18.0,11.0,-23.0,2.0,3.0,-13.0,18.0,2948.72
-91.0,10.0,-32.0,34.0,-40.0,31.0,13.0,-46.0,14.0,-30.0,32.0,10.0,-39.0,31.0,-15.0,54.0,-15.0,-18.0,36.0,-3.0,20.0,2.0,26.0,0.0,18.0,6.0,23.0,-1.0,0.0,-13.0,29.0,-18.0,30.0,-35.0,34.0,39.0,-40.0,11.0,-37.0,13.0,-41.0,-35.0,17.0,-33.0,-25.0,28.0,-27.0,18.0,27.0,25.0,-3.0,28.0,-6.0,26.0,23.0,5.0,23.0,7.0,8.0,38.0,22.0,7.0,3.0,8.0,10.0,-6.0,12.0,10.0,-3.0,10.0,-18.0,17.0,1.0,-13.0,2948.73
-91.0,10.0,6.0,7.0,5.0,4.0,14.0,-5.0,6.0,-8.0,23.0,15.0,-13.0,24.0,-5.0,20.0,-14.0,-21.0,29.0,-11.0,37.0,4.0,27.0,-7.0,23.0,24.0,-8.0,20.0,25.0,14.0,-14.0,6.0,-8.0,3.0,-17.0,-13.0,5.0,-9.0,9.0,-10.0,-1.0,8.0,1.0,13.0,9.0,-6.0,15.0,-2.0,7.0,4.0,19.0,1.0,10.0,15.0,18.0,28.0,10.0,16.0,21.0,15.0,13.0,18.0,21.0,10.0,9.0,20.0,10.0,14.0,14.0,14.0,20.0,18.0,8.0,4.0,2948.73
-82.0,10.0,6.0,-8.0,10.0,-7.0,-22.0,9.0,-12.0,8.0,-10.0,-18.0,11.0,5.0,21.0,-16.0,27.0,19.0,-17.0,3.0,0.0,17.0,-3.0,23.0,-12.0,-6.0,22.0,-1.0,-11.0,4.0,15.0,7.0,22.0,21.0,9.0,2.0,13.0,5.0,-8.0,12.0,-1.0,-20.0,9.0,-20.0,-12.0,14.0,-23.0,2.0,-1.0,6.0,-18.0,-11.0,-30.0,-2.0,-6.0,-21.0,-13.0,-21.0,-24.0,-8.0,-18.0,-25.0,-8.0,-22.0,-4.0,-12.0,-14.0,-10.0,-8.0,-13.0,-13.0,-6.0,-1.0,-5.0,2948.74
-82.0,10.0,12.0,-19.0,12.0,-19.0,-19.0,14.0,-22.0,9.0,-26.0,-23.0,5.0,-22.0,9.0,-24.0,4.0,3.0,-22.0,4.0,-16.0,0.0,-11.0,-6.0,-3.0,-2.0,-2.0,3.0,5.0,13.0,-2.0,13.0,11.0,21.0,11.0,12.0,17.0,-26.0,11.0,-27.0,11.0,9.0,-18.0,1.0,4.0,-18.0,2.0,-20.0,-17.0,-21.0,1.0,-22.0,-6.0,-15.0,-15.0,-9.0,-19.0,-12.0,-15.0,-11.0,-9.0,-12.0,-7.0,-9.0,-11.0,-4.0,-7.0,-7.0,6.0,-4.0,3.0,-10.0,-9.0,12.0,2948.75
98.0,6.0,4.0,-1.0,0.0,5.0,17.0,2.0,18.0,-5.0,15.0,20.0,-14.0,20.0,2.0,16.0,-11.0,-6.0,30.0,-5.0,24.0,-12.0,18.0,-11.0,29.0,28.0,-15.0,21.0,21.0,14.0,-12.0,7.0,-15.0,0.0,-17.0,-17.0,2.0,-3.0,5.0,-5.0,12.0,7.0,-3.0,11.0,13.0,7.0,10.0,5.0,4.0,5.0,13.0,11.0,11.0,14.0,14.0,10.0,19.0,12.0,15.0,18.0,24.0,14.0,16.0,13.0,10.0,22.0,2.0,6.0,18.0,12.0,14.0,2.0,17.0,14.0,2948.76
98.0,6.0,-8.0,15.0,-2.0,11.0,11.0,-11.0,15.0,-6.0,12.0,11.0,-8.0,20.0,-11.0,12.0,-10.0,-12.0,26.0,-10.0,23.0,-13.0,24.0,-15.0,18.0,23.0,-10.0,21.0,19.0,9.0,-16.0,14.0,-16.0,5.0,-15.0,-19.0,0.0,-8.0,8.0,-12.0,13.0,12.0,-6.0,11.0,11.0,-3.0,17.0,-4.0,-6.0,8.0,20.0,6.0,20.0,10.0,12.0,18.0,7.0,24.0,20.0,17.0,17.0,20.0,18.0,24.0,15.0,13.0,13.0,10.0,21.0,8.0,8.0,9.0,17.0,13.0,2948.79
-98.0,9.0,-18.0,2.0,-14.0,11.0,4.0,-20.0,-2.0,-14.0,0.0,-6.0,-26.0,0.0,-20.0,3.0,-27.0,-22.0,2.0,-27.0,4.0,-31.0,1.0,-27.0,-2.0,0.0,-23.0,0.0,-2.0,-7.0,-18.0,-9.0,-12.0,-16.0,-8.0,-7.0,-10.0,-13.0,-8.0,-13.0,-2.0,-6.0,-16.0,-2.0,4.0,-19.0,4.0,-21.0,-22.0,-18.0,8.0,-9.0,14.0,-9.0,-13.0,18.0,-12.0,23.0,18.0,-9.0,-7.0,18.0,-7.0,-12.0,23.0,-7.0,18.0,24.0,6.0,20.0,1.0,14.0,15.0,-7.0,2948.79
-126.0,8.0,-18.0,3.0,-23.0,8.0,7.0,-26.0,13.0,-22.0,25.0,12.0,-22.0,19.0,-33.0,18.0,-21.0,-17.0,21.0,-18.0,16.0,-3.0,14.0,-4.0,10.0,10.0,-1.0,4.0,1.0,-6.0,6.0,-9.0,8.0,-16.0,5.0,6.0,-23.0,25.0,2.0,27.0,3.0,5.0,22.0,7.0,7.0,22.0,7.0,16.0,15.0,14.0,11.0,15.0,11.0,18.0,13.0,15.0,6.0,17.0,16.0,6.0,1.0,16.0,-1.0,-2.0,5.0,-4.0,14.0,7.0,-8.0,17.0,-8.0,6.0,0.0,-14.0,2948.81
80.0,5.0,29.0,-6.0,30.0,1.0,-6.0,29.0,-15.0,29.0,-14.0,-18.0,34.0,-15.0,19.0,-22.0,20.0,15.0,-32.0,25.0,-20.0,-2.0,-30.0,3.0,-4.0,-10.0,-2.0,-12.0,3.0,10.0,-4.0,15.0,3.0,8.0,3.0,0.0,24.0,0.0,-28.0,-2.0,-22.0,-32.0,0.0,-26.0,-21.0,-1.0,-24.0,9.0,2.0,12.0,-21.0,1.0,-12.0,10.0,13.0,-22.0,19.0,-21.0,-19.0,12.0,2.0,-14.0,11.0,2.0,-8.0,7.0,-9.0,-5.0,14.0,-3.0,10.0,-1.0,-2.0,12.0,2948.81
94.0,5.0,27.0,-9.0,22.0,-6.0,-6.0,22.0,-8.0,25.0,-9.0,-14.0,21.0,-18.0,17.0,-21.0,18.0,28.0,-13.0,18.0,-8.0,9.0,-9.0,3.0,-4.0,-15.0,4.0,-10.0,1.0,-6.0,-9.0,7.0,-4.0,12.0,-7.0,3.0,21.0,-24.0,-7.0,-24.0,-13.0,-12.0,-15.0,-16.0,-8.0,-16.0,-9.0,-8.0,-15.0,-19.0,-16.0,-10.0,-16.0,-11.0,-3.0,-26.0,-8.0,-17.0,-17.0,-8.0,-4.0,-19.0,-4.0,5.0,-10.0,0.0,2.0,-5.0,5.0,-1.0,9.0,0.0,-8.0,18.0,2948.82
94.0,5.0,-14.0,23.0,-9.0,34.0,26.0,-16.0,26.0,-13.0,30.0,36.0,1.0,36.0,-7.0,36.0,-5.0,-9.0,25.0,-2.0,22.0,0.0,16.0,6.0,14.0,12.0,-2.0,2.0,0.0,-9.0,5.0,-13.0,1.0,-19.0,0.0,3.0,-25.0,2.0,-32.0,7.0,-27.0,-24.0,6.0,-21.0,-25.0,7.0,-25.0,10.0,24.0,17.0,-16.0,14.0,-15.0,19.0,22.0,-8.0,21.0,-11.0,-7.0,22.0,17.0,2.0,16.0,18.0,10.0,11.0,0.0,13.0,14.0,5.0,-3.0,6.0,18.0,2.0,2948.82
94.0,5.0,-41.0,13.0,-77.0,29.0,29.0,-55.0,28.0,-66.0,33.0,35.0,-54.0,30.0,-58.0,43.0,-56.0,-42.0,33.0,-44.0,31.0,-17.0,40.0,-26.0,29.0,24.0,6.0,16.0,10.0,-15.0,7.0,-22.0,25.0,-26.0,16.0,19.0,-37.0,48.0,8.0,50.0,10.0,19.0,43.0,21.0,19.0,38.0,12.0,36.0,30.0,29.0,23.0,28.0,40.0,17.0,21.0,42.0,8.0,34.0,34.0,3.0,5.0,26.0,-8.0,2.0,28.0,-18.0,15.0,15.0,-17.0,18.0,-17.0,-4.0,9.0,-38.0,2948.83
94.0,5.0,-46.0,-43.0,-35.0,-19.0,-48.0,-30.0,-43.0,-35.0,-34.0,-43.0,-48.0,-52.0,-53.0,-44.0,-40.0,-57.0,-27.0,-50.0,-27.0,-33.0,-5.0,-33.0,-1.0,-3.0,-7.0,12.0,10.0,11.0,12.0,9.0,33.0,8.0,39.0,34.0,16.0,16.0,47.0,14.0,51.0,45.0,0.0,44.0,44.0,-7.0,49.0,-12.0,-12.0,-11.0,36.0,-21.0,27.0,-36.0,-28.0,23.0,-31.0,23.0,22.0,-29.0,-26.0,19.0,-27.0,-16.0,-7.0,-27.0,-1.0,-14.0,-24.0,-6.0,-32.0,-22.0,-18.0,-32.0,2948.83
94.0,5.0,40.0,-39.0,50.0,-43.0,-58.0,40.0,-54.0,31.0,-47.0,-65.0,14.0,-76.0,20.0,-61.0,8.0,15.0,-48.0,0.0,-41.0,-12.0,-32.0,-20.0,-28.0,-13.0,-3.0,-7.0,9.0,5.0,-2.0,18.0,12.0,38.0,18.0,15.0,32.0,-51.0,-6.0,-54.0,-9.0,-12.0,-41.0,-12.0,-12.0,-40.0,-14.0,-37.0,-39.0,-42.0,-23.0,-40.0,-23.0,-35.0,-25.0,-31.0,-21.0,-35.0,-53.0,-20.0,-9.0,-29.0,-11.0,-7.0,-29.0,2.0,-18.0,-17.0,9.0,-15.0,14.0,-15.0,-26.0,40.0,2948.84
-98.0,9.0,35.0,9.0,51.0,14.0,10.0,82.0,14.0,68.0,22.0,6.0,60.0,0.0,60.0,-8.0,71.0,66.0,-11.0,51.0,-16.0,29.0,-12.0,24.0,-14.0,-9.0,-1.0,-19.0,-7.0,-2.0,-22.0,5.0,-33.0,18.0,-33.0,-39.0,17.0,-28.0,-40.0,-25.0,-42.0,-39.0,-19.0,-30.0,-40.0,-15.0,-43.0,-17.0,-16.0,-13.0,-37.0,-5.0,-42.0,12.0,9.0,-53.0,20.0,-38.0,-34.0,12.0,8.0,-30.0,11.0,6.0,-12.0,8.0,-14.0,-17.0,25.0,6.0,31.0,-13.0,26.0,17.0,2948.84
94.0,5.0,4.0,-48.0,28.0,-59.0,-62.0,-1.0,-71.0,9.0,-60.0,-70.0,0.0,-63.0,-3.0,-67.0,2.0,-13.0,-60.0,-12.0,-33.0,-15.0,-36.0,-19.0,-30.0,-10.0,-8.0,-4.0,-2.0,12.0,2.0,14.0,9.0,33.0,15.0,18.0,36.0,-19.0,51.0,-23.0,41.0,35.0,-27.0,34.0,36.0,-34.0,28.0,-33.0,-35.0,-40.0,16.0,-51.0,16.0,-37.0,-43.0,4.0,-37.0,9.0,8.0,-42.0,-30.0,-3.0,-32.0,-19.0,-20.0,-14.0,-18.0,-17.0,-8.0,-15.0,2.0,-47.0,-37.0,-4.0,2948.85
-98.0,9.0,2.0,-19.0,0.0,-3.0,-9.0,9.0,-22.0,4.0,-14.0,-9.0,4.0,-10.0,5.0,-16.0,-7.0,3.0,-20.0,13.0,-34.0,13.0,-30.0,5.0,-28.0,-25.0,8.0,-25.0,-28.0,-14.0,20.0,-11.0,15.0,-13.0,8.0,19.0,-5.0,8.0,-11.0,12.0,-8.0,-7.0,11.0,-7.0,-18.0,9.0,-13.0,-9.0,-9.0,-12.0,-22.0,-9.0,-14.0,-10.0,-13.0,-13.0,-12.0,-16.0,-13.0,-24.0,-25.0,-24.0,-28.0,-28.0,-15.0,-15.0,-8.0,-11.0,-17.0,-14.0,-14.0,-12.0,0.0,0.0,2948.86
31.0,17.0,-1.0,-14.0,-16.0,-4.0,-10.0,-11.0,-12.0,-10.0,-16.0,-20.0,-7.0,-15.0,-7.0,-10.0,-18.0,-15.0,-18.0,-17.0,-25.0,-16.0,-20.0,-18.0,-14.0,-15.0,-19.0,-18.0,-20.0,-20.0,-6.0,-19.0,1.0,-15.0,-3.0,4.0,-18.0,4.0,-5.0,3.0,-14.0,-8.0,0.0,-10.0,-12.0,-10.0,-20.0,-6.0,-10.0,-14.0,-7.0,-17.0,-13.0,-14.0,-25.0,-11.0,-16.0,-15.0,-2.0,-22.0,-25.0,-5.0,-27.0,-15.0,8.0,-18.0,-6.0,7.0,-26.0,-1.0,-19.0,-5.0,-3.0,-11.0,2948.86
98.0,6.0,-9.0,-5.0,-21.0,-5.0,-9.0,-14.0,-1.0,-13.0,-22.0,-5.0,-20.0,-13.0,-11.0,-5.0,-19.0,-17.0,-7.0,-21.0,-16.0,-26.0,-11.0,-22.0,-17.0,-14.0,-30.0,-20.0,-14.0,-11.0,-9.0,-16.0,-5.0,-14.0,-6.0,-1.0,-13.0,-8.0,-5.0,-10.0,-4.0,-12.0,-18.0,0.0,0.0,-15.0,-1.0,-20.0,-13.0,-17.0,3.0,-23.0,7.0,-18.0,-19.0,11.0,-26.0,18.0,18.0,-13.0,-14.0,18.0,-8.0,-16.0,14.0,-6.0,18.0,14.0,-7.0,14.0,-3.0,12.0,12.0,-15.0,2948.88
108.0,6.0,16.0,-11.0,4.0,-4.0,-1.0,18.0,-1.0,17.0,1.0,3.0,19.0,-5.0,18.0,2.0,20.0,22.0,-3.0,31.0,10.0,25.0,10.0,18.0,6.0,8.0,19.0,5.0,9.0,7.0,26.0,13.0,8.0,10.0,6.0,8.0,6.0,5.0,10.0,8.0,5.0,2.0,12.0,-2.0,-6.0,13.0,-4.0,19.0,2.0,10.0,-13.0,14.0,-15.0,9.0,8.0,-17.0,7.0,-18.0,-27.0,1.0,9.0,-16.0,4.0,5.0,-30.0,0.0,-24.0,-25.0,8.0,-21.0,2.0,-17.0,-15.0,3.0,2948.89
11.0,16.0,15.0,-17.0,17.0,-25.0,-26.0,21.0,-34.0,8.0,-27.0,-30.0,-7.0,-25.0,6.0,-28.0,0.0,0.0,-16.0,-2.0,-10.0,-5.0,-7.0,-5.0,-1.0,-5.0,-1.0,5.0,8.0,9.0,5.0,14.0,6.0,17.0,12.0,7.0,17.0,-32.0,-5.0,-30.0,-5.0,-8.0,-31.0,-9.0,-9.0,-30.0,-9.0,-27.0,-31.0,-28.0,-9.0,-24.0,-9.0,-22.0,-17.0,-13.0,-16.0,-15.0,-14.0,-9.0,-9.0,-10.0,-4.0,5.0,-11.0,2.0,-12.0,-17.0,4.0,-13.0,5.0,-10.0,-13.0,12.0,2948.91
-98.0,9.0,-25.0,-70.0,-21.0,-58.0,-63.0,-8.0,-45.0,5.0,-63.0,-66.0,-10.0,-58.0,-27.0,-55.0,-15.0,-21.0,-31.0,-12.0,-20.0,-15.0,-18.0,-10.0,0.0,-7.0,-1.0,16.0,3.0,18.0,12.0,24.0,23.0,27.0,33.0,34.0,37.0,-43.0,50.0,-44.0,54.0,47.0,-42.0,46.0,45.0,-48.0,48.0,-50.0,-43.0,-50.0,23.0,-48.0,20.0,-46.0,-47.0,17.0,-38.0,0.0,4.0,-31.0,-27.0,-21.0,-38.0,-21.0,-32.0,-14.0,-29.0,-28.0,-12.0,-39.0,10.0,-37.0,-48.0,-18.0,2948.91
-66.0,11.0,-20.0,12.0,-23.0,10.0,10.0,-25.0,14.0,-22.0,5.0,15.0,-22.0,18.0,-20.0,12.0,-18.0,-11.0,14.0,-14.0,13.0,1.0,2.0,2.0,2.0,1.0,6.0,-5.0,0.0,-6.0,5.0,-12.0,5.0,-12.0,9.0,3.0,-15.0,27.0,14.0,23.0,12.0,13.0,21.0,17.0,14.0,22.0,17.0,20.0,19.0,18.0,16.0,12.0,13.0,12.0,12.0,16.0,6.0,10.0,20.0,4.0,5.0,16.0,1.0,-3.0,6.0,-12.0,10.0,4.0,-16.0,1.0,-16.0,5.0,2.0,-9.0,2948.92
-91.0,10.0,-4.0,3.0,-10.0,-4.0,-4.0,-7.0,-9.0,-11.0,-7.0,-6.0,-16.0,-14.0,-15.0,-6.0,-14.0,-18.0,-20.0,-24.0,-13.0,-24.0,-20.0,-20.0,-17.0,-16.0,-19.0,-20.0,-19.0,-22.0,-14.0,-20.0,-4.0,-23.0,-1.0,1.0,-12.0,-7.0,-10.0,-6.0,-13.0,-5.0,-11.0,-5.0,-7.0,-21.0,-5.0,-13.0,-13.0,-21.0,4.0,-24.0,-2.0,-21.0,-17.0,2.0,-20.0,13.0,12.0,-21.0,-26.0,9.0,-17.0,-20.0,17.0,-11.0,22.0,6.0,-15.0,10.0,-15.0,7.0,9.0,-9.0,2948.97
-71.0,11.0,-5.0,-14.0,-3.0,-10.0,-8.0,5.0,-18.0,14.0,-9.0,-10.0,18.0,-18.0,15.0,-15.0,19.0,18.0,-15.0,22.0,-24.0,20.0,-12.0,13.0,-9.0,-9.0,22.0,-5.0,3.0,-1.0,20.0,2.0,11.0,5.0,8.0,8.0,7.0,0.0,-13.0,2.0,-14.0,-5.0,3.0,-14.0,-12.0,3.0,-9.0,0.0,-13.0,0.0,-15.0,-5.0,-24.0,0.0,-18.0,-13.0,-12.0,-16.0,-21.0,-18.0,-26.0,-21.0,-16.0,-23.0,-14.0,-13.0,-5.0,-26.0,-15.0,-12.0,-6.0,-14.0,-5.0,-10.0,2948.97
94.0,5.0,-6.0,-14.0,-5.0,-14.0,-19.0,-9.0,-27.0,-13.0,-13.0,-20.0,-7.0,-18.0,-33.0,-8.0,-21.0,-23.0,-19.0,-24.0,-3.0,-12.0,5.0,-11.0,12.0,11.0,-11.0,3.0,-3.0,3.0,8.0,7.0,19.0,10.0,15.0,20.0,2.0,-25.0,27.0,-23.0,21.0,20.0,-22.0,26.0,21.0,-20.0,10.0,-21.0,-32.0,-26.0,12.0,-23.0,16.0,-18.0,-26.0,6.0,-26.0,2.0,3.0,-29.0,-17.0,-12.0,-30.0,-19.0,-2.0,-1.0,7.0,-12.0,-18.0,-5.0,-6.0,-15.0,-15.0,-12.0,2949.01
-91.0,10.0,-5.0,16.0,2.0,31.0,15.0,11.0,22.0,11.0,35.0,15.0,2.0,38.0,18.0,11.0,4.0,16.0,14.0,8.0,9.0,19.0,-2.0,7.0,3.0,-3.0,1.0,-7.0,-8.0,-6.0,2.0,-11.0,-5.0,-12.0,-11.0,-14.0,-13.0,18.0,-21.0,20.0,-28.0,-30.0,14.0,-26.0,-24.0,19.0,-20.0,19.0,15.0,25.0,-19.0,19.0,-21.0,29.0,28.0,-27.0,34.0,-11.0,-4.0,22.0,28.0,-5.0,19.0,24.0,8.0,10.0,3.0,10.0,9.0,17.0,-4.0,11.0,1.0,9.0,2949.02
-71.0,11.0,-11.0,-39.0,-32.0,-38.0,-55.0,-16.0,-55.0,1.0,-43.0,-45.0,-19.0,-32.0,-19.0,-38.0,-15.0,-20.0,-29.0,-29.0,-17.0,-9.0,-10.0,-16.0,-5.0,3.0,4.0,-1.0,19.0,7.0,20.0,23.0,11.0,21.0,29.0,28.0,16.0,-47.0,32.0,-41.0,27.0,25.0,-43.0,30.0,30.0,-37.0,29.0,-43.0,-34.0,-39.0,14.0,-35.0,-1.0,-43.0,-49.0,4.0,-26.0,7.0,-2.0,-44.0,-25.0,-20.0,-34.0,-19.0,-9.0,-17.0,-27.0,-13.0,-1.0,-30.0,-27.0,-15.0,-26.0,-12.0,2949.02
-108.0,9.0,-17.0,-9.0,-40.0,-3.0,-27.0,-36.0,-7.0,-59.0,-3.0,-9.0,-54.0,-3.0,-45.0,4.0,-44.0,-40.0,11.0,-31.0,18.0,-15.0,14.0,4.0,14.0,2.0,7.0,1.0,-3.0,-5.0,24.0,-4.0,31.0,-12.0,34.0,24.0,-19.0,12.0,45.0,17.0,46.0,46.0,11.0,51.0,36.0,1.0,53.0,-4.0,-3.0,4.0,49.0,-8.0,47.0,-6.0,-15.0,43.0,-24.0,37.0,37.0,-6.0,-20.0,32.0,-21.0,-26.0,15.0,-22.0,9.0,4.0,-24.0,-10.0,-31.0,-18.0,-20.0,-33.0,2949.03
-57.0,12.0,43.0,-13.0,41.0,15.0,11.0,52.0,-1.0,41.0,-14.0,-19.0,49.0,-13.0,28.0,-20.0,46.0,36.0,-22.0,12.0,-30.0,13.0,-2.0,-1.0,-10.0,1.0,-17.0,1.0,8.0,22.0,-24.0,17.0,-18.0,32.0,-21.0,-12.0,31.0,-33.0,-42.0,-28.0,-41.0,-47.0,-20.0,-48.0,-48.0,-29.0,-29.0,-22.0,-14.0,-14.0,-44.0,1.0,-38.0,-15.0,-5.0,-49.0,-8.0,-31.0,-44.0,1.0,7.0,-36.0,11.0,-2.0,-14.0,10.0,-22.0,-22.0,6.0,0.0,16.0,-20.0,6.0,36.0,2949.03
98.0,6.0,12.0,-11.0,5.0,-10.0,-7.0,10.0,-7.0,14.0,-6.0,-12.0,20.0,-4.0,19.0,-9.0,19.0,19.0,-12.0,17.0,-6.0,16.0,-14.0,21.0,-17.0,-9.0,19.0,-10.0,-11.0,2.0,14.0,-6.0,17.0,3.0,12.0,13.0,1.0,7.0,3.0,7.0,-3.0,-5.0,1.0,-5.0,-8.0,2.0,-5.0,6.0,5.0,-2.0,-12.0,1.0,-15.0,-1.0,0.0,-20.0,7.0,-19.0,-14.0,-7.0,-5.0,-21.0,-5.0,-9.0,-19.0,-14.0,-17.0,-23.0,-9.0,-15.0,-8.0,-14.0,-16.0,-3.0,2949.09
98.0,6.0,3.0,-9.0,7.0,-9.0,-3.0,12.0,3.0,11.0,-1.0,-3.0,17.0,2.0,21.0,0.0,14.0,24.0,8.0,17.0,0.0,29.0,-10.0,19.0,-2.0,-5.0,16.0,-4.0,-3.0,-5.0,16.0,9.0,14.0,8.0,6.0,9.0,20.0,-1.0,6.0,2.0,7.0,3.0,1.0,1.0,0.0,16.0,-1.0,7.0,21.0,12.0,-7.0,14.0,-5.0,15.0,14.0,-17.0,13.0,-13.0,-19.0,11.0,-6.0,-4.0,4.0,1.0,-20.0,2.0,-19.0,-19.0,1.0,-10.0,2.0,-13.0,-17.0,12.0,2949.09
