subcarrier_0,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_39,subcarrier_41,subcarrier_42,subcarrier_45,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_83,subcarrier_84,subcarrier_85,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_92,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_105,subcarrier_106,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_112,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_125,subcarrier_126,timestamp
98.0,6.0,-12.0,-2.0,-13.0,1.0,-2.0,-22.0,-10.0,-24.0,-3.0,-8.0,-22.0,-8.0,-22.0,-15.0,-29.0,-29.0,-1.0,-26.0,-2.0,-26.0,-1.0,-19.0,-4.0,-6.0,-22.0,-8.0,-7.0,-10.0,-18.0,-13.0,-12.0,-6.0,-4.0,-9.0,-16.0,-2.0,-6.0,-7.0,-5.0,-7.0,-8.0,2.0,0.0,-19.0,2.0,-12.0,-9.0,-9.0,8.0,-17.0,7.0,-17.0,-27.0,21.0,-18.0,4.0,25.0,-7.0,-14.0,16.0,-18.0,-17.0,2.0,-16.0,12.0,5.0,-4.0,14.0,-7.0,11.0,9.0,-7.0,2949.1
125.0,7.0,9.0,-3.0,6.0,13.0,11.0,3.0,9.0,13.0,8.0,6.0,6.0,9.0,11.0,11.0,14.0,15.0,7.0,18.0,8.0,15.0,9.0,18.0,12.0,14.0,14.0,15.0,18.0,16.0,11.0,18.0,-3.0,7.0,-2.0,-1.0,6.0,3.0,5.0,0.0,9.0,2.0,7.0,8.0,4.0,14.0,-1.0,14.0,17.0,13.0,-7.0,26.0,-6.0,17.0,24.0,-6.0,12.0,-7.0,-15.0,8.0,10.0,-14.0,9.0,17.0,-14.0,19.0,-9.0,-7.0,13.0,-16.0,8.0,-10.0,-5.0,10.0,2949.12
-111.0,9.0,7.0,7.0,7.0,8.0,12.0,-3.0,12.0,3.0,16.0,17.0,-1.0,19.0,3.0,21.0,-1.0,2.0,20.0,10.0,27.0,4.0,25.0,2.0,28.0,28.0,5.0,16.0,23.0,14.0,1.0,11.0,-9.0,16.0,-11.0,-13.0,8.0,-8.0,5.0,6.0,10.0,14.0,9.0,6.0,8.0,1.0,6.0,11.0,12.0,16.0,6.0,23.0,1.0,13.0,13.0,-4.0,23.0,1.0,7.0,20.0,23.0,-4.0,29.0,22.0,-12.0,18.0,0.0,-4.0,16.0,8.0,17.0,-8.0,2.0,1.0,2949.13
-51.0,12.0,6.0,-1.0,11.0,-8.0,5.0,20.0,-4.0,12.0,2.0,13.0,19.0,-2.0,22.0,6.0,28.0,27.0,0.0,20.0,3.0,30.0,-3.0,16.0,2.0,0.0,24.0,5.0,7.0,8.0,15.0,10.0,11.0,16.0,-1.0,-2.0,11.0,9.0,0.0,12.0,1.0,-7.0,7.0,1.0,-5.0,20.0,-7.0,10.0,9.0,13.0,-26.0,9.0,-18.0,8.0,9.0,-21.0,3.0,-26.0,-21.0,4.0,9.0,-19.0,10.0,1.0,-21.0,-1.0,-10.0,-24.0,-7.0,-20.0,-1.0,-23.0,-20.0,9.0,2949.13
-110.0,9.0,-4.0,-4.0,9.0,3.0,2.0,15.0,11.0,5.0,-5.0,-4.0,15.0,-14.0,20.0,-8.0,10.0,13.0,-5.0,6.0,-15.0,21.0,-20.0,22.0,-21.0,-9.0,11.0,-19.0,-10.0,-8.0,11.0,4.0,4.0,-8.0,14.0,12.0,4.0,-6.0,12.0,-2.0,8.0,3.0,2.0,1.0,6.0,12.0,9.0,6.0,2.0,13.0,-7.0,18.0,4.0,19.0,19.0,-8.0,21.0,-6.0,-3.0,19.0,16.0,-23.0,18.0,17.0,-16.0,9.0,-14.0,-6.0,10.0,-26.0,9.0,-17.0,-8.0,10.0,2949.14
-90.0,10.0,0.0,9.0,6.0,-1.0,-6.0,2.0,2.0,17.0,-7.0,-6.0,31.0,3.0,18.0,-4.0,9.0,26.0,-9.0,24.0,7.0,31.0,3.0,28.0,7.0,-10.0,16.0,19.0,11.0,16.0,8.0,10.0,-2.0,12.0,-5.0,-1.0,14.0,4.0,0.0,12.0,-12.0,-10.0,5.0,-12.0,-10.0,6.0,-16.0,2.0,-16.0,-11.0,-18.0,-12.0,-31.0,-6.0,-6.0,-22.0,-4.0,-16.0,-15.0,-16.0,-20.0,-21.0,-17.0,-8.0,-20.0,-10.0,-26.0,-15.0,-24.0,-31.0,-11.0,-6.0,-6.0,1.0,2949.14
98.0,6.0,-12.0,-11.0,-6.0,-16.0,-16.0,-4.0,-15.0,2.0,-24.0,-12.0,3.0,-18.0,-7.0,-22.0,-10.0,-8.0,-25.0,1.0,-29.0,-8.0,-25.0,-11.0,-17.0,-24.0,3.0,-21.0,-33.0,-20.0,4.0,-18.0,7.0,-10.0,5.0,7.0,-10.0,6.0,-6.0,6.0,-10.0,-8.0,1.0,-6.0,-11.0,-14.0,-15.0,-8.0,-17.0,-8.0,-19.0,-12.0,-16.0,-18.0,-21.0,-17.0,-26.0,-7.0,-8.0,-25.0,-22.0,0.0,-24.0,-17.0,-3.0,-24.0,-6.0,-7.0,-16.0,-2.0,-26.0,-5.0,-3.0,-2.0,2949.15
124.0,7.0,-7.0,9.0,1.0,17.0,12.0,-9.0,-1.0,-12.0,14.0,2.0,-5.0,15.0,-11.0,9.0,-7.0,-6.0,11.0,-9.0,25.0,-10.0,23.0,-12.0,23.0,28.0,-7.0,14.0,31.0,13.0,-17.0,21.0,-13.0,12.0,-13.0,-18.0,0.0,-7.0,-2.0,-8.0,-5.0,-6.0,-6.0,6.0,4.0,-4.0,6.0,-16.0,-15.0,-20.0,22.0,-6.0,17.0,-10.0,-11.0,25.0,-6.0,17.0,29.0,3.0,2.0,22.0,2.0,-3.0,11.0,12.0,16.0,27.0,0.0,19.0,1.0,19.0,13.0,-4.0,2949.16
-91.0,10.0,-7.0,-3.0,-4.0,-20.0,-10.0,8.0,-12.0,12.0,-15.0,-22.0,24.0,-20.0,14.0,-16.0,21.0,11.0,-18.0,10.0,-19.0,22.0,-23.0,13.0,-15.0,-15.0,8.0,-16.0,-13.0,-17.0,9.0,-6.0,6.0,3.0,12.0,0.0,1.0,1.0,-5.0,-4.0,-8.0,-23.0,-8.0,-11.0,-16.0,-4.0,-13.0,1.0,-3.0,-18.0,-10.0,-6.0,-14.0,-23.0,-17.0,-25.0,-18.0,-16.0,-23.0,-20.0,-27.0,-20.0,-12.0,-15.0,-9.0,-13.0,-7.0,-15.0,-13.0,-9.0,-21.0,-10.0,-10.0,-12.0,2949.16
-71.0,11.0,9.0,4.0,5.0,6.0,11.0,-7.0,1.0,-4.0,11.0,11.0,8.0,16.0,3.0,21.0,5.0,1.0,16.0,-7.0,23.0,3.0,20.0,-3.0,15.0,21.0,0.0,23.0,14.0,16.0,3.0,13.0,-1.0,5.0,-11.0,-8.0,4.0,-2.0,10.0,-1.0,9.0,4.0,3.0,7.0,8.0,3.0,8.0,12.0,19.0,19.0,7.0,25.0,0.0,24.0,21.0,2.0,28.0,4.0,-1.0,12.0,19.0,4.0,24.0,21.0,1.0,25.0,9.0,-1.0,13.0,-3.0,6.0,8.0,5.0,2.0,2949.17
120.0,23.0,-12.0,4.0,-2.0,3.0,8.0,-17.0,13.0,-23.0,8.0,2.0,-21.0,-1.0,-19.0,7.0,-12.0,-15.0,4.0,-22.0,14.0,-26.0,6.0,-9.0,18.0,8.0,-20.0,14.0,9.0,8.0,-18.0,1.0,-14.0,-1.0,-10.0,-17.0,-7.0,-13.0,-2.0,0.0,4.0,4.0,-6.0,3.0,10.0,-11.0,11.0,-4.0,-8.0,-1.0,23.0,-9.0,24.0,2.0,-12.0,24.0,4.0,15.0,30.0,9.0,13.0,14.0,10.0,11.0,14.0,21.0,23.0,1.0,-4.0,12.0,3.0,4.0,15.0,8.0,2949.17
-128.0,8.0,15.0,-8.0,3.0,-1.0,-1.0,7.0,7.0,12.0,1.0,-1.0,24.0,-3.0,17.0,5.0,23.0,13.0,-4.0,16.0,0.0,30.0,2.0,28.0,-3.0,7.0,23.0,7.0,6.0,5.0,16.0,8.0,7.0,12.0,8.0,2.0,13.0,11.0,3.0,13.0,-2.0,-1.0,10.0,-6.0,-4.0,12.0,-8.0,19.0,13.0,15.0,-12.0,14.0,-11.0,7.0,7.0,-16.0,12.0,-30.0,-19.0,11.0,13.0,-23.0,10.0,5.0,-24.0,-1.0,-26.0,-15.0,-2.0,-17.0,7.0,-9.0,-11.0,-1.0,2949.19
-98.0,9.0,-5.0,7.0,-2.0,8.0,12.0,-4.0,16.0,1.0,10.0,21.0,1.0,9.0,-11.0,8.0,-17.0,-13.0,22.0,-6.0,15.0,4.0,30.0,-10.0,15.0,13.0,-11.0,24.0,23.0,16.0,-15.0,10.0,-21.0,-1.0,-15.0,-9.0,1.0,3.0,6.0,1.0,13.0,1.0,12.0,10.0,8.0,1.0,14.0,20.0,20.0,19.0,7.0,17.0,0.0,32.0,19.0,7.0,16.0,-3.0,0.0,28.0,30.0,-3.0,26.0,28.0,-6.0,14.0,-3.0,-19.0,19.0,-7.0,16.0,-6.0,-5.0,11.0,2949.19
-98.0,9.0,5.0,-4.0,18.0,-15.0,5.0,17.0,-5.0,17.0,-6.0,-6.0,17.0,-7.0,29.0,-6.0,20.0,22.0,3.0,29.0,-11.0,15.0,-3.0,21.0,-3.0,3.0,10.0,-8.0,1.0,-6.0,16.0,2.0,18.0,9.0,16.0,15.0,11.0,14.0,-1.0,3.0,2.0,1.0,11.0,-10.0,-5.0,19.0,-8.0,9.0,12.0,5.0,-24.0,16.0,-26.0,21.0,9.0,-26.0,3.0,-16.0,-24.0,-8.0,3.0,-23.0,3.0,-5.0,-18.0,-5.0,-24.0,-23.0,-4.0,-22.0,-5.0,-19.0,-12.0,6.0,2949.2
-128.0,8.0,8.0,0.0,6.0,8.0,5.0,4.0,16.0,11.0,8.0,18.0,13.0,13.0,9.0,20.0,-1.0,0.0,21.0,6.0,21.0,-2.0,13.0,2.0,27.0,22.0,6.0,24.0,12.0,15.0,-5.0,9.0,-11.0,7.0,-14.0,-12.0,8.0,9.0,7.0,12.0,5.0,-3.0,20.0,-7.0,-8.0,10.0,1.0,16.0,22.0,19.0,-9.0,22.0,-12.0,17.0,16.0,-18.0,19.0,-11.0,-14.0,20.0,21.0,-8.0,14.0,18.0,-14.0,22.0,-15.0,-7.0,19.0,-16.0,18.0,-13.0,-6.0,10.0,2949.2
-128.0,8.0,5.0,26.0,-2.0,30.0,38.0,5.0,28.0,13.0,30.0,28.0,18.0,15.0,15.0,26.0,20.0,5.0,24.0,19.0,5.0,8.0,2.0,6.0,-23.0,0.0,4.0,-13.0,-14.0,-16.0,-11.0,-27.0,-22.0,-36.0,-23.0,-19.0,-30.0,1.0,-33.0,4.0,-31.0,-27.0,5.0,-22.0,-20.0,6.0,-12.0,18.0,10.0,19.0,-20.0,23.0,1.0,17.0,18.0,-9.0,16.0,-9.0,0.0,16.0,18.0,7.0,5.0,5.0,8.0,9.0,5.0,11.0,7.0,6.0,0.0,13.0,17.0,-3.0,2949.22
-98.0,9.0,-28.0,5.0,-32.0,4.0,8.0,-31.0,9.0,-32.0,5.0,15.0,-33.0,14.0,-26.0,13.0,-28.0,-23.0,10.0,-17.0,13.0,0.0,13.0,1.0,9.0,10.0,10.0,6.0,3.0,0.0,22.0,-1.0,32.0,-6.0,30.0,31.0,-7.0,26.0,-12.0,25.0,-10.0,-3.0,21.0,-5.0,2.0,26.0,2.0,24.0,20.0,19.0,10.0,18.0,8.0,16.0,9.0,15.0,12.0,17.0,16.0,3.0,0.0,16.0,3.0,-5.0,11.0,-14.0,6.0,6.0,-14.0,8.0,-15.0,6.0,6.0,-19.0,2949.22
-98.0,9.0,11.0,26.0,20.0,32.0,24.0,15.0,24.0,17.0,27.0,28.0,19.0,31.0,19.0,22.0,20.0,18.0,16.0,21.0,-2.0,12.0,-3.0,11.0,-6.0,-10.0,0.0,-14.0,-13.0,-19.0,-4.0,-25.0,-15.0,-27.0,-16.0,-17.0,-34.0,-16.0,-24.0,-22.0,-23.0,-22.0,-13.0,-26.0,-25.0,-5.0,-29.0,-9.0,-3.0,2.0,-19.0,12.0,-16.0,1.0,14.0,-14.0,12.0,-16.0,-13.0,12.0,10.0,-11.0,9.0,10.0,7.0,2.0,1.0,9.0,6.0,12.0,9.0,11.0,16.0,6.0,2949.23
-128.0,8.0,27.0,7.0,29.0,9.0,12.0,38.0,8.0,35.0,6.0,5.0,35.0,0.0,27.0,3.0,29.0,27.0,-1.0,22.0,-8.0,4.0,-9.0,5.0,-8.0,-16.0,-2.0,-12.0,-19.0,-13.0,-26.0,-10.0,-31.0,-14.0,-34.0,-36.0,-11.0,-27.0,-8.0,-33.0,-7.0,-11.0,-27.0,-12.0,-12.0,-25.0,-18.0,-14.0,-19.0,-17.0,-24.0,-13.0,-18.0,-14.0,-4.0,-23.0,2.0,-23.0,-18.0,-2.0,8.0,-20.0,3.0,15.0,-7.0,10.0,-5.0,0.0,15.0,3.0,17.0,0.0,6.0,21.0,2949.23
-14.0,15.0,-15.0,-7.0,-13.0,-6.0,-10.0,-1.0,-19.0,1.0,-18.0,-19.0,-5.0,-22.0,-5.0,-14.0,3.0,-1.0,-18.0,5.0,-22.0,-3.0,-27.0,-4.0,-15.0,-21.0,-1.0,-19.0,-20.0,-21.0,8.0,-11.0,9.0,-10.0,12.0,10.0,-9.0,7.0,-6.0,9.0,-6.0,-17.0,-9.0,-23.0,-25.0,-6.0,-17.0,-6.0,-12.0,-16.0,-16.0,-15.0,-11.0,-13.0,-17.0,-15.0,-13.0,-11.0,-17.0,-23.0,-20.0,-15.0,-20.0,-21.0,-9.0,-16.0,-11.0,-13.0,-18.0,-1.0,-11.0,-8.0,-7.0,-15.0,2949.28
98.0,6.0,2.0,9.0,9.0,6.0,5.0,10.0,15.0,8.0,9.0,-1.0,2.0,10.0,16.0,7.0,6.0,15.0,7.0,24.0,5.0,19.0,13.0,24.0,14.0,15.0,16.0,13.0,13.0,17.0,5.0,11.0,4.0,12.0,0.0,-4.0,6.0,0.0,9.0,7.0,11.0,6.0,11.0,9.0,7.0,13.0,3.0,11.0,21.0,21.0,-2.0,25.0,2.0,22.0,24.0,-5.0,25.0,-3.0,-13.0,25.0,18.0,-11.0,26.0,23.0,-10.0,17.0,-10.0,-6.0,15.0,-15.0,22.0,-10.0,-5.0,17.0,2949.29
-14.0,15.0,-11.0,19.0,-22.0,27.0,18.0,-20.0,31.0,-7.0,24.0,24.0,-22.0,22.0,-14.0,20.0,-2.0,0.0,13.0,-3.0,6.0,6.0,6.0,3.0,-1.0,-2.0,7.0,-9.0,-17.0,-17.0,10.0,-26.0,7.0,-24.0,8.0,6.0,-30.0,25.0,1.0,26.0,-1.0,4.0,27.0,0.0,6.0,19.0,5.0,19.0,17.0,15.0,11.0,14.0,6.0,17.0,7.0,16.0,7.0,12.0,17.0,1.0,-3.0,19.0,-5.0,-4.0,8.0,-8.0,9.0,21.0,-14.0,11.0,-22.0,22.0,6.0,-16.0,2949.32
-5.0,15.0,12.0,7.0,9.0,7.0,14.0,3.0,14.0,3.0,16.0,17.0,9.0,18.0,4.0,20.0,5.0,-2.0,22.0,10.0,19.0,12.0,19.0,2.0,18.0,20.0,-3.0,17.0,20.0,12.0,-3.0,12.0,-4.0,10.0,-12.0,-12.0,6.0,3.0,13.0,3.0,10.0,11.0,3.0,11.0,13.0,12.0,7.0,14.0,19.0,17.0,1.0,25.0,6.0,18.0,13.0,5.0,23.0,7.0,4.0,30.0,29.0,2.0,21.0,26.0,-8.0,22.0,8.0,-4.0,21.0,-3.0,26.0,-2.0,-3.0,13.0,2949.35
-98.0,9.0,-3.0,2.0,-8.0,5.0,-5.0,-13.0,2.0,-13.0,-1.0,-3.0,-15.0,-2.0,-22.0,4.0,-13.0,-28.0,1.0,-23.0,-6.0,-22.0,-7.0,-20.0,-6.0,-7.0,-20.0,-7.0,-10.0,-12.0,-10.0,-15.0,-9.0,-14.0,-3.0,-2.0,-16.0,-10.0,-2.0,-8.0,1.0,1.0,-13.0,1.0,6.0,-14.0,6.0,-21.0,-22.0,-21.0,14.0,-13.0,17.0,-11.0,-10.0,25.0,-17.0,19.0,22.0,-12.0,-13.0,20.0,-13.0,-7.0,27.0,-2.0,22.0,26.0,-4.0,20.0,-7.0,17.0,16.0,-11.0,2949.35
-116.0,8.0,1.0,-5.0,1.0,-6.0,-9.0,17.0,-1.0,11.0,-5.0,0.0,14.0,-2.0,17.0,-9.0,13.0,13.0,-16.0,19.0,-19.0,18.0,-16.0,13.0,-9.0,-12.0,26.0,-22.0,-12.0,-4.0,19.0,-3.0,13.0,3.0,11.0,11.0,7.0,11.0,-1.0,12.0,5.0,1.0,5.0,-12.0,-11.0,8.0,-8.0,7.0,14.0,10.0,-14.0,0.0,-28.0,7.0,13.0,-18.0,4.0,-20.0,-29.0,-5.0,-9.0,-29.0,2.0,-3.0,-19.0,-2.0,-15.0,-30.0,-4.0,-25.0,-5.0,-11.0,-20.0,1.0,2949.37
98.0,6.0,14.0,0.0,17.0,2.0,-2.0,19.0,10.0,5.0,0.0,4.0,11.0,10.0,25.0,4.0,20.0,16.0,1.0,14.0,4.0,25.0,10.0,25.0,8.0,4.0,18.0,7.0,2.0,17.0,13.0,15.0,4.0,11.0,6.0,3.0,13.0,3.0,11.0,4.0,1.0,5.0,16.0,8.0,1.0,16.0,6.0,21.0,18.0,14.0,0.0,19.0,-14.0,25.0,17.0,-17.0,26.0,-20.0,-15.0,21.0,20.0,-23.0,19.0,20.0,-14.0,20.0,-31.0,-18.0,11.0,-21.0,15.0,-10.0,-16.0,14.0,2949.37
120.0,7.0,-8.0,-5.0,-12.0,-5.0,-2.0,-15.0,-6.0,-7.0,-18.0,-15.0,1.0,-18.0,-7.0,-14.0,-1.0,-15.0,-19.0,-12.0,-22.0,-14.0,-17.0,-5.0,-20.0,-16.0,-5.0,-18.0,-16.0,-17.0,-4.0,-11.0,3.0,-10.0,12.0,2.0,-11.0,-7.0,-10.0,-9.0,-12.0,-8.0,-10.0,-5.0,1.0,-21.0,1.0,-21.0,-23.0,-23.0,4.0,-34.0,2.0,-24.0,-22.0,18.0,-15.0,8.0,18.0,-18.0,-27.0,19.0,-21.0,-26.0,7.0,-17.0,12.0,12.0,-14.0,10.0,-11.0,9.0,16.0,-16.0,2949.38
-116.0,8.0,-4.0,0.0,-6.0,-4.0,2.0,-10.0,-5.0,-13.0,-6.0,-15.0,-18.0,-5.0,-16.0,-14.0,-12.0,-17.0,-12.0,-15.0,-19.0,-19.0,-9.0,-19.0,-19.0,-18.0,-19.0,-17.0,-15.0,-18.0,-7.0,-24.0,4.0,-11.0,5.0,1.0,-13.0,-2.0,-11.0,0.0,-12.0,-10.0,-14.0,-12.0,-11.0,-19.0,-7.0,-20.0,-22.0,-19.0,-4.0,-22.0,0.0,-23.0,-23.0,3.0,-27.0,0.0,2.0,-26.0,-20.0,-5.0,-16.0,-28.0,15.0,-19.0,19.0,7.0,-17.0,15.0,-14.0,12.0,9.0,-11.0,2949.38
120.0,7.0,-16.0,4.0,3.0,0.0,2.0,-10.0,2.0,-13.0,-2.0,-7.0,-18.0,-2.0,-16.0,1.0,-17.0,-26.0,-1.0,-23.0,-3.0,-18.0,-2.0,-22.0,-9.0,2.0,-22.0,-7.0,-6.0,-12.0,-15.0,-7.0,-2.0,-15.0,-5.0,0.0,-10.0,-7.0,2.0,-13.0,10.0,13.0,-3.0,12.0,14.0,-8.0,18.0,-8.0,-7.0,-7.0,23.0,-2.0,22.0,-5.0,-1.0,27.0,-3.0,24.0,31.0,5.0,2.0,23.0,1.0,5.0,15.0,3.0,16.0,20.0,5.0,21.0,9.0,14.0,16.0,-5.0,2949.39
-116.0,8.0,2.0,-3.0,0.0,-6.0,-12.0,-3.0,-13.0,1.0,-19.0,-15.0,8.0,-18.0,16.0,-28.0,13.0,14.0,-23.0,10.0,-22.0,15.0,-20.0,3.0,-19.0,-22.0,16.0,-13.0,-14.0,-15.0,9.0,-17.0,21.0,-7.0,12.0,13.0,1.0,4.0,-4.0,11.0,-16.0,-11.0,-1.0,-13.0,-12.0,-5.0,-17.0,0.0,-12.0,-14.0,-22.0,-20.0,-15.0,-15.0,-26.0,-22.0,-13.0,-17.0,-13.0,-16.0,-23.0,-17.0,-14.0,-22.0,-4.0,-20.0,-14.0,-8.0,-23.0,-8.0,-16.0,-3.0,-9.0,-1.0,2949.39
120.0,7.0,8.0,-4.0,7.0,-1.0,3.0,6.0,5.0,20.0,7.0,-1.0,13.0,9.0,17.0,4.0,21.0,13.0,13.0,24.0,7.0,24.0,17.0,32.0,14.0,15.0,17.0,15.0,13.0,17.0,5.0,24.0,0.0,9.0,2.0,0.0,13.0,8.0,-4.0,7.0,6.0,-3.0,16.0,-10.0,-6.0,9.0,-2.0,14.0,13.0,19.0,-9.0,15.0,-13.0,8.0,25.0,-23.0,10.0,-20.0,-21.0,11.0,7.0,-17.0,15.0,9.0,-32.0,7.0,-23.0,-23.0,8.0,-26.0,3.0,-14.0,-16.0,9.0,2949.4
-116.0,8.0,2.0,3.0,-2.0,0.0,9.0,-9.0,2.0,-9.0,1.0,-6.0,-12.0,6.0,-18.0,-8.0,-26.0,-21.0,4.0,-17.0,-3.0,-29.0,-3.0,-30.0,-8.0,-3.0,-30.0,-8.0,-6.0,-8.0,-14.0,-22.0,-7.0,-18.0,0.0,0.0,-6.0,7.0,2.0,-2.0,5.0,19.0,5.0,13.0,10.0,9.0,8.0,7.0,16.0,19.0,18.0,17.0,6.0,12.0,31.0,22.0,27.0,16.0,15.0,23.0,13.0,19.0,28.0,17.0,8.0,18.0,1.0,13.0,-1.0,4.0,8.0,19.0,11.0,4.0,2949.41
-25.0,30.0,-13.0,9.0,-11.0,0.0,-3.0,-11.0,-2.0,-16.0,-7.0,-1.0,-21.0,6.0,-20.0,-3.0,-15.0,-20.0,12.0,-21.0,2.0,-23.0,-2.0,-19.0,-1.0,1.0,-18.0,-2.0,-6.0,-9.0,-19.0,-5.0,-7.0,-7.0,-5.0,-7.0,-11.0,-10.0,-1.0,-11.0,2.0,1.0,-10.0,3.0,5.0,-5.0,3.0,-10.0,-11.0,-5.0,15.0,-10.0,18.0,1.0,-8.0,21.0,-2.0,20.0,26.0,-1.0,1.0,27.0,2.0,2.0,20.0,8.0,25.0,21.0,3.0,12.0,0.0,20.0,15.0,1.0,2949.41
-5.0,31.0,-9.0,6.0,-5.0,9.0,7.0,-11.0,9.0,-22.0,11.0,4.0,-18.0,7.0,-13.0,11.0,-17.0,-16.0,9.0,-14.0,9.0,-13.0,14.0,-18.0,3.0,12.0,-15.0,8.0,3.0,10.0,-17.0,-3.0,-12.0,-5.0,-14.0,-13.0,-7.0,-7.0,2.0,-5.0,-2.0,1.0,-13.0,4.0,8.0,-6.0,15.0,-7.0,-10.0,-6.0,12.0,-3.0,18.0,0.0,4.0,28.0,1.0,15.0,25.0,6.0,6.0,19.0,4.0,4.0,16.0,15.0,13.0,25.0,9.0,14.0,11.0,15.0,14.0,-3.0,2949.42
108.0,6.0,-2.0,-14.0,-13.0,-3.0,-9.0,-3.0,-16.0,7.0,-16.0,-9.0,-7.0,-22.0,-7.0,-10.0,-6.0,-10.0,-20.0,-10.0,-25.0,-6.0,-23.0,-9.0,-27.0,-25.0,-3.0,-21.0,-14.0,-19.0,-1.0,-20.0,-1.0,-7.0,11.0,11.0,-4.0,0.0,-12.0,-3.0,-7.0,-10.0,-9.0,-18.0,-20.0,-15.0,-17.0,-17.0,-12.0,-17.0,-7.0,-19.0,-15.0,-22.0,-25.0,-3.0,-20.0,-9.0,-8.0,-24.0,-25.0,-1.0,-28.0,-25.0,-10.0,-15.0,0.0,-6.0,-11.0,7.0,-22.0,1.0,-10.0,-15.0,2949.42
-5.0,15.0,-3.0,24.0,-18.0,17.0,30.0,-17.0,27.0,-15.0,22.0,28.0,-12.0,19.0,-12.0,23.0,-6.0,-1.0,18.0,-8.0,7.0,8.0,12.0,2.0,3.0,-4.0,-5.0,-5.0,-13.0,-14.0,-10.0,-18.0,-17.0,-18.0,-17.0,-18.0,-20.0,11.0,26.0,8.0,25.0,22.0,16.0,23.0,22.0,12.0,24.0,7.0,10.0,14.0,13.0,7.0,20.0,6.0,-3.0,17.0,-1.0,17.0,16.0,-5.0,-4.0,17.0,-1.0,-8.0,19.0,-9.0,23.0,19.0,-6.0,24.0,-11.0,24.0,14.0,-7.0,2949.43
-98.0,9.0,40.0,27.0,54.0,28.0,32.0,25.0,38.0,50.0,22.0,28.0,46.0,27.0,34.0,23.0,38.0,28.0,3.0,25.0,4.0,9.0,3.0,6.0,5.0,9.0,-10.0,6.0,14.0,19.0,-27.0,21.0,-35.0,21.0,-42.0,-37.0,32.0,49.0,-3.0,46.0,-1.0,-5.0,46.0,-3.0,-5.0,39.0,-11.0,45.0,48.0,29.0,0.0,32.0,-7.0,35.0,30.0,8.0,40.0,11.0,15.0,36.0,29.0,11.0,33.0,33.0,18.0,9.0,37.0,10.0,22.0,17.0,18.0,37.0,37.0,38.0,2949.43
80.0,5.0,34.0,-42.0,33.0,-37.0,-38.0,40.0,-24.0,19.0,-40.0,-42.0,20.0,-58.0,20.0,-27.0,7.0,12.0,-24.0,11.0,-25.0,3.0,-11.0,0.0,2.0,1.0,7.0,11.0,21.0,27.0,14.0,28.0,24.0,37.0,31.0,28.0,33.0,3.0,-50.0,-1.0,-47.0,-49.0,-5.0,-51.0,-44.0,-5.0,-44.0,3.0,-2.0,-5.0,-35.0,2.0,-37.0,7.0,6.0,-41.0,9.0,-34.0,-37.0,5.0,21.0,-33.0,27.0,12.0,-25.0,27.0,-36.0,-23.0,28.0,-28.0,27.0,-34.0,-38.0,32.0,2949.44
-6.0,15.0,2.0,-53.0,-14.0,-38.0,-47.0,-11.0,-57.0,-26.0,-48.0,-49.0,-33.0,-46.0,-10.0,-37.0,-22.0,-15.0,-26.0,-13.0,-10.0,-10.0,-12.0,3.0,-7.0,12.0,12.0,3.0,7.0,8.0,27.0,14.0,42.0,-9.0,41.0,48.0,-11.0,-15.0,-46.0,-19.0,-50.0,-41.0,-34.0,-39.0,-38.0,-21.0,-39.0,-22.0,-26.0,-24.0,-29.0,-28.0,-18.0,-15.0,-22.0,-28.0,-9.0,-37.0,-25.0,-8.0,8.0,-38.0,-3.0,-2.0,-40.0,0.0,-22.0,-32.0,-7.0,-35.0,-17.0,-43.0,-47.0,6.0,2949.44
-116.0,8.0,39.0,16.0,56.0,30.0,40.0,42.0,36.0,47.0,7.0,6.0,25.0,18.0,44.0,7.0,34.0,29.0,-1.0,14.0,2.0,9.0,1.0,-3.0,-1.0,3.0,-5.0,16.0,20.0,18.0,-9.0,29.0,-23.0,30.0,-20.0,-26.0,34.0,46.0,6.0,51.0,12.0,-2.0,50.0,-9.0,-10.0,47.0,-5.0,39.0,40.0,41.0,-11.0,24.0,0.0,42.0,35.0,0.0,23.0,8.0,13.0,29.0,33.0,8.0,38.0,33.0,21.0,18.0,17.0,20.0,18.0,-8.0,18.0,30.0,16.0,30.0,2949.45
