subcarrier_0,subcarrier_4,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_24,subcarrier_27,subcarrier_28,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_53,subcarrier_76,subcarrier_79,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_98,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_110,subcarrier_113,subcarrier_115,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_125,subcarrier_127,timestamp
94.0,11.0,18.0,-17.0,25.0,-20.0,8.0,-13.0,18.0,-12.0,15.0,-19.0,17.0,-9.0,14.0,-15.0,8.0,7.0,-15.0,0.0,6.0,-13.0,-3.0,-8.0,2.0,-12.0,0.0,-6.0,-3.0,-7.0,5.0,-2.0,-7.0,-7.0,-9.0,-3.0,-6.0,-2.0,-3.0,4.0,2.0,-10.0,-8.0,-3.0,-11.0,-5.0,-4.0,-8.0,-5.0,-10.0,-13.0,-7.0,-7.0,-9.0,-12.0,-13.0,-5.0,-2.0,-10.0,-10.0,-7.0,-14.0,-3.0,-7.0,-12.0,-16.0,-17.0,5.0,5.0,-12.0,-16.0,-5.0,3348.22
94.0,20.0,20.0,-15.0,20.0,-17.0,19.0,-8.0,27.0,-18.0,23.0,-7.0,25.0,-7.0,12.0,-8.0,7.0,12.0,-15.0,8.0,1.0,-12.0,5.0,-10.0,-4.0,-7.0,2.0,-16.0,-3.0,-12.0,-3.0,-16.0,-12.0,0.0,-12.0,0.0,-6.0,-5.0,-6.0,-2.0,6.0,-3.0,-4.0,6.0,-5.0,-5.0,-3.0,-4.0,3.0,0.0,-6.0,-6.0,-3.0,-7.0,-14.0,5.0,0.0,-23.0,1.0,-12.0,-2.0,-12.0,4.0,6.0,-4.0,-8.0,-7.0,0.0,18.0,-7.0,-14.0,-18.0,3348.22
-125.0,18.0,10.0,-5.0,18.0,0.0,4.0,-6.0,15.0,-1.0,26.0,-5.0,19.0,2.0,1.0,0.0,21.0,14.0,-3.0,26.0,19.0,7.0,16.0,0.0,16.0,7.0,12.0,7.0,19.0,-2.0,10.0,17.0,17.0,5.0,23.0,2.0,15.0,-5.0,15.0,14.0,7.0,8.0,-1.0,11.0,10.0,0.0,20.0,3.0,17.0,3.0,3.0,15.0,-2.0,21.0,3.0,28.0,13.0,-6.0,15.0,-18.0,20.0,-9.0,14.0,10.0,-18.0,-22.0,-19.0,8.0,13.0,-15.0,-4.0,-11.0,3348.23
-125.0,16.0,18.0,22.0,11.0,22.0,9.0,13.0,5.0,22.0,9.0,6.0,13.0,12.0,15.0,12.0,19.0,7.0,13.0,10.0,11.0,0.0,9.0,-2.0,19.0,-1.0,16.0,-2.0,15.0,0.0,14.0,0.0,1.0,2.0,0.0,2.0,5.0,1.0,-3.0,-3.0,13.0,6.0,2.0,2.0,1.0,-2.0,8.0,3.0,14.0,-2.0,-4.0,16.0,3.0,13.0,-12.0,14.0,16.0,-2.0,14.0,-7.0,15.0,-1.0,11.0,5.0,-1.0,3.0,-2.0,3.0,8.0,-6.0,3.0,3.0,3348.23
-105.0,-15.0,-17.0,-13.0,-12.0,-26.0,-19.0,-4.0,-20.0,-20.0,-27.0,-9.0,-15.0,-10.0,-9.0,-8.0,-6.0,-4.0,-17.0,-8.0,-12.0,-4.0,-23.0,-4.0,-1.0,-6.0,-13.0,7.0,-17.0,-8.0,-10.0,1.0,4.0,-9.0,-2.0,-4.0,0.0,1.0,0.0,-8.0,-6.0,-1.0,2.0,-5.0,-1.0,0.0,-1.0,6.0,-13.0,-5.0,11.0,8.0,7.0,-5.0,14.0,0.0,-4.0,14.0,-2.0,12.0,-2.0,3.0,-9.0,-4.0,5.0,10.0,3.0,-3.0,-14.0,5.0,-3.0,-9.0,3348.24
98.0,7.0,14.0,16.0,4.0,19.0,-1.0,16.0,-6.0,10.0,1.0,21.0,-12.0,8.0,-2.0,29.0,-15.0,-4.0,16.0,1.0,8.0,13.0,-5.0,19.0,-16.0,15.0,-10.0,16.0,-11.0,25.0,-6.0,13.0,22.0,-15.0,17.0,-25.0,13.0,-16.0,10.0,7.0,-14.0,-10.0,-13.0,-10.0,-7.0,10.0,-18.0,8.0,-26.0,3.0,16.0,-17.0,17.0,-25.0,15.0,-16.0,-3.0,12.0,2.0,23.0,4.0,17.0,15.0,7.0,25.0,15.0,14.0,-2.0,5.0,27.0,24.0,6.0,3348.24
94.0,-17.0,-13.0,-19.0,-12.0,-22.0,-15.0,-13.0,-20.0,-9.0,-15.0,-15.0,-20.0,-23.0,-18.0,-8.0,-17.0,-14.0,-15.0,-13.0,-13.0,-19.0,-15.0,-6.0,-11.0,-5.0,-19.0,2.0,-8.0,-4.0,-7.0,1.0,0.0,-9.0,2.0,-11.0,2.0,-6.0,0.0,-5.0,-9.0,-4.0,-3.0,-6.0,-6.0,3.0,-12.0,6.0,-6.0,6.0,4.0,-8.0,10.0,-5.0,6.0,-18.0,-15.0,5.0,-12.0,8.0,-9.0,8.0,-13.0,-17.0,-4.0,-7.0,-7.0,-3.0,-14.0,-5.0,-12.0,-9.0,3348.25
-98.0,12.0,12.0,-4.0,6.0,-6.0,17.0,-2.0,15.0,-12.0,15.0,-7.0,11.0,-11.0,17.0,-9.0,17.0,22.0,-10.0,8.0,19.0,-19.0,22.0,-4.0,18.0,-6.0,14.0,2.0,20.0,-5.0,24.0,-2.0,-1.0,22.0,-1.0,20.0,9.0,15.0,3.0,2.0,-18.0,8.0,9.0,-1.0,9.0,17.0,-5.0,22.0,-4.0,18.0,8.0,11.0,10.0,23.0,23.0,13.0,5.0,9.0,23.0,0.0,20.0,-4.0,20.0,15.0,-12.0,-14.0,-12.0,22.0,17.0,-10.0,-11.0,-19.0,3348.26
-98.0,4.0,14.0,-4.0,8.0,-18.0,11.0,-15.0,20.0,-13.0,19.0,-13.0,9.0,-11.0,12.0,-12.0,9.0,9.0,-12.0,1.0,5.0,-17.0,-3.0,-17.0,-1.0,-21.0,5.0,-16.0,-8.0,-11.0,-1.0,-4.0,-2.0,-1.0,-10.0,-2.0,-3.0,-2.0,-2.0,-6.0,5.0,-13.0,-5.0,0.0,-3.0,-5.0,-9.0,-7.0,-5.0,-4.0,-4.0,-6.0,-4.0,-9.0,-2.0,-19.0,-12.0,-8.0,-8.0,-3.0,-12.0,-16.0,-4.0,0.0,-12.0,-12.0,-19.0,-1.0,9.0,-10.0,-11.0,-11.0,3348.26
86.0,-12.0,-21.0,-2.0,-26.0,2.0,-21.0,-5.0,-18.0,-9.0,-24.0,3.0,-22.0,2.0,-19.0,-9.0,-16.0,-19.0,10.0,-13.0,-15.0,8.0,-11.0,8.0,-4.0,14.0,-12.0,12.0,-11.0,5.0,-11.0,10.0,7.0,-6.0,9.0,-1.0,5.0,-4.0,5.0,0.0,-9.0,-4.0,3.0,-8.0,0.0,0.0,-2.0,10.0,-5.0,3.0,1.0,-4.0,10.0,-9.0,11.0,-5.0,2.0,12.0,-13.0,16.0,-7.0,3.0,-7.0,-11.0,8.0,4.0,-2.0,-10.0,-24.0,4.0,-8.0,-6.0,3348.27
-34.0,-19.0,-19.0,-12.0,-20.0,-15.0,-18.0,-14.0,-14.0,-13.0,-12.0,-7.0,-14.0,-11.0,-18.0,-11.0,-12.0,-15.0,0.0,-15.0,-8.0,-4.0,-11.0,-3.0,-13.0,-5.0,-10.0,4.0,-6.0,-3.0,-10.0,-1.0,1.0,-6.0,-1.0,-6.0,2.0,1.0,6.0,-3.0,-15.0,3.0,-1.0,-6.0,8.0,-2.0,-4.0,6.0,-3.0,5.0,8.0,-7.0,10.0,-11.0,8.0,-6.0,-10.0,12.0,-9.0,10.0,-14.0,10.0,-15.0,-8.0,6.0,4.0,2.0,-9.0,-12.0,-5.0,-4.0,-4.0,3348.28
-93.0,7.0,14.0,5.0,5.0,12.0,27.0,13.0,10.0,0.0,12.0,6.0,8.0,13.0,23.0,3.0,22.0,12.0,16.0,20.0,20.0,15.0,20.0,13.0,13.0,18.0,16.0,16.0,7.0,11.0,13.0,16.0,14.0,8.0,12.0,10.0,9.0,10.0,9.0,7.0,-10.0,-3.0,-6.0,-7.0,-7.0,-11.0,-9.0,-14.0,-12.0,-17.0,-21.0,-11.0,-17.0,-13.0,-22.0,-13.0,-16.0,-25.0,-15.0,-23.0,-15.0,-23.0,-15.0,-25.0,-18.0,-12.0,-8.0,-14.0,-22.0,0.0,-4.0,1.0,3348.29
-98.0,-9.0,7.0,-25.0,13.0,-47.0,17.0,-36.0,26.0,-35.0,-9.0,-51.0,-21.0,-38.0,-14.0,-30.0,-9.0,-17.0,-69.0,-8.0,3.0,-65.0,4.0,-56.0,11.0,-54.0,18.0,-46.0,16.0,-38.0,13.0,-35.0,-37.0,13.0,-37.0,6.0,-31.0,3.0,-25.0,-28.0,15.0,20.0,19.0,-7.0,28.0,34.0,-15.0,35.0,-14.0,42.0,32.0,-22.0,50.0,-23.0,47.0,-26.0,-24.0,58.0,-15.0,61.0,-21.0,63.0,-20.0,-11.0,46.0,30.0,22.0,-1.0,13.0,42.0,33.0,19.0,3348.29
-98.0,-6.0,16.0,-18.0,-19.0,-3.0,-28.0,6.0,-31.0,0.0,-27.0,-3.0,-46.0,-15.0,-63.0,-18.0,-63.0,-38.0,2.0,-37.0,-54.0,-25.0,-56.0,-21.0,-41.0,-36.0,-32.0,-31.0,-37.0,-28.0,-29.0,-25.0,-31.0,-24.0,-27.0,-20.0,-24.0,-18.0,-26.0,-16.0,9.0,-4.0,-3.0,31.0,-2.0,1.0,35.0,15.0,33.0,3.0,15.0,40.0,21.0,52.0,14.0,59.0,55.0,17.0,52.0,17.0,56.0,11.0,63.0,35.0,9.0,-1.0,0.0,26.0,19.0,4.0,-27.0,3.0,3348.3
86.0,-14.0,-13.0,8.0,-8.0,12.0,-7.0,19.0,-9.0,14.0,-13.0,9.0,-8.0,14.0,-20.0,20.0,-18.0,-23.0,9.0,-12.0,-21.0,15.0,-18.0,0.0,-9.0,10.0,-24.0,13.0,-21.0,2.0,-20.0,6.0,7.0,-11.0,-3.0,-19.0,4.0,-19.0,2.0,11.0,5.0,-6.0,-9.0,11.0,-8.0,-5.0,9.0,-4.0,6.0,-11.0,-4.0,20.0,-10.0,21.0,-3.0,21.0,26.0,-11.0,24.0,-15.0,21.0,-8.0,18.0,15.0,-14.0,-3.0,-6.0,11.0,10.0,-15.0,-8.0,-13.0,3348.3
108.0,2.0,4.0,17.0,0.0,15.0,22.0,15.0,10.0,19.0,20.0,13.0,18.0,9.0,17.0,14.0,17.0,17.0,16.0,11.0,13.0,14.0,17.0,11.0,9.0,14.0,16.0,15.0,14.0,14.0,16.0,8.0,6.0,10.0,6.0,10.0,12.0,4.0,-5.0,9.0,5.0,-5.0,-3.0,11.0,2.0,-7.0,15.0,1.0,6.0,1.0,-14.0,27.0,-18.0,20.0,-9.0,20.0,13.0,-15.0,13.0,-12.0,9.0,-18.0,14.0,7.0,-22.0,-26.0,-16.0,4.0,-4.0,-1.0,-1.0,-7.0,3348.31
-127.0,-11.0,13.0,11.0,16.0,52.0,41.0,34.0,20.0,14.0,37.0,5.0,38.0,23.0,43.0,34.0,14.0,61.0,40.0,50.0,38.0,38.0,30.0,54.0,25.0,48.0,25.0,37.0,6.0,38.0,4.0,27.0,35.0,12.0,29.0,14.0,32.0,10.0,18.0,11.0,-24.0,-16.0,-21.0,-8.0,-31.0,-27.0,-5.0,-39.0,-6.0,-47.0,-40.0,-12.0,-55.0,-13.0,-49.0,-4.0,-18.0,-64.0,-12.0,-72.0,-15.0,-62.0,-3.0,-29.0,-32.0,-26.0,-46.0,-31.0,-19.0,-19.0,13.0,-3.0,3348.32
-107.0,-4.0,-7.0,17.0,-19.0,23.0,-19.0,48.0,-25.0,48.0,-34.0,35.0,-23.0,32.0,-30.0,33.0,-38.0,-17.0,36.0,-39.0,-25.0,41.0,-33.0,30.0,-32.0,37.0,-36.0,28.0,-37.0,15.0,-39.0,24.0,23.0,-27.0,22.0,-24.0,18.0,-15.0,15.0,20.0,1.0,-22.0,-17.0,19.0,-16.0,-10.0,31.0,-19.0,27.0,-20.0,-13.0,45.0,-19.0,56.0,-13.0,56.0,57.0,-24.0,59.0,-25.0,49.0,-13.0,50.0,50.0,-30.0,-31.0,-29.0,9.0,-5.0,-14.0,1.0,-20.0,3348.32
-34.0,-12.0,-5.0,-14.0,-8.0,-26.0,-8.0,-35.0,-12.0,-51.0,-12.0,-12.0,4.0,-53.0,11.0,-46.0,-1.0,0.0,-55.0,11.0,8.0,-53.0,4.0,-62.0,16.0,-51.0,17.0,-44.0,24.0,-41.0,17.0,-36.0,-39.0,15.0,-22.0,14.0,-26.0,6.0,-22.0,-20.0,12.0,17.0,20.0,-9.0,26.0,28.0,-20.0,25.0,-15.0,36.0,45.0,-31.0,41.0,-31.0,42.0,-36.0,-31.0,51.0,-32.0,56.0,-35.0,57.0,-35.0,-12.0,56.0,31.0,38.0,17.0,-12.0,22.0,-15.0,-2.0,3348.33
-98.0,31.0,14.0,-38.0,27.0,-48.0,30.0,-42.0,34.0,-30.0,42.0,-58.0,13.0,-40.0,28.0,-41.0,50.0,34.0,-28.0,36.0,46.0,-34.0,33.0,-17.0,40.0,-18.0,36.0,-22.0,32.0,-13.0,39.0,-7.0,-5.0,32.0,-4.0,35.0,-8.0,24.0,-2.0,-8.0,4.0,19.0,23.0,-10.0,24.0,24.0,-16.0,29.0,-28.0,31.0,33.0,-30.0,39.0,-46.0,29.0,-44.0,-40.0,33.0,-44.0,43.0,-55.0,38.0,-43.0,-32.0,40.0,38.0,25.0,-14.0,0.0,19.0,28.0,2.0,3348.33
124.0,-14.0,-7.0,-9.0,0.0,-13.0,-14.0,-17.0,-11.0,-19.0,0.0,-18.0,-12.0,-20.0,-7.0,-12.0,-15.0,-8.0,-21.0,-3.0,2.0,-22.0,5.0,-23.0,6.0,-25.0,4.0,-14.0,15.0,-13.0,16.0,-18.0,-15.0,16.0,-6.0,15.0,-6.0,15.0,-15.0,-4.0,4.0,-16.0,-12.0,2.0,-16.0,-12.0,1.0,-21.0,-2.0,-9.0,-28.0,-13.0,-33.0,-17.0,-14.0,-15.0,-9.0,-17.0,-14.0,-8.0,-24.0,-4.0,-16.0,-16.0,0.0,-7.0,-9.0,-26.0,-18.0,8.0,-6.0,-6.0,3348.34
124.0,-11.0,-10.0,-2.0,-12.0,14.0,-20.0,14.0,-19.0,9.0,-15.0,5.0,-15.0,9.0,-18.0,6.0,-11.0,-12.0,7.0,-13.0,-11.0,6.0,-10.0,13.0,-7.0,6.0,-11.0,12.0,-1.0,14.0,-9.0,20.0,6.0,-3.0,4.0,2.0,3.0,-5.0,0.0,7.0,4.0,9.0,-1.0,0.0,6.0,5.0,5.0,3.0,12.0,-1.0,6.0,4.0,-1.0,8.0,4.0,13.0,8.0,5.0,14.0,3.0,2.0,13.0,13.0,6.0,9.0,12.0,10.0,-9.0,-1.0,5.0,8.0,27.0,3348.34
-95.0,-29.0,-16.0,-3.0,-18.0,3.0,-28.0,-1.0,-20.0,2.0,-22.0,9.0,-34.0,1.0,-12.0,7.0,-11.0,-17.0,9.0,-16.0,-4.0,14.0,-12.0,16.0,-7.0,10.0,-8.0,11.0,-5.0,12.0,-6.0,9.0,7.0,-2.0,8.0,-1.0,5.0,-2.0,0.0,2.0,-9.0,-8.0,6.0,-7.0,-4.0,4.0,-4.0,6.0,-7.0,9.0,13.0,-5.0,7.0,2.0,12.0,2.0,-10.0,20.0,0.0,12.0,-11.0,19.0,-16.0,-9.0,7.0,7.0,-1.0,-4.0,-12.0,2.0,3.0,-1.0,3348.35
-75.0,-2.0,3.0,-15.0,5.0,-19.0,5.0,-25.0,6.0,-22.0,-3.0,-23.0,3.0,-22.0,-9.0,-22.0,-6.0,-5.0,-19.0,-1.0,-3.0,-15.0,-7.0,-17.0,-7.0,-15.0,-7.0,-7.0,-9.0,-17.0,-1.0,-10.0,-7.0,-5.0,-10.0,-1.0,-9.0,-7.0,-1.0,-7.0,-12.0,-8.0,-2.0,-9.0,5.0,2.0,-7.0,4.0,-10.0,6.0,7.0,-5.0,12.0,-7.0,7.0,-10.0,-9.0,0.0,-13.0,2.0,-15.0,-1.0,-11.0,-5.0,-1.0,-5.0,-16.0,-3.0,-9.0,-8.0,-13.0,-17.0,3348.36
-51.0,10.0,-1.0,-13.0,7.0,-26.0,-2.0,-27.0,8.0,-26.0,2.0,-19.0,4.0,-28.0,-1.0,-19.0,2.0,1.0,-16.0,-6.0,0.0,-28.0,-4.0,-9.0,-8.0,-19.0,-3.0,-20.0,-10.0,-6.0,-3.0,-18.0,-16.0,-10.0,-6.0,-2.0,-10.0,2.0,1.0,-11.0,3.0,-7.0,-8.0,-6.0,-6.0,5.0,-6.0,1.0,-4.0,2.0,-2.0,-8.0,0.0,-16.0,-2.0,-10.0,-12.0,-9.0,-20.0,-14.0,-13.0,-16.0,-18.0,-3.0,-10.0,-17.0,-13.0,-7.0,2.0,-18.0,-22.0,-15.0,3348.36
-51.0,14.0,18.0,-3.0,15.0,-7.0,11.0,-11.0,10.0,-16.0,13.0,-2.0,24.0,-9.0,23.0,-8.0,16.0,18.0,-8.0,9.0,9.0,-10.0,19.0,1.0,18.0,-6.0,20.0,1.0,13.0,-1.0,19.0,7.0,5.0,20.0,12.0,14.0,9.0,19.0,3.0,10.0,2.0,8.0,11.0,4.0,9.0,12.0,8.0,8.0,10.0,12.0,12.0,18.0,0.0,13.0,2.0,23.0,17.0,-3.0,15.0,-5.0,17.0,-9.0,13.0,16.0,-17.0,-20.0,-14.0,3.0,5.0,-26.0,-10.0,-8.0,3348.37
-128.0,-9.0,-4.0,9.0,-3.0,18.0,-9.0,10.0,-11.0,14.0,-21.0,2.0,-14.0,11.0,-13.0,12.0,-20.0,-12.0,1.0,-16.0,-16.0,4.0,-10.0,6.0,-21.0,6.0,-18.0,-4.0,-16.0,0.0,-23.0,-6.0,-5.0,-15.0,-11.0,-14.0,-13.0,-10.0,-16.0,-16.0,-8.0,-4.0,2.0,-21.0,1.0,2.0,-17.0,2.0,-16.0,4.0,8.0,-6.0,13.0,-12.0,-2.0,-12.0,-9.0,14.0,-12.0,12.0,-9.0,17.0,-4.0,-7.0,21.0,17.0,16.0,-3.0,-3.0,23.0,19.0,18.0,3348.37
-128.0,-9.0,-10.0,22.0,-14.0,16.0,-15.0,17.0,-17.0,19.0,-20.0,16.0,-2.0,20.0,-14.0,22.0,-16.0,-4.0,9.0,-4.0,1.0,16.0,3.0,21.0,-4.0,14.0,-2.0,6.0,-10.0,9.0,-2.0,9.0,8.0,-3.0,7.0,4.0,5.0,4.0,3.0,4.0,-5.0,9.0,16.0,-4.0,4.0,6.0,11.0,0.0,9.0,3.0,8.0,9.0,8.0,2.0,0.0,11.0,9.0,9.0,1.0,13.0,4.0,13.0,7.0,-5.0,7.0,5.0,10.0,-11.0,-1.0,4.0,16.0,14.0,3348.38
103.0,13.0,-2.0,-11.0,-10.0,-16.0,3.0,-17.0,-6.0,-20.0,-7.0,-21.0,-8.0,-33.0,5.0,-35.0,-5.0,0.0,-27.0,6.0,7.0,-22.0,1.0,-17.0,8.0,-28.0,3.0,-29.0,11.0,-20.0,4.0,-12.0,-11.0,-1.0,-14.0,14.0,-14.0,3.0,-10.0,-6.0,3.0,14.0,8.0,-2.0,17.0,12.0,-10.0,16.0,-10.0,12.0,11.0,-12.0,29.0,-30.0,30.0,-19.0,-31.0,28.0,-26.0,28.0,-25.0,30.0,-25.0,-20.0,31.0,11.0,17.0,6.0,5.0,12.0,14.0,-2.0,3348.39
123.0,-21.0,1.0,-26.0,-17.0,-44.0,-38.0,-36.0,-29.0,-38.0,-38.0,-25.0,-26.0,-43.0,-28.0,-29.0,-32.0,-32.0,-34.0,-35.0,-24.0,-57.0,-11.0,-45.0,-12.0,-43.0,-6.0,-31.0,7.0,-39.0,8.0,-33.0,-28.0,6.0,-28.0,7.0,-27.0,2.0,-17.0,-21.0,24.0,4.0,10.0,10.0,21.0,28.0,15.0,29.0,13.0,42.0,46.0,14.0,57.0,16.0,51.0,13.0,20.0,65.0,17.0,71.0,33.0,66.0,20.0,24.0,51.0,48.0,22.0,29.0,38.0,26.0,-14.0,8.0,3348.4
123.0,5.0,8.0,16.0,10.0,22.0,15.0,19.0,2.0,17.0,6.0,20.0,3.0,20.0,2.0,21.0,9.0,3.0,10.0,9.0,13.0,13.0,1.0,9.0,9.0,14.0,7.0,11.0,1.0,12.0,4.0,7.0,8.0,10.0,4.0,3.0,10.0,4.0,8.0,8.0,12.0,-3.0,-5.0,10.0,-6.0,-3.0,1.0,-6.0,6.0,-7.0,-15.0,4.0,-8.0,9.0,-11.0,8.0,15.0,-4.0,15.0,-11.0,14.0,-9.0,11.0,10.0,4.0,1.0,14.0,12.0,8.0,4.0,7.0,9.0,3348.42
-128.0,-19.0,-11.0,6.0,-14.0,13.0,-27.0,11.0,-12.0,18.0,-15.0,9.0,-15.0,5.0,-14.0,6.0,-19.0,-20.0,-3.0,-18.0,-21.0,1.0,-18.0,-9.0,-21.0,-11.0,-19.0,-10.0,-22.0,-7.0,-13.0,-15.0,-10.0,-9.0,-16.0,-9.0,-17.0,-14.0,-18.0,-18.0,-11.0,-13.0,-13.0,-14.0,-9.0,-14.0,-20.0,-4.0,-27.0,-3.0,3.0,-26.0,-2.0,-29.0,5.0,-22.0,-25.0,5.0,-27.0,10.0,-18.0,12.0,-9.0,-21.0,28.0,20.0,20.0,-9.0,-14.0,10.0,22.0,5.0,3348.45
108.0,-10.0,-26.0,15.0,-13.0,10.0,-19.0,18.0,-22.0,17.0,-19.0,10.0,-8.0,4.0,-12.0,13.0,-11.0,-12.0,11.0,-6.0,-2.0,9.0,2.0,17.0,1.0,12.0,-2.0,14.0,1.0,8.0,0.0,11.0,5.0,5.0,8.0,2.0,5.0,-1.0,3.0,3.0,-10.0,7.0,-3.0,1.0,2.0,-2.0,1.0,5.0,-7.0,3.0,6.0,5.0,9.0,-1.0,3.0,2.0,-1.0,15.0,3.0,13.0,2.0,14.0,4.0,-11.0,9.0,9.0,4.0,-5.0,-3.0,3.0,2.0,15.0,3348.46
-128.0,-5.0,-5.0,9.0,-4.0,22.0,-5.0,28.0,-9.0,18.0,-6.0,22.0,-8.0,13.0,-4.0,18.0,-2.0,-9.0,11.0,0.0,1.0,13.0,8.0,11.0,4.0,13.0,9.0,7.0,7.0,10.0,10.0,8.0,5.0,6.0,4.0,-2.0,10.0,4.0,4.0,2.0,4.0,9.0,11.0,-1.0,6.0,9.0,9.0,4.0,8.0,-1.0,1.0,9.0,5.0,7.0,2.0,20.0,10.0,12.0,16.0,7.0,8.0,6.0,6.0,12.0,9.0,5.0,11.0,-1.0,-3.0,18.0,13.0,7.0,3348.47
114.0,-11.0,-7.0,7.0,-10.0,5.0,-15.0,9.0,-20.0,5.0,-18.0,11.0,-15.0,8.0,-20.0,3.0,-9.0,-21.0,6.0,-24.0,-18.0,11.0,-18.0,5.0,-21.0,0.0,-21.0,-1.0,-23.0,-7.0,-15.0,-13.0,-14.0,-19.0,-16.0,-17.0,-18.0,-16.0,-16.0,-12.0,-7.0,-11.0,-13.0,-21.0,-16.0,-7.0,-13.0,-11.0,-16.0,-5.0,-2.0,-21.0,-4.0,-21.0,-5.0,-26.0,-19.0,9.0,-20.0,15.0,-23.0,16.0,-9.0,-13.0,9.0,18.0,15.0,-9.0,-13.0,22.0,15.0,8.0,3348.47
98.0,12.0,3.0,-16.0,7.0,-12.0,12.0,-9.0,8.0,-12.0,18.0,-7.0,11.0,-14.0,17.0,-14.0,22.0,20.0,0.0,17.0,21.0,-4.0,18.0,-9.0,17.0,2.0,20.0,8.0,19.0,0.0,17.0,11.0,8.0,7.0,11.0,16.0,12.0,10.0,17.0,16.0,14.0,0.0,5.0,15.0,-1.0,1.0,20.0,2.0,21.0,-4.0,-4.0,20.0,-8.0,13.0,-19.0,9.0,16.0,-14.0,17.0,-13.0,8.0,-28.0,5.0,1.0,-21.0,-24.0,-20.0,0.0,7.0,-16.0,-20.0,-13.0,3348.48
-65.0,13.0,14.0,11.0,12.0,17.0,2.0,17.0,6.0,20.0,5.0,19.0,-4.0,27.0,6.0,17.0,3.0,-15.0,22.0,3.0,-5.0,25.0,-4.0,33.0,-8.0,23.0,2.0,15.0,0.0,16.0,-13.0,13.0,5.0,-14.0,10.0,-17.0,0.0,-18.0,11.0,5.0,-12.0,13.0,20.0,-7.0,15.0,25.0,-2.0,21.0,-3.0,22.0,22.0,1.0,20.0,-3.0,14.0,10.0,6.0,17.0,20.0,15.0,3.0,11.0,26.0,22.0,13.0,6.0,13.0,23.0,22.0,12.0,10.0,4.0,3348.48
114.0,12.0,11.0,25.0,11.0,11.0,9.0,17.0,10.0,21.0,19.0,16.0,19.0,9.0,11.0,18.0,13.0,19.0,5.0,13.0,13.0,7.0,-2.0,-15.0,3.0,-6.0,6.0,-2.0,9.0,-2.0,10.0,-10.0,-8.0,6.0,-9.0,8.0,-15.0,0.0,-3.0,-13.0,-5.0,1.0,1.0,-6.0,4.0,0.0,4.0,2.0,2.0,9.0,6.0,9.0,-3.0,3.0,7.0,5.0,13.0,11.0,15.0,12.0,9.0,13.0,0.0,-1.0,-4.0,18.0,17.0,11.0,14.0,6.0,6.0,0.0,3348.49
-45.0,-13.0,-25.0,-4.0,-15.0,-10.0,-19.0,-11.0,-23.0,-11.0,-16.0,-6.0,-24.0,-16.0,-10.0,-14.0,-7.0,-20.0,-13.0,-10.0,-13.0,-20.0,-5.0,-4.0,-4.0,-24.0,-11.0,-17.0,-3.0,-12.0,3.0,-17.0,-20.0,6.0,-19.0,11.0,-20.0,10.0,-25.0,-18.0,6.0,-11.0,-18.0,-5.0,-14.0,-18.0,-2.0,-12.0,-10.0,-16.0,-18.0,-18.0,-20.0,-15.0,-25.0,-11.0,-16.0,-8.0,-18.0,-13.0,-22.0,-6.0,-21.0,-20.0,-2.0,-4.0,-3.0,-12.0,-20.0,0.0,0.0,-2.0,3348.49
-98.0,12.0,17.0,8.0,20.0,11.0,11.0,14.0,10.0,7.0,10.0,14.0,12.0,6.0,23.0,13.0,13.0,20.0,12.0,9.0,14.0,21.0,5.0,18.0,3.0,17.0,-2.0,21.0,1.0,20.0,-3.0,25.0,23.0,-10.0,18.0,-9.0,15.0,-7.0,17.0,14.0,-16.0,11.0,8.0,-11.0,11.0,21.0,-1.0,14.0,-6.0,19.0,16.0,3.0,18.0,6.0,15.0,8.0,10.0,21.0,16.0,15.0,23.0,17.0,14.0,17.0,12.0,5.0,5.0,19.0,21.0,6.0,17.0,6.0,3348.5
