subcarrier_0,subcarrier_4,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_24,subcarrier_27,subcarrier_28,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_53,subcarrier_76,subcarrier_79,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_98,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_110,subcarrier_113,subcarrier_115,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_125,subcarrier_127,timestamp
-14.0,10.0,10.0,20.0,8.0,19.0,7.0,20.0,12.0,13.0,8.0,14.0,0.0,14.0,10.0,19.0,7.0,8.0,16.0,6.0,7.0,9.0,13.0,16.0,8.0,9.0,5.0,9.0,-1.0,11.0,1.0,7.0,6.0,0.0,3.0,7.0,8.0,3.0,-2.0,0.0,13.0,-8.0,-8.0,11.0,-8.0,-9.0,-1.0,-5.0,7.0,-5.0,-4.0,-2.0,-10.0,12.0,-6.0,3.0,7.0,-10.0,7.0,-3.0,20.0,-7.0,18.0,15.0,5.0,6.0,-1.0,6.0,11.0,7.0,9.0,18.0,3347.85
-116.0,4.0,10.0,-11.0,18.0,-9.0,6.0,-7.0,14.0,4.0,16.0,-6.0,15.0,-8.0,7.0,-9.0,15.0,5.0,-10.0,11.0,16.0,-13.0,24.0,-11.0,10.0,-5.0,9.0,-9.0,15.0,-4.0,14.0,-5.0,-2.0,9.0,3.0,10.0,11.0,15.0,6.0,11.0,4.0,11.0,13.0,7.0,6.0,11.0,12.0,5.0,5.0,7.0,5.0,12.0,3.0,16.0,-2.0,16.0,13.0,-14.0,15.0,-11.0,19.0,-18.0,19.0,8.0,-20.0,-16.0,-24.0,6.0,11.0,-17.0,-24.0,-20.0,3347.86
-10.0,0.0,0.0,4.0,-5.0,3.0,-6.0,8.0,-6.0,12.0,-8.0,11.0,-10.0,9.0,-11.0,6.0,-7.0,-16.0,8.0,-17.0,-15.0,11.0,-15.0,6.0,-23.0,10.0,-24.0,5.0,-23.0,6.0,-23.0,9.0,5.0,-17.0,2.0,-14.0,9.0,-15.0,12.0,8.0,-3.0,-10.0,-10.0,7.0,-10.0,-6.0,12.0,-8.0,14.0,-9.0,-5.0,22.0,-5.0,25.0,-7.0,33.0,30.0,-3.0,34.0,-5.0,36.0,-10.0,39.0,31.0,-17.0,-13.0,-10.0,22.0,15.0,-9.0,-16.0,-12.0,3347.88
86.0,7.0,2.0,2.0,-3.0,7.0,-3.0,11.0,-3.0,6.0,-9.0,10.0,-13.0,12.0,-9.0,11.0,-15.0,-14.0,11.0,-22.0,-25.0,6.0,-25.0,9.0,-23.0,7.0,-28.0,8.0,-23.0,5.0,-25.0,5.0,3.0,-20.0,6.0,-22.0,9.0,-16.0,4.0,10.0,-10.0,-11.0,-13.0,1.0,-11.0,-10.0,10.0,-12.0,20.0,-9.0,-11.0,20.0,-12.0,22.0,-10.0,27.0,33.0,-10.0,37.0,-13.0,31.0,-20.0,33.0,34.0,-20.0,-13.0,-19.0,15.0,13.0,-19.0,-12.0,-10.0,3347.89
124.0,11.0,17.0,-6.0,6.0,-13.0,25.0,-15.0,25.0,-4.0,22.0,-13.0,11.0,-11.0,11.0,-13.0,16.0,2.0,-6.0,3.0,11.0,-15.0,4.0,-7.0,8.0,-13.0,6.0,-5.0,0.0,-12.0,3.0,-10.0,-12.0,-4.0,-3.0,-2.0,-9.0,2.0,-4.0,-4.0,6.0,-14.0,-11.0,-1.0,-9.0,-8.0,-2.0,-8.0,-8.0,-13.0,-6.0,-7.0,-14.0,-2.0,-5.0,-7.0,-6.0,-19.0,-2.0,-18.0,-9.0,-14.0,5.0,1.0,-10.0,-6.0,-13.0,10.0,17.0,-14.0,-5.0,-13.0,3347.92
-10.0,-3.0,-6.0,20.0,-5.0,21.0,-11.0,15.0,-3.0,17.0,-5.0,16.0,-5.0,15.0,-7.0,19.0,-4.0,-6.0,12.0,3.0,-1.0,13.0,-8.0,17.0,9.0,13.0,5.0,14.0,-4.0,10.0,3.0,9.0,5.0,2.0,-1.0,-4.0,6.0,6.0,2.0,2.0,7.0,10.0,10.0,5.0,8.0,7.0,5.0,11.0,11.0,6.0,7.0,8.0,9.0,19.0,-1.0,8.0,16.0,0.0,5.0,4.0,7.0,5.0,9.0,5.0,13.0,11.0,9.0,-4.0,-1.0,3.0,14.0,14.0,3347.93
-10.0,9.0,9.0,21.0,3.0,20.0,6.0,16.0,14.0,16.0,10.0,16.0,14.0,18.0,8.0,23.0,11.0,14.0,9.0,12.0,9.0,-5.0,17.0,9.0,5.0,10.0,11.0,2.0,9.0,2.0,7.0,-4.0,3.0,8.0,-3.0,5.0,2.0,3.0,-2.0,-3.0,10.0,3.0,7.0,9.0,7.0,8.0,10.0,6.0,17.0,3.0,-5.0,9.0,3.0,6.0,-11.0,9.0,11.0,-2.0,12.0,-2.0,14.0,-3.0,10.0,14.0,4.0,13.0,7.0,9.0,2.0,5.0,10.0,7.0,3347.93
98.0,8.0,6.0,-23.0,9.0,-20.0,13.0,-19.0,11.0,-22.0,15.0,-19.0,12.0,-15.0,15.0,-21.0,2.0,7.0,-10.0,3.0,-1.0,-16.0,5.0,-11.0,2.0,-12.0,-4.0,-10.0,3.0,-8.0,-1.0,-11.0,-4.0,-3.0,-5.0,-2.0,-10.0,-1.0,-5.0,-8.0,-7.0,-14.0,-4.0,-10.0,-4.0,0.0,-13.0,0.0,-9.0,-3.0,-6.0,-16.0,6.0,-18.0,0.0,-14.0,-21.0,-4.0,-16.0,-1.0,-13.0,-7.0,-13.0,-2.0,-11.0,-6.0,-3.0,1.0,1.0,-19.0,-15.0,-18.0,3347.94
98.0,-6.0,-10.0,18.0,-13.0,12.0,-17.0,11.0,-12.0,6.0,-9.0,6.0,-16.0,7.0,-16.0,0.0,-21.0,-21.0,-4.0,-17.0,-19.0,-1.0,-17.0,-8.0,-21.0,-6.0,-18.0,-2.0,-14.0,-6.0,-11.0,-16.0,-23.0,-8.0,-26.0,-6.0,-14.0,-11.0,-24.0,-15.0,-18.0,-10.0,-10.0,-11.0,2.0,2.0,-19.0,-2.0,-19.0,3.0,11.0,-17.0,14.0,-14.0,14.0,-16.0,-12.0,14.0,-5.0,26.0,-6.0,25.0,-13.0,-5.0,23.0,21.0,24.0,-2.0,-7.0,14.0,27.0,15.0,3347.94
-125.0,-2.0,0.0,-11.0,10.0,-20.0,5.0,-17.0,8.0,-17.0,0.0,-15.0,9.0,-14.0,12.0,-19.0,7.0,16.0,-8.0,9.0,13.0,-21.0,13.0,-11.0,25.0,-12.0,18.0,1.0,17.0,1.0,22.0,-1.0,5.0,22.0,1.0,19.0,9.0,19.0,12.0,11.0,13.0,-3.0,-1.0,15.0,-5.0,-11.0,16.0,-13.0,15.0,-14.0,-20.0,15.0,-18.0,9.0,-12.0,4.0,12.0,-24.0,-1.0,-26.0,-7.0,-24.0,-3.0,-11.0,-26.0,-22.0,-21.0,-14.0,-16.0,-21.0,-12.0,-16.0,3347.95
108.0,-10.0,-2.0,17.0,-15.0,19.0,-13.0,9.0,-16.0,10.0,-12.0,10.0,-13.0,11.0,-22.0,5.0,-14.0,-13.0,17.0,-5.0,-10.0,17.0,-10.0,16.0,-8.0,4.0,-20.0,1.0,-6.0,10.0,-13.0,16.0,13.0,1.0,7.0,-4.0,1.0,-6.0,6.0,-3.0,8.0,7.0,5.0,11.0,0.0,-4.0,8.0,-4.0,9.0,1.0,-3.0,10.0,3.0,10.0,-1.0,13.0,14.0,-6.0,22.0,3.0,12.0,5.0,5.0,14.0,12.0,0.0,14.0,-1.0,-9.0,15.0,26.0,11.0,3347.96
-125.0,-11.0,-2.0,25.0,-11.0,3.0,-11.0,-4.0,-7.0,13.0,3.0,13.0,-11.0,1.0,-5.0,17.0,-12.0,-16.0,9.0,-21.0,-11.0,3.0,-21.0,-3.0,-19.0,1.0,-17.0,5.0,-21.0,2.0,-21.0,0.0,-7.0,-16.0,1.0,-17.0,1.0,-15.0,3.0,6.0,-6.0,0.0,-2.0,-8.0,-5.0,-13.0,-11.0,-14.0,-9.0,-19.0,-19.0,-6.0,-22.0,-8.0,-23.0,-11.0,0.0,-28.0,-8.0,-29.0,2.0,-27.0,2.0,-9.0,-20.0,-18.0,-22.0,-13.0,-9.0,-9.0,-9.0,0.0,3347.98
94.0,7.0,5.0,12.0,9.0,23.0,9.0,21.0,4.0,26.0,9.0,17.0,13.0,21.0,10.0,19.0,7.0,7.0,22.0,13.0,9.0,15.0,12.0,5.0,12.0,0.0,11.0,8.0,9.0,0.0,3.0,0.0,9.0,0.0,8.0,1.0,4.0,8.0,-2.0,4.0,11.0,2.0,14.0,8.0,3.0,10.0,5.0,0.0,7.0,-5.0,-5.0,13.0,-5.0,13.0,-3.0,13.0,11.0,3.0,11.0,1.0,12.0,-3.0,5.0,10.0,4.0,10.0,15.0,2.0,0.0,9.0,11.0,13.0,3348.0
94.0,-12.0,-14.0,-18.0,-9.0,-17.0,-8.0,-26.0,-14.0,-27.0,-11.0,-19.0,-14.0,-19.0,-7.0,-25.0,-16.0,-15.0,-15.0,-10.0,-11.0,-12.0,-10.0,-15.0,-9.0,-9.0,-17.0,-7.0,-8.0,-6.0,-11.0,-13.0,-12.0,-4.0,-7.0,-4.0,-5.0,-6.0,-4.0,3.0,-8.0,-11.0,-1.0,-5.0,-4.0,-2.0,-5.0,2.0,-8.0,-2.0,2.0,-8.0,6.0,-12.0,7.0,-12.0,-12.0,4.0,-13.0,1.0,-7.0,0.0,-16.0,-5.0,-3.0,-4.0,-8.0,-6.0,-12.0,-9.0,-8.0,-13.0,3348.01
94.0,-24.0,-17.0,-7.0,-26.0,-7.0,-24.0,-4.0,-25.0,-16.0,-28.0,-5.0,-22.0,-12.0,-26.0,-7.0,-19.0,-18.0,0.0,-15.0,-8.0,1.0,-20.0,-1.0,-18.0,-1.0,-20.0,10.0,-19.0,-13.0,-14.0,-4.0,-1.0,-9.0,5.0,-16.0,3.0,5.0,2.0,-14.0,-1.0,11.0,8.0,-1.0,12.0,6.0,4.0,10.0,8.0,10.0,10.0,19.0,4.0,5.0,4.0,12.0,-2.0,10.0,5.0,5.0,3.0,14.0,-1.0,-8.0,11.0,10.0,4.0,-9.0,-11.0,-3.0,8.0,-1.0,3348.01
-102.0,17.0,11.0,18.0,14.0,16.0,11.0,15.0,10.0,24.0,1.0,24.0,21.0,27.0,15.0,8.0,15.0,14.0,8.0,3.0,3.0,8.0,-1.0,5.0,10.0,10.0,14.0,9.0,11.0,9.0,10.0,7.0,9.0,11.0,2.0,4.0,3.0,4.0,8.0,-1.0,14.0,-6.0,-5.0,10.0,-6.0,-8.0,1.0,-10.0,2.0,-10.0,-9.0,-4.0,-15.0,4.0,-10.0,8.0,12.0,-10.0,11.0,-8.0,8.0,-15.0,13.0,9.0,-1.0,10.0,-1.0,9.0,10.0,6.0,6.0,7.0,3348.02
94.0,13.0,16.0,1.0,18.0,3.0,22.0,2.0,29.0,7.0,24.0,6.0,17.0,-2.0,18.0,6.0,21.0,16.0,-11.0,19.0,14.0,2.0,17.0,-7.0,11.0,-3.0,9.0,-6.0,10.0,-6.0,6.0,-5.0,-7.0,8.0,-8.0,0.0,-5.0,-1.0,-4.0,-5.0,13.0,0.0,-5.0,8.0,-9.0,-3.0,2.0,-7.0,9.0,-10.0,-8.0,6.0,-8.0,7.0,-15.0,6.0,10.0,-10.0,16.0,-12.0,10.0,-7.0,15.0,10.0,0.0,4.0,-4.0,12.0,12.0,7.0,1.0,0.0,3348.02
-108.0,-10.0,-6.0,-1.0,-5.0,-14.0,-4.0,-27.0,-9.0,-24.0,0.0,-21.0,2.0,-17.0,1.0,-21.0,3.0,-3.0,-17.0,-4.0,-4.0,-18.0,-9.0,-16.0,-7.0,-20.0,-3.0,-15.0,-4.0,-10.0,-2.0,-1.0,-10.0,1.0,-12.0,-6.0,-13.0,-4.0,-9.0,-4.0,-14.0,1.0,4.0,-7.0,6.0,9.0,-9.0,1.0,-5.0,7.0,8.0,-6.0,5.0,-9.0,12.0,-8.0,-10.0,12.0,-12.0,12.0,-14.0,10.0,-8.0,-10.0,1.0,-4.0,-3.0,-3.0,-3.0,3.0,-11.0,-13.0,3348.03
-82.0,15.0,19.0,-6.0,22.0,-9.0,28.0,-12.0,27.0,-8.0,19.0,-8.0,25.0,-12.0,16.0,-8.0,16.0,15.0,-5.0,12.0,13.0,-11.0,14.0,-9.0,9.0,-12.0,11.0,-7.0,6.0,-7.0,11.0,-10.0,-4.0,4.0,-7.0,4.0,-10.0,5.0,-5.0,1.0,5.0,-9.0,-9.0,4.0,-8.0,-13.0,-1.0,-13.0,-1.0,-9.0,-12.0,-2.0,-10.0,-3.0,-12.0,-8.0,-13.0,-12.0,-4.0,-7.0,-2.0,-9.0,-1.0,-4.0,-16.0,-11.0,-6.0,1.0,6.0,-9.0,-9.0,-5.0,3348.03
-51.0,15.0,31.0,1.0,27.0,9.0,21.0,19.0,22.0,14.0,11.0,11.0,10.0,14.0,8.0,14.0,17.0,9.0,13.0,9.0,19.0,1.0,6.0,7.0,15.0,6.0,10.0,5.0,13.0,3.0,9.0,4.0,4.0,4.0,4.0,8.0,5.0,7.0,10.0,0.0,9.0,-12.0,3.0,3.0,-14.0,-14.0,-8.0,-7.0,-1.0,-12.0,-15.0,5.0,-18.0,1.0,-8.0,-6.0,4.0,-14.0,0.0,-14.0,-1.0,-19.0,2.0,9.0,-1.0,1.0,-4.0,7.0,10.0,7.0,7.0,-1.0,3348.04
94.0,-16.0,-17.0,12.0,-18.0,12.0,-14.0,15.0,-24.0,19.0,-19.0,6.0,-16.0,7.0,-14.0,-1.0,-19.0,-22.0,9.0,-17.0,-15.0,5.0,-13.0,10.0,-9.0,3.0,-15.0,10.0,-5.0,4.0,-6.0,6.0,3.0,-7.0,3.0,-2.0,1.0,-3.0,3.0,-5.0,-3.0,13.0,7.0,3.0,6.0,7.0,5.0,8.0,13.0,7.0,-4.0,7.0,4.0,15.0,-2.0,8.0,10.0,7.0,11.0,9.0,2.0,13.0,10.0,-3.0,10.0,7.0,11.0,-8.0,-5.0,5.0,9.0,8.0,3348.04
98.0,12.0,8.0,21.0,6.0,16.0,-7.0,19.0,-3.0,13.0,-8.0,18.0,-2.0,21.0,0.0,12.0,0.0,-1.0,12.0,-7.0,-11.0,9.0,1.0,15.0,-11.0,12.0,-14.0,7.0,-16.0,4.0,-28.0,8.0,-3.0,-28.0,-1.0,-23.0,2.0,-13.0,4.0,2.0,-13.0,6.0,12.0,-3.0,13.0,16.0,-10.0,12.0,-8.0,24.0,14.0,-4.0,11.0,-3.0,13.0,10.0,9.0,14.0,16.0,15.0,23.0,23.0,21.0,29.0,7.0,11.0,9.0,19.0,19.0,4.0,13.0,21.0,3348.05
-128.0,12.0,21.0,5.0,11.0,5.0,13.0,4.0,21.0,7.0,22.0,0.0,17.0,3.0,27.0,6.0,21.0,14.0,10.0,24.0,11.0,11.0,12.0,11.0,11.0,18.0,11.0,15.0,2.0,20.0,-3.0,17.0,26.0,-5.0,17.0,-12.0,18.0,-16.0,13.0,20.0,8.0,3.0,5.0,17.0,1.0,6.0,8.0,3.0,18.0,-4.0,-6.0,18.0,-10.0,19.0,-10.0,15.0,22.0,-11.0,24.0,-11.0,15.0,-14.0,17.0,19.0,-29.0,-19.0,-25.0,7.0,7.0,-20.0,-9.0,-15.0,3348.05
75.0,7.0,14.0,9.0,10.0,20.0,-1.0,16.0,10.0,29.0,1.0,17.0,6.0,20.0,10.0,15.0,-7.0,-8.0,23.0,-12.0,-4.0,16.0,-7.0,13.0,-8.0,17.0,-16.0,14.0,-15.0,7.0,-14.0,10.0,3.0,-21.0,4.0,-18.0,-1.0,-23.0,-4.0,-1.0,-12.0,18.0,11.0,-12.0,14.0,15.0,-4.0,13.0,-8.0,15.0,15.0,4.0,15.0,4.0,20.0,11.0,8.0,15.0,13.0,16.0,20.0,14.0,21.0,19.0,14.0,11.0,7.0,14.0,21.0,14.0,9.0,11.0,3348.06
-128.0,16.0,17.0,4.0,15.0,4.0,15.0,15.0,15.0,9.0,20.0,7.0,16.0,14.0,18.0,6.0,10.0,19.0,6.0,18.0,15.0,7.0,24.0,15.0,12.0,12.0,11.0,18.0,9.0,20.0,3.0,20.0,20.0,3.0,23.0,-2.0,23.0,-4.0,17.0,16.0,-8.0,12.0,10.0,-3.0,14.0,14.0,3.0,12.0,3.0,14.0,13.0,12.0,17.0,8.0,10.0,20.0,16.0,8.0,19.0,0.0,25.0,0.0,22.0,25.0,-10.0,-6.0,-7.0,19.0,14.0,-6.0,-8.0,-2.0,3348.06
95.0,8.0,10.0,9.0,9.0,20.0,8.0,4.0,15.0,8.0,9.0,5.0,20.0,10.0,18.0,16.0,17.0,11.0,11.0,8.0,8.0,18.0,0.0,19.0,0.0,22.0,4.0,17.0,-4.0,15.0,-2.0,26.0,15.0,-10.0,19.0,-12.0,23.0,-13.0,11.0,9.0,-17.0,8.0,5.0,-8.0,14.0,16.0,-11.0,16.0,-9.0,21.0,21.0,3.0,14.0,13.0,23.0,4.0,8.0,17.0,15.0,13.0,13.0,8.0,17.0,24.0,9.0,9.0,5.0,24.0,26.0,1.0,7.0,8.0,3348.07
95.0,-19.0,-19.0,-6.0,-24.0,-17.0,-19.0,-17.0,-20.0,-25.0,-13.0,-19.0,-12.0,-14.0,-21.0,-18.0,-21.0,-23.0,-8.0,-24.0,-16.0,-5.0,-13.0,-5.0,-11.0,-9.0,-10.0,-8.0,-4.0,-5.0,-13.0,0.0,-3.0,-1.0,-1.0,-2.0,1.0,-1.0,-1.0,-1.0,-7.0,-3.0,-6.0,-4.0,-1.0,-1.0,-13.0,1.0,-11.0,6.0,10.0,-13.0,5.0,-7.0,12.0,-13.0,-8.0,11.0,-6.0,6.0,-10.0,3.0,-12.0,-13.0,-1.0,-1.0,-8.0,-11.0,-7.0,0.0,-7.0,-10.0,3348.07
90.0,7.0,14.0,11.0,1.0,20.0,-4.0,17.0,3.0,13.0,16.0,12.0,4.0,26.0,9.0,22.0,5.0,11.0,18.0,11.0,17.0,18.0,8.0,20.0,8.0,8.0,-1.0,12.0,-12.0,18.0,-5.0,12.0,15.0,-12.0,14.0,-17.0,13.0,-19.0,22.0,6.0,-1.0,5.0,12.0,-7.0,5.0,15.0,-3.0,18.0,-6.0,15.0,13.0,0.0,15.0,10.0,19.0,4.0,13.0,13.0,14.0,12.0,16.0,8.0,28.0,25.0,5.0,-1.0,3.0,31.0,16.0,4.0,2.0,7.0,3348.08
108.0,8.0,9.0,-5.0,16.0,0.0,18.0,-1.0,8.0,1.0,27.0,3.0,2.0,2.0,18.0,12.0,14.0,20.0,4.0,14.0,15.0,0.0,12.0,10.0,13.0,21.0,10.0,24.0,10.0,19.0,3.0,24.0,17.0,-6.0,18.0,1.0,22.0,-2.0,13.0,17.0,4.0,17.0,15.0,0.0,6.0,4.0,8.0,10.0,16.0,6.0,18.0,18.0,4.0,12.0,2.0,22.0,16.0,-12.0,16.0,-7.0,10.0,-6.0,9.0,16.0,-20.0,-12.0,-13.0,12.0,11.0,-7.0,-3.0,-10.0,3348.09
86.0,0.0,-7.0,22.0,0.0,26.0,3.0,28.0,-11.0,21.0,-9.0,20.0,-6.0,19.0,-2.0,22.0,-3.0,4.0,15.0,0.0,3.0,16.0,-1.0,14.0,-5.0,12.0,5.0,8.0,0.0,7.0,-1.0,16.0,15.0,1.0,5.0,-3.0,3.0,2.0,6.0,1.0,10.0,7.0,7.0,9.0,3.0,-1.0,5.0,-1.0,12.0,-6.0,-2.0,7.0,-7.0,11.0,-3.0,12.0,12.0,-4.0,12.0,-3.0,9.0,4.0,1.0,9.0,11.0,7.0,4.0,-2.0,5.0,11.0,12.0,17.0,3348.09
108.0,19.0,18.0,4.0,18.0,8.0,26.0,-1.0,24.0,3.0,19.0,3.0,21.0,5.0,16.0,1.0,10.0,17.0,4.0,16.0,22.0,-1.0,13.0,-6.0,13.0,-3.0,17.0,-7.0,11.0,-6.0,6.0,-3.0,0.0,3.0,-2.0,7.0,-4.0,3.0,-2.0,4.0,4.0,-8.0,-6.0,5.0,-11.0,-5.0,3.0,-8.0,-3.0,-10.0,-8.0,0.0,-15.0,1.0,-10.0,0.0,1.0,-15.0,5.0,-13.0,7.0,-12.0,7.0,13.0,-10.0,-5.0,-8.0,14.0,5.0,-1.0,4.0,4.0,3348.1
94.0,0.0,-10.0,11.0,-14.0,15.0,-6.0,2.0,-16.0,7.0,-21.0,7.0,-21.0,17.0,-17.0,9.0,-21.0,-26.0,-5.0,-29.0,-21.0,13.0,-22.0,14.0,-29.0,8.0,-24.0,9.0,-21.0,3.0,-13.0,-2.0,-2.0,-32.0,4.0,-20.0,3.0,-26.0,1.0,-5.0,-2.0,-14.0,1.0,3.0,-2.0,-3.0,17.0,-4.0,8.0,8.0,5.0,17.0,7.0,19.0,5.0,25.0,22.0,2.0,25.0,8.0,28.0,5.0,31.0,17.0,2.0,-23.0,-1.0,8.0,1.0,-11.0,-4.0,-14.0,3348.1
-74.0,-3.0,-6.0,2.0,-16.0,-5.0,-13.0,-14.0,-7.0,-6.0,-23.0,-12.0,-17.0,-13.0,-8.0,-12.0,-17.0,-11.0,-29.0,-17.0,-11.0,-12.0,-10.0,-23.0,-12.0,-27.0,-16.0,-27.0,-8.0,-20.0,-7.0,-28.0,-19.0,-10.0,-23.0,-5.0,-5.0,-3.0,-6.0,-9.0,6.0,4.0,8.0,1.0,13.0,4.0,-3.0,3.0,0.0,17.0,28.0,5.0,10.0,14.0,28.0,-3.0,13.0,17.0,12.0,29.0,10.0,24.0,5.0,7.0,11.0,10.0,11.0,4.0,4.0,18.0,2.0,-5.0,3348.11
86.0,7.0,11.0,0.0,11.0,-8.0,16.0,-7.0,15.0,-5.0,16.0,-8.0,18.0,-6.0,17.0,-6.0,15.0,19.0,3.0,19.0,22.0,8.0,23.0,6.0,18.0,4.0,20.0,13.0,18.0,10.0,17.0,8.0,5.0,22.0,13.0,17.0,6.0,15.0,1.0,3.0,-1.0,7.0,3.0,-6.0,5.0,2.0,-15.0,1.0,-18.0,10.0,0.0,-23.0,6.0,-25.0,5.0,-28.0,-28.0,5.0,-32.0,11.0,-31.0,8.0,-32.0,-21.0,11.0,6.0,13.0,-14.0,-14.0,12.0,5.0,5.0,3348.11
108.0,-1.0,-2.0,-10.0,1.0,-20.0,-4.0,-20.0,2.0,-23.0,2.0,-20.0,4.0,-19.0,4.0,-19.0,9.0,14.0,-20.0,14.0,21.0,-19.0,15.0,-21.0,19.0,-18.0,18.0,-16.0,23.0,-15.0,22.0,-15.0,-13.0,17.0,-15.0,14.0,-13.0,14.0,-15.0,-11.0,10.0,7.0,6.0,1.0,8.0,8.0,-6.0,13.0,-8.0,19.0,23.0,-13.0,26.0,-13.0,29.0,-16.0,-17.0,28.0,-14.0,34.0,-8.0,31.0,-15.0,-7.0,23.0,25.0,20.0,4.0,2.0,16.0,7.0,3.0,3348.12
94.0,5.0,27.0,6.0,25.0,9.0,18.0,3.0,16.0,11.0,26.0,-1.0,17.0,6.0,21.0,6.0,28.0,23.0,11.0,20.0,25.0,11.0,13.0,16.0,16.0,13.0,14.0,12.0,7.0,7.0,11.0,15.0,15.0,9.0,9.0,11.0,9.0,10.0,5.0,4.0,-1.0,8.0,4.0,-11.0,6.0,5.0,-18.0,4.0,-22.0,1.0,3.0,-25.0,-1.0,-28.0,-2.0,-32.0,-30.0,-1.0,-36.0,-3.0,-29.0,-4.0,-30.0,-24.0,-3.0,8.0,3.0,-20.0,-6.0,9.0,12.0,9.0,3348.18
20.0,-11.0,-17.0,22.0,2.0,34.0,5.0,39.0,-6.0,46.0,-19.0,78.0,-10.0,44.0,-7.0,35.0,-18.0,-16.0,55.0,-2.0,-13.0,34.0,-29.0,42.0,-20.0,35.0,-22.0,31.0,-22.0,33.0,-27.0,21.0,24.0,-15.0,19.0,-24.0,20.0,-14.0,16.0,14.0,-10.0,-14.0,-14.0,-3.0,-25.0,-23.0,0.0,-27.0,4.0,-41.0,-40.0,6.0,-51.0,12.0,-52.0,16.0,11.0,-54.0,11.0,-61.0,7.0,-65.0,3.0,-2.0,-65.0,-40.0,-22.0,-28.0,-9.0,-26.0,-12.0,-18.0,3348.19
-126.0,12.0,19.0,4.0,15.0,5.0,19.0,8.0,21.0,7.0,21.0,9.0,19.0,10.0,15.0,3.0,11.0,20.0,13.0,18.0,19.0,20.0,9.0,11.0,12.0,11.0,10.0,23.0,6.0,23.0,-1.0,22.0,21.0,-2.0,17.0,-5.0,23.0,-6.0,20.0,22.0,-17.0,19.0,19.0,1.0,12.0,18.0,2.0,13.0,4.0,16.0,19.0,15.0,15.0,9.0,14.0,13.0,16.0,9.0,26.0,-1.0,18.0,10.0,16.0,25.0,-4.0,-4.0,-2.0,19.0,15.0,-15.0,2.0,-4.0,3348.2
-126.0,-4.0,-15.0,-32.0,-7.0,-18.0,-8.0,-1.0,-19.0,-14.0,-17.0,-17.0,-16.0,-17.0,-15.0,-19.0,-12.0,-14.0,-5.0,-12.0,-19.0,-5.0,-20.0,4.0,-16.0,1.0,-18.0,0.0,-12.0,-6.0,-6.0,0.0,2.0,-2.0,11.0,-6.0,1.0,1.0,4.0,0.0,-4.0,-9.0,-4.0,-2.0,-7.0,-8.0,-3.0,-6.0,-9.0,-3.0,4.0,-10.0,0.0,-17.0,-1.0,-11.0,-11.0,-11.0,-14.0,0.0,-18.0,-5.0,-14.0,-14.0,-5.0,-6.0,-11.0,-5.0,-12.0,-13.0,-11.0,-7.0,3348.2
98.0,-8.0,-6.0,6.0,-4.0,6.0,-13.0,18.0,-10.0,14.0,-15.0,13.0,-8.0,9.0,-4.0,16.0,-12.0,-10.0,17.0,-7.0,-18.0,13.0,-20.0,6.0,-28.0,4.0,-13.0,-1.0,-22.0,-5.0,-19.0,-1.0,-8.0,-12.0,-7.0,-19.0,-10.0,-21.0,-9.0,-11.0,-16.0,0.0,0.0,-20.0,1.0,2.0,-17.0,15.0,-24.0,18.0,14.0,-14.0,22.0,-8.0,26.0,-10.0,-2.0,23.0,-6.0,18.0,-3.0,16.0,0.0,5.0,18.0,18.0,13.0,19.0,7.0,18.0,17.0,11.0,3348.21
98.0,-14.0,-13.0,-7.0,-13.0,-14.0,-9.0,-15.0,-8.0,-21.0,-3.0,-19.0,-6.0,-12.0,-14.0,-19.0,-17.0,-9.0,-15.0,-10.0,-7.0,-20.0,-5.0,-20.0,-1.0,-15.0,8.0,-22.0,-2.0,-25.0,8.0,-15.0,-17.0,12.0,-15.0,20.0,-19.0,8.0,-12.0,-18.0,13.0,-10.0,-10.0,8.0,-17.0,-20.0,-1.0,-17.0,5.0,-20.0,-19.0,3.0,-15.0,-6.0,-18.0,-14.0,-7.0,-18.0,-17.0,-9.0,-17.0,-13.0,-18.0,-25.0,-9.0,-11.0,-6.0,-19.0,-14.0,-4.0,-8.0,-7.0,3348.21
