subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_82,subcarrier_83,subcarrier_86,subcarrier_87,subcarrier_89,subcarrier_91,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_114,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127,timestamp
-34.0,-32.0,13.0,8.0,-6.0,12.0,-7.0,17.0,-12.0,16.0,-8.0,24.0,-2.0,17.0,-7.0,14.0,-4.0,18.0,24.0,-6.0,20.0,-6.0,21.0,0.0,20.0,2.0,3.0,23.0,2.0,23.0,20.0,7.0,18.0,10.0,8.0,9.0,19.0,10.0,13.0,12.0,16.0,27.0,7.0,24.0,6.0,18.0,8.0,22.0,11.0,12.0,10.0,11.0,8.0,13.0,8.0,22.0,5.0,-2.0,-6.0,16.0,-4.0,17.0,19.0,-12.0,22.0,-13.0,14.0,-13.0,18.0,-19.0,16.0,-20.0,19.0,-22.0,17.0,-18.0,14.0,-15.0,5.0,14.0,-23.0,4.0,-25.0,10.0,-19.0,12.0,-19.0,7.0,-21.0,13.0,-16.0,3.0,-14.0,3295.22
-14.0,32.0,15.0,6.0,13.0,15.0,8.0,3.0,17.0,9.0,12.0,5.0,17.0,11.0,12.0,-2.0,17.0,8.0,1.0,15.0,1.0,22.0,7.0,21.0,-1.0,19.0,25.0,2.0,21.0,-2.0,-9.0,19.0,-10.0,19.0,19.0,-13.0,9.0,-16.0,12.0,-14.0,-14.0,10.0,-24.0,7.0,-17.0,4.0,-21.0,9.0,-5.0,-10.0,14.0,-10.0,13.0,1.0,9.0,-8.0,14.0,19.0,13.0,3.0,15.0,13.0,14.0,19.0,7.0,15.0,19.0,13.0,12.0,9.0,24.0,3.0,18.0,11.0,23.0,6.0,19.0,6.0,27.0,23.0,1.0,17.0,11.0,25.0,7.0,14.0,0.0,14.0,2.0,11.0,6.0,16.0,7.0,3295.22
-128.0,0.0,8.0,-13.0,10.0,-7.0,2.0,-1.0,6.0,-15.0,3.0,-17.0,-3.0,-10.0,4.0,-24.0,4.0,-19.0,-15.0,-2.0,-27.0,4.0,-25.0,4.0,-22.0,3.0,5.0,-22.0,6.0,-26.0,-22.0,0.0,-22.0,-1.0,6.0,-21.0,4.0,-15.0,3.0,-16.0,-12.0,6.0,-13.0,6.0,-12.0,7.0,-7.0,6.0,11.0,10.0,0.0,10.0,4.0,10.0,3.0,9.0,8.0,12.0,13.0,8.0,17.0,14.0,15.0,17.0,15.0,21.0,15.0,20.0,16.0,20.0,18.0,18.0,25.0,21.0,20.0,16.0,16.0,14.0,15.0,23.0,9.0,16.0,13.0,11.0,8.0,17.0,12.0,14.0,9.0,-2.0,0.0,10.0,1.0,3295.24
94.0,-32.0,5.0,-22.0,-11.0,-18.0,-20.0,-21.0,-32.0,11.0,-45.0,17.0,-16.0,6.0,-18.0,2.0,-35.0,18.0,17.0,-38.0,8.0,-66.0,1.0,-70.0,8.0,-56.0,-70.0,2.0,-58.0,3.0,4.0,-59.0,-8.0,-64.0,-56.0,5.0,-55.0,0.0,-55.0,-6.0,4.0,-44.0,-3.0,-33.0,-13.0,-26.0,-8.0,-29.0,2.0,-5.0,24.0,-5.0,28.0,-13.0,24.0,-26.0,27.0,33.0,30.0,-40.0,39.0,-47.0,-54.0,43.0,-68.0,41.0,-60.0,36.0,-60.0,53.0,-64.0,43.0,-54.0,43.0,-63.0,39.0,-44.0,39.0,-38.0,-35.0,54.0,-33.0,54.0,-48.0,42.0,-20.0,59.0,-7.0,12.0,-15.0,4.0,-11.0,6.0,3295.25
95.0,-15.0,21.0,-3.0,13.0,-6.0,8.0,0.0,21.0,-13.0,21.0,-7.0,22.0,-8.0,24.0,-1.0,22.0,-9.0,-15.0,16.0,-17.0,14.0,-12.0,24.0,-14.0,29.0,23.0,-15.0,21.0,-22.0,-7.0,15.0,-19.0,7.0,11.0,-20.0,6.0,-13.0,0.0,-21.0,-25.0,4.0,-23.0,-6.0,-25.0,3.0,-15.0,-2.0,-14.0,-15.0,-10.0,-18.0,-3.0,-14.0,3.0,-17.0,7.0,11.0,12.0,-23.0,18.0,-20.0,-22.0,13.0,3.0,18.0,-12.0,23.0,7.0,18.0,-4.0,21.0,9.0,29.0,10.0,27.0,8.0,25.0,10.0,1.0,20.0,6.0,22.0,15.0,21.0,10.0,22.0,11.0,11.0,9.0,26.0,2.0,16.0,3295.26
-128.0,0.0,8.0,2.0,-7.0,11.0,-17.0,6.0,-17.0,4.0,-10.0,2.0,-19.0,18.0,-20.0,12.0,-16.0,9.0,12.0,-8.0,8.0,-9.0,15.0,-18.0,10.0,-18.0,-13.0,8.0,-13.0,10.0,13.0,-10.0,20.0,-6.0,-5.0,19.0,-8.0,18.0,2.0,17.0,15.0,-1.0,17.0,7.0,17.0,6.0,20.0,7.0,11.0,7.0,6.0,12.0,-4.0,9.0,6.0,15.0,0.0,-6.0,-7.0,13.0,-6.0,15.0,11.0,-9.0,14.0,-14.0,11.0,-17.0,8.0,-23.0,6.0,-22.0,13.0,-22.0,8.0,-22.0,-6.0,-21.0,4.0,2.0,-19.0,-2.0,-19.0,-5.0,-8.0,5.0,-22.0,-10.0,-29.0,0.0,-18.0,6.0,-4.0,3295.27
88.0,-125.0,53.0,0.0,-16.0,1.0,-18.0,0.0,-14.0,7.0,-14.0,8.0,-15.0,11.0,-23.0,14.0,-17.0,10.0,2.0,-5.0,10.0,-13.0,10.0,-25.0,11.0,-20.0,-9.0,17.0,-19.0,17.0,19.0,-5.0,21.0,-4.0,0.0,17.0,4.0,18.0,9.0,21.0,8.0,9.0,12.0,10.0,18.0,22.0,16.0,18.0,5.0,5.0,-7.0,12.0,-20.0,11.0,-12.0,13.0,-20.0,-22.0,-20.0,5.0,-24.0,-4.0,-6.0,-20.0,-14.0,-26.0,-11.0,-22.0,-9.0,-17.0,-10.0,-18.0,-16.0,-16.0,-15.0,-14.0,-25.0,-11.0,-22.0,-15.0,-16.0,-20.0,-24.0,-27.0,-19.0,-13.0,-9.0,-8.0,-15.0,-4.0,-18.0,-10.0,-22.0,3295.27
-128.0,0.0,8.0,-21.0,-12.0,-12.0,-11.0,-16.0,-12.0,-22.0,-6.0,-21.0,-19.0,-18.0,-17.0,-17.0,-19.0,-22.0,-13.0,-8.0,-24.0,-15.0,-5.0,-20.0,-18.0,-11.0,-21.0,-17.0,-18.0,-11.0,-5.0,-15.0,-5.0,-18.0,-21.0,-5.0,-18.0,1.0,-26.0,10.0,3.0,-23.0,7.0,-24.0,8.0,-25.0,11.0,-21.0,7.0,10.0,-13.0,12.0,-9.0,9.0,-15.0,3.0,-11.0,-23.0,-16.0,-9.0,-23.0,1.0,-9.0,-19.0,-10.0,-23.0,-23.0,-9.0,-27.0,-15.0,-27.0,-9.0,-18.0,-4.0,-24.0,-4.0,-31.0,-6.0,-27.0,-19.0,6.0,-25.0,-6.0,-26.0,-3.0,-26.0,1.0,-26.0,1.0,-19.0,1.0,-12.0,-6.0,3295.29
-57.0,112.0,12.0,-1.0,-21.0,6.0,-9.0,-4.0,-11.0,3.0,-17.0,1.0,-19.0,-1.0,-23.0,7.0,-19.0,1.0,4.0,-15.0,5.0,-14.0,11.0,-19.0,7.0,-17.0,-14.0,11.0,-14.0,13.0,10.0,-14.0,18.0,-14.0,-13.0,25.0,-9.0,15.0,-10.0,28.0,23.0,-1.0,24.0,2.0,19.0,0.0,20.0,5.0,15.0,14.0,-4.0,17.0,-5.0,21.0,-7.0,13.0,-16.0,-15.0,-23.0,2.0,-21.0,3.0,4.0,-26.0,-1.0,-17.0,-5.0,-20.0,-10.0,-22.0,-7.0,-26.0,-5.0,-24.0,-12.0,-27.0,-19.0,-23.0,-10.0,-20.0,-20.0,-11.0,-18.0,-17.0,-19.0,-7.0,-18.0,-12.0,-19.0,-6.0,-16.0,-4.0,-18.0,3295.3
-10.0,96.0,15.0,11.0,1.0,8.0,14.0,4.0,8.0,3.0,8.0,6.0,13.0,14.0,13.0,8.0,16.0,6.0,5.0,11.0,7.0,16.0,11.0,22.0,15.0,18.0,21.0,8.0,7.0,-3.0,2.0,18.0,-3.0,20.0,18.0,-3.0,20.0,-8.0,17.0,-10.0,-6.0,15.0,-12.0,17.0,-14.0,20.0,-12.0,15.0,-11.0,-14.0,15.0,-13.0,5.0,-11.0,11.0,-5.0,14.0,7.0,10.0,6.0,18.0,3.0,9.0,14.0,14.0,16.0,12.0,13.0,14.0,15.0,11.0,12.0,20.0,16.0,17.0,16.0,22.0,12.0,21.0,21.0,13.0,16.0,11.0,13.0,8.0,16.0,1.0,9.0,6.0,19.0,6.0,21.0,10.0,3295.31
-108.0,64.0,9.0,2.0,-18.0,15.0,-12.0,10.0,-9.0,15.0,-13.0,14.0,-13.0,16.0,-8.0,19.0,-18.0,14.0,12.0,-7.0,22.0,-12.0,14.0,-6.0,16.0,-9.0,-10.0,12.0,-8.0,18.0,17.0,-1.0,23.0,2.0,2.0,9.0,7.0,18.0,5.0,16.0,16.0,16.0,21.0,17.0,13.0,22.0,13.0,17.0,14.0,12.0,12.0,17.0,3.0,12.0,6.0,17.0,2.0,1.0,-1.0,24.0,-9.0,22.0,19.0,-17.0,9.0,-7.0,18.0,-23.0,8.0,-20.0,14.0,-23.0,10.0,-19.0,11.0,-32.0,0.0,-22.0,-3.0,5.0,-29.0,-2.0,-21.0,5.0,-25.0,-1.0,-24.0,0.0,-22.0,5.0,-18.0,9.0,-19.0,3295.32
98.0,32.0,6.0,2.0,-19.0,14.0,-19.0,14.0,-19.0,6.0,-19.0,13.0,-15.0,2.0,-14.0,12.0,-14.0,11.0,12.0,-16.0,16.0,-20.0,11.0,-19.0,16.0,-14.0,-18.0,14.0,-20.0,15.0,15.0,-6.0,16.0,-13.0,-6.0,21.0,-5.0,19.0,-3.0,20.0,20.0,0.0,19.0,4.0,22.0,6.0,19.0,6.0,5.0,9.0,4.0,13.0,14.0,16.0,2.0,15.0,-2.0,-2.0,5.0,16.0,-14.0,20.0,20.0,-10.0,14.0,-13.0,5.0,-20.0,17.0,-26.0,9.0,-19.0,3.0,-23.0,-7.0,-25.0,-7.0,-25.0,6.0,-1.0,-20.0,-1.0,-23.0,-2.0,-20.0,-5.0,-25.0,3.0,-24.0,10.0,-19.0,7.0,-14.0,3295.33
98.0,32.0,6.0,-13.0,5.0,-22.0,4.0,-19.0,0.0,-15.0,1.0,-15.0,-5.0,-24.0,0.0,-25.0,-1.0,-25.0,-25.0,-2.0,-20.0,-8.0,-16.0,-5.0,-14.0,-3.0,-3.0,-21.0,-4.0,-17.0,-18.0,-11.0,-15.0,-12.0,-17.0,-11.0,-23.0,-6.0,-22.0,-8.0,-2.0,-21.0,-8.0,-20.0,-8.0,-16.0,-7.0,-23.0,-3.0,-7.0,-19.0,-3.0,-8.0,-7.0,-12.0,-11.0,-11.0,-13.0,-10.0,-22.0,-4.0,-16.0,-18.0,1.0,-18.0,-3.0,-13.0,-1.0,-23.0,9.0,-14.0,3.0,-26.0,16.0,-18.0,5.0,-18.0,13.0,-24.0,-21.0,19.0,-17.0,18.0,-17.0,20.0,-17.0,19.0,-15.0,9.0,-18.0,8.0,-9.0,14.0,3295.33
-10.0,96.0,15.0,-1.0,16.0,-30.0,30.0,-24.0,32.0,-20.0,52.0,-40.0,13.0,-47.0,44.0,-11.0,44.0,-23.0,-10.0,54.0,-41.0,65.0,-39.0,74.0,-35.0,56.0,59.0,-41.0,66.0,-28.0,-32.0,51.0,-30.0,42.0,41.0,-27.0,40.0,-25.0,33.0,-24.0,-20.0,24.0,-15.0,16.0,-9.0,12.0,-4.0,11.0,2.0,12.0,-27.0,18.0,-29.0,24.0,-23.0,35.0,-23.0,-21.0,-17.0,55.0,-14.0,59.0,60.0,-15.0,64.0,-14.0,72.0,-20.0,66.0,-20.0,78.0,-21.0,66.0,-18.0,73.0,-24.0,58.0,-38.0,48.0,56.0,-47.0,43.0,-44.0,54.0,-18.0,22.0,-18.0,36.0,-24.0,19.0,-13.0,6.0,-6.0,3295.35
-108.0,64.0,9.0,-3.0,19.0,7.0,27.0,-31.0,51.0,-28.0,24.0,-24.0,61.0,-42.0,44.0,-46.0,73.0,-10.0,-13.0,69.0,-11.0,80.0,-33.0,65.0,-24.0,52.0,63.0,-37.0,59.0,-29.0,-22.0,59.0,-30.0,51.0,48.0,-18.0,47.0,-23.0,40.0,-25.0,-19.0,27.0,-6.0,20.0,-3.0,12.0,-5.0,16.0,2.0,7.0,-27.0,16.0,-20.0,23.0,-19.0,29.0,-12.0,-15.0,-14.0,60.0,-14.0,69.0,63.0,-13.0,67.0,-7.0,71.0,-19.0,61.0,-12.0,71.0,-25.0,69.0,-17.0,65.0,-16.0,61.0,-19.0,42.0,48.0,-16.0,42.0,-39.0,33.0,2.0,47.0,-2.0,42.0,-27.0,20.0,-18.0,-2.0,7.0,3295.35
94.0,-32.0,5.0,1.0,-7.0,-2.0,-8.0,-4.0,-15.0,-6.0,-17.0,3.0,-13.0,-2.0,-17.0,-3.0,-21.0,-6.0,4.0,-25.0,0.0,-21.0,-7.0,-27.0,-8.0,-22.0,-29.0,-4.0,-20.0,-5.0,-6.0,-19.0,-5.0,-24.0,-20.0,5.0,-24.0,0.0,-17.0,-7.0,-6.0,-9.0,1.0,-19.0,-1.0,-15.0,0.0,-4.0,-1.0,2.0,9.0,-8.0,11.0,-12.0,11.0,-9.0,5.0,9.0,6.0,-24.0,10.0,-13.0,-27.0,6.0,-32.0,3.0,-31.0,11.0,-29.0,12.0,-29.0,15.0,-20.0,16.0,-24.0,12.0,-25.0,13.0,-17.0,-16.0,18.0,-16.0,9.0,-17.0,16.0,-19.0,6.0,-12.0,9.0,-8.0,9.0,-8.0,6.0,3295.36
94.0,-32.0,5.0,9.0,2.0,11.0,1.0,17.0,-4.0,17.0,4.0,22.0,2.0,21.0,0.0,29.0,3.0,31.0,26.0,1.0,29.0,2.0,27.0,-2.0,32.0,-3.0,-1.0,26.0,-2.0,26.0,27.0,4.0,22.0,-2.0,1.0,19.0,2.0,18.0,3.0,15.0,12.0,3.0,10.0,3.0,7.0,-2.0,7.0,-3.0,-10.0,-9.0,-1.0,-13.0,2.0,-9.0,-8.0,-12.0,-10.0,-12.0,-18.0,-14.0,-16.0,-12.0,-15.0,-26.0,-16.0,-26.0,-19.0,-27.0,-16.0,-26.0,-20.0,-27.0,-20.0,-26.0,-22.0,-23.0,-17.0,-23.0,-18.0,-16.0,-18.0,-15.0,-16.0,-16.0,-12.0,-11.0,-5.0,-12.0,-8.0,-7.0,-4.0,-2.0,-8.0,3295.36
-128.0,0.0,8.0,0.0,5.0,3.0,10.0,-1.0,14.0,0.0,15.0,2.0,19.0,4.0,24.0,-1.0,22.0,0.0,2.0,29.0,4.0,28.0,5.0,27.0,5.0,28.0,28.0,1.0,24.0,1.0,3.0,25.0,2.0,23.0,24.0,1.0,19.0,-1.0,18.0,-1.0,0.0,14.0,0.0,10.0,2.0,8.0,0.0,5.0,-5.0,-2.0,-9.0,-2.0,-14.0,5.0,-12.0,5.0,-14.0,-14.0,-14.0,20.0,-17.0,20.0,23.0,-17.0,22.0,-20.0,25.0,-19.0,25.0,-21.0,25.0,-25.0,24.0,-19.0,19.0,-21.0,22.0,-22.0,19.0,15.0,-18.0,10.0,-18.0,11.0,-14.0,7.0,-14.0,5.0,-17.0,1.0,-10.0,3.0,-6.0,3295.37
124.0,-64.0,7.0,-3.0,-6.0,-10.0,-19.0,3.0,-24.0,4.0,-14.0,-4.0,-19.0,-2.0,-21.0,1.0,-14.0,-5.0,-1.0,-14.0,2.0,-18.0,-1.0,-21.0,-5.0,-22.0,-21.0,4.0,-18.0,-3.0,5.0,-18.0,2.0,-26.0,-11.0,10.0,-20.0,12.0,-18.0,15.0,19.0,-19.0,18.0,-10.0,18.0,-16.0,20.0,-8.0,13.0,7.0,-1.0,12.0,-5.0,16.0,-11.0,19.0,-11.0,-19.0,-18.0,13.0,-15.0,6.0,5.0,-24.0,1.0,-20.0,2.0,-15.0,-8.0,-17.0,-5.0,-28.0,-12.0,-15.0,-15.0,-24.0,-12.0,-23.0,-22.0,-18.0,-22.0,-19.0,-9.0,-25.0,-9.0,-18.0,-15.0,-13.0,-10.0,-11.0,-17.0,-11.0,-9.0,3295.4
100.0,64.0,6.0,8.0,-4.0,11.0,-17.0,12.0,-11.0,18.0,-9.0,14.0,-7.0,10.0,-1.0,17.0,-6.0,14.0,21.0,-11.0,22.0,-7.0,15.0,-12.0,22.0,-4.0,-6.0,22.0,0.0,16.0,19.0,7.0,19.0,5.0,4.0,18.0,11.0,14.0,10.0,12.0,7.0,20.0,10.0,20.0,11.0,16.0,7.0,16.0,10.0,10.0,7.0,10.0,8.0,15.0,6.0,12.0,3.0,2.0,-1.0,21.0,-4.0,22.0,20.0,-14.0,12.0,-20.0,16.0,-14.0,18.0,-11.0,10.0,-12.0,4.0,-23.0,5.0,-25.0,11.0,-23.0,11.0,5.0,-24.0,3.0,-21.0,-1.0,-23.0,7.0,-25.0,9.0,-20.0,9.0,-14.0,2.0,-11.0,3295.42
-108.0,64.0,9.0,-5.0,-10.0,-5.0,-6.0,-1.0,-11.0,-12.0,-27.0,-5.0,-17.0,0.0,-21.0,2.0,-25.0,-12.0,-8.0,-28.0,-9.0,-15.0,-1.0,-23.0,-7.0,-17.0,-16.0,5.0,-29.0,3.0,9.0,-14.0,10.0,-20.0,-21.0,14.0,-17.0,19.0,-7.0,18.0,19.0,-10.0,23.0,-11.0,21.0,-3.0,17.0,-7.0,7.0,8.0,-8.0,3.0,-11.0,9.0,-17.0,-6.0,-18.0,-21.0,-26.0,0.0,-16.0,-9.0,-10.0,-16.0,-9.0,-25.0,-19.0,-10.0,-17.0,-16.0,-19.0,-14.0,-22.0,-12.0,-17.0,-22.0,-22.0,-21.0,-20.0,-27.0,-2.0,-29.0,-15.0,-24.0,-17.0,-29.0,-6.0,-17.0,-2.0,-21.0,-5.0,-12.0,-4.0,3295.43
-66.0,-32.0,11.0,18.0,-13.0,18.0,-4.0,18.0,-5.0,20.0,-12.0,15.0,2.0,23.0,6.0,17.0,2.0,20.0,19.0,0.0,20.0,-1.0,22.0,-4.0,19.0,7.0,4.0,22.0,6.0,12.0,21.0,7.0,11.0,11.0,16.0,18.0,23.0,10.0,17.0,8.0,11.0,20.0,0.0,27.0,2.0,19.0,1.0,18.0,3.0,-2.0,16.0,2.0,4.0,4.0,16.0,9.0,15.0,15.0,16.0,10.0,15.0,17.0,19.0,10.0,24.0,11.0,27.0,-2.0,31.0,-1.0,20.0,-9.0,26.0,-9.0,22.0,-14.0,16.0,-12.0,19.0,15.0,-15.0,16.0,-10.0,20.0,-18.0,19.0,-14.0,13.0,-10.0,15.0,-8.0,14.0,-4.0,3295.43
-46.0,32.0,13.0,-7.0,-20.0,4.0,-16.0,0.0,-23.0,-3.0,-17.0,2.0,-20.0,2.0,-26.0,-6.0,-26.0,4.0,5.0,-22.0,5.0,-18.0,1.0,-22.0,-3.0,-22.0,-15.0,3.0,-24.0,14.0,13.0,-16.0,15.0,-24.0,-20.0,13.0,-11.0,19.0,-14.0,16.0,14.0,-12.0,18.0,-6.0,23.0,-2.0,18.0,-5.0,9.0,12.0,5.0,11.0,7.0,17.0,4.0,13.0,-9.0,-12.0,-8.0,16.0,-20.0,13.0,8.0,-18.0,11.0,-23.0,3.0,-20.0,7.0,-19.0,0.0,-22.0,3.0,-26.0,-5.0,-26.0,-6.0,-17.0,-5.0,-5.0,-20.0,-11.0,-30.0,-9.0,-28.0,-10.0,-11.0,-5.0,-26.0,-6.0,-22.0,0.0,-12.0,3295.44
13.0,-45.0,48.0,3.0,-10.0,-6.0,-1.0,-4.0,-11.0,-8.0,-11.0,-19.0,-16.0,-5.0,-12.0,-10.0,-17.0,-4.0,-13.0,-30.0,-11.0,-24.0,-16.0,-18.0,-11.0,-17.0,-23.0,-14.0,-23.0,-10.0,-6.0,-21.0,-5.0,-20.0,-18.0,-3.0,-18.0,-2.0,-15.0,-3.0,0.0,-10.0,-1.0,-9.0,0.0,-9.0,1.0,-7.0,9.0,6.0,-2.0,5.0,1.0,5.0,4.0,0.0,9.0,11.0,17.0,-1.0,19.0,-6.0,-4.0,23.0,-2.0,22.0,-1.0,27.0,-5.0,26.0,-4.0,31.0,-2.0,25.0,-4.0,23.0,1.0,30.0,2.0,-2.0,19.0,1.0,25.0,6.0,17.0,3.0,14.0,-5.0,10.0,7.0,8.0,-1.0,6.0,3295.45
-128.0,0.0,8.0,1.0,0.0,7.0,5.0,9.0,11.0,11.0,11.0,7.0,17.0,14.0,22.0,18.0,17.0,17.0,11.0,19.0,14.0,24.0,16.0,20.0,20.0,23.0,24.0,21.0,20.0,13.0,14.0,24.0,13.0,18.0,18.0,10.0,20.0,-2.0,16.0,0.0,7.0,9.0,9.0,9.0,11.0,1.0,5.0,9.0,-11.0,-5.0,-6.0,-8.0,-7.0,0.0,-9.0,-3.0,-13.0,-13.0,-24.0,-1.0,-25.0,0.0,-2.0,-21.0,-2.0,-39.0,3.0,-42.0,-6.0,-37.0,2.0,-38.0,-6.0,-37.0,0.0,-29.0,-13.0,-28.0,-7.0,-12.0,-25.0,-16.0,-29.0,-3.0,-28.0,-6.0,-14.0,-4.0,-21.0,-10.0,-8.0,-12.0,-6.0,3295.45
-51.0,-48.0,12.0,-5.0,11.0,-6.0,35.0,-19.0,39.0,-23.0,36.0,-59.0,28.0,-50.0,54.0,-35.0,32.0,-32.0,-20.0,34.0,-42.0,50.0,-48.0,45.0,-54.0,34.0,53.0,-42.0,48.0,-49.0,-46.0,30.0,-40.0,36.0,31.0,-37.0,26.0,-37.0,26.0,-28.0,-24.0,21.0,-16.0,14.0,-10.0,6.0,-12.0,19.0,-7.0,0.0,-17.0,14.0,-12.0,24.0,-15.0,27.0,-17.0,-10.0,-14.0,55.0,-12.0,67.0,59.0,-7.0,67.0,-11.0,69.0,-17.0,76.0,-1.0,74.0,-5.0,71.0,-23.0,70.0,-5.0,83.0,-12.0,77.0,39.0,-19.0,52.0,-4.0,41.0,-27.0,39.0,-23.0,-5.0,-20.0,21.0,-16.0,14.0,-5.0,3295.46
94.0,-32.0,5.0,-14.0,15.0,-46.0,7.0,-40.0,32.0,-21.0,28.0,-47.0,3.0,-66.0,1.0,-46.0,7.0,-53.0,-54.0,30.0,-63.0,15.0,-72.0,31.0,-70.0,15.0,19.0,-76.0,10.0,-61.0,-58.0,14.0,-51.0,15.0,17.0,-44.0,9.0,-44.0,6.0,-37.0,-32.0,3.0,-27.0,-2.0,-16.0,2.0,-16.0,2.0,0.0,5.0,-12.0,11.0,-15.0,17.0,-5.0,29.0,-8.0,9.0,19.0,53.0,13.0,52.0,45.0,23.0,58.0,22.0,75.0,31.0,84.0,22.0,66.0,15.0,73.0,23.0,78.0,12.0,79.0,16.0,76.0,71.0,-1.0,63.0,6.0,31.0,7.0,42.0,-31.0,33.0,7.0,12.0,6.0,26.0,-5.0,3295.46
-66.0,-32.0,11.0,13.0,-14.0,6.0,-42.0,-1.0,-35.0,-27.0,-47.0,-23.0,-35.0,-22.0,-37.0,-23.0,-47.0,-22.0,-12.0,-63.0,-10.0,-55.0,-25.0,-70.0,-2.0,-69.0,-72.0,-19.0,-66.0,-13.0,-11.0,-67.0,-3.0,-56.0,-65.0,3.0,-52.0,4.0,-46.0,7.0,12.0,-30.0,7.0,-36.0,-2.0,-18.0,-3.0,-15.0,19.0,17.0,1.0,11.0,8.0,16.0,23.0,0.0,33.0,34.0,47.0,-1.0,54.0,-2.0,-17.0,65.0,-6.0,74.0,2.0,78.0,-1.0,93.0,-4.0,63.0,-5.0,84.0,-8.0,83.0,-5.0,63.0,6.0,10.0,53.0,18.0,49.0,1.0,42.0,4.0,26.0,12.0,50.0,1.0,29.0,6.0,8.0,3295.47
-46.0,32.0,13.0,0.0,3.0,-32.0,31.0,-43.0,11.0,-24.0,11.0,-56.0,-7.0,-66.0,-19.0,-52.0,-11.0,-57.0,-54.0,16.0,-68.0,-2.0,-88.0,7.0,-77.0,-4.0,5.0,-73.0,-11.0,-66.0,-60.0,-1.0,-59.0,-4.0,-5.0,-39.0,0.0,-47.0,-1.0,-32.0,-36.0,-3.0,-30.0,-3.0,-25.0,-5.0,-21.0,2.0,10.0,19.0,-10.0,17.0,2.0,17.0,-1.0,22.0,19.0,33.0,43.0,31.0,41.0,29.0,37.0,52.0,47.0,54.0,45.0,54.0,42.0,60.0,55.0,47.0,72.0,54.0,65.0,53.0,46.0,40.0,44.0,42.0,27.0,45.0,16.0,45.0,31.0,38.0,14.0,41.0,-9.0,40.0,7.0,15.0,-13.0,3295.48
124.0,-64.0,7.0,-4.0,0.0,-2.0,-5.0,34.0,11.0,33.0,18.0,54.0,52.0,69.0,45.0,35.0,28.0,63.0,59.0,16.0,49.0,24.0,43.0,37.0,46.0,29.0,46.0,48.0,45.0,50.0,42.0,50.0,37.0,45.0,46.0,27.0,33.0,17.0,36.0,9.0,14.0,30.0,20.0,19.0,7.0,11.0,16.0,8.0,-22.0,-18.0,9.0,-22.0,0.0,-22.0,-12.0,-21.0,-13.0,-31.0,-40.0,-22.0,-45.0,-19.0,-27.0,-56.0,-29.0,-66.0,-36.0,-73.0,-44.0,-76.0,-34.0,-74.0,-33.0,-72.0,-32.0,-79.0,-31.0,-74.0,-44.0,-33.0,-38.0,-17.0,-37.0,-40.0,-35.0,-23.0,-35.0,-64.0,-28.0,-24.0,-8.0,-8.0,-10.0,3295.48
100.0,64.0,6.0,-4.0,-6.0,19.0,-14.0,35.0,-23.0,8.0,-2.0,35.0,-35.0,41.0,-36.0,9.0,-10.0,40.0,46.0,-46.0,24.0,-39.0,47.0,-52.0,50.0,-49.0,-38.0,56.0,-34.0,49.0,57.0,-37.0,45.0,-26.0,-22.0,38.0,-21.0,38.0,-16.0,40.0,24.0,-17.0,27.0,-6.0,19.0,-17.0,20.0,-11.0,16.0,2.0,18.0,1.0,22.0,-4.0,13.0,-20.0,9.0,17.0,18.0,-49.0,21.0,-56.0,-62.0,13.0,-72.0,10.0,-83.0,24.0,-76.0,31.0,-74.0,25.0,-84.0,9.0,-76.0,28.0,-66.0,25.0,-56.0,-59.0,25.0,-48.0,22.0,-26.0,55.0,-28.0,30.0,-32.0,26.0,-7.0,34.0,-23.0,13.0,3295.49
