subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_6,subcarrier_7,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_12,subcarrier_13,subcarrier_15,subcarrier_16,subcarrier_18,subcarrier_20,subcarrier_21,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_26,subcarrier_27,subcarrier_28,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_39,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_49,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_76,subcarrier_77,subcarrier_78,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_83,subcarrier_86,subcarrier_88,subcarrier_89,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_98,subcarrier_99,subcarrier_100,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_113,subcarrier_114,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_124,subcarrier_125,subcarrier_126,timestamp
-111.0,22.0,0.0,4.0,3.0,5.0,5.0,5.0,-4.0,11.0,8.0,6.0,-1.0,8.0,9.0,17.0,7.0,11.0,5.0,9.0,10.0,3.0,16.0,6.0,24.0,1.0,17.0,-9.0,11.0,1.0,14.0,-9.0,18.0,1.0,11.0,-11.0,11.0,-15.0,8.0,6.0,-11.0,17.0,-18.0,-2.0,8.0,2.0,10.0,0.0,10.0,9.0,4.0,11.0,11.0,14.0,14.0,1.0,6.0,23.0,10.0,17.0,1.0,21.0,-6.0,8.0,0.0,16.0,12.0,-12.0,13.0,-6.0,12.0,-16.0,15.0,-3.0,23.0,6.0,-7.0,11.0,-9.0,10.0,1192.93
0.0,8.0,-16.0,-23.0,8.0,6.0,-18.0,7.0,-18.0,4.0,13.0,-21.0,-22.0,-23.0,8.0,9.0,-24.0,9.0,-30.0,9.0,-27.0,-26.0,7.0,-21.0,11.0,-21.0,7.0,-18.0,11.0,-15.0,9.0,-12.0,8.0,-14.0,10.0,-10.0,5.0,-9.0,5.0,2.0,-3.0,2.0,-2.0,31.0,11.0,32.0,8.0,35.0,9.0,10.0,35.0,30.0,3.0,5.0,26.0,7.0,23.0,18.0,2.0,17.0,6.0,11.0,4.0,6.0,7.0,5.0,3.0,12.0,-2.0,5.0,-5.0,7.0,-7.0,11.0,-10.0,-12.0,6.0,-17.0,7.0,-12.0,1192.97
-32.0,5.0,-14.0,-13.0,-13.0,-12.0,-13.0,-8.0,-17.0,-18.0,-15.0,-15.0,-15.0,-15.0,-23.0,-17.0,-16.0,-16.0,-23.0,-15.0,-18.0,-16.0,-16.0,-21.0,-17.0,-21.0,-13.0,-17.0,-13.0,-18.0,-12.0,-15.0,-9.0,-14.0,-8.0,-10.0,-7.0,-8.0,-5.0,-4.0,-6.0,-4.0,-4.0,15.0,30.0,16.0,29.0,14.0,29.0,29.0,22.0,21.0,26.0,25.0,11.0,24.0,14.0,6.0,20.0,10.0,13.0,4.0,13.0,-2.0,9.0,-2.0,-2.0,3.0,-7.0,2.0,-11.0,3.0,-10.0,1.0,-14.0,-15.0,1.0,-17.0,-3.0,-12.0,1192.98
-32.0,5.0,12.0,24.0,-44.0,-16.0,32.0,-33.0,13.0,-41.0,-33.0,32.0,36.0,25.0,-38.0,-45.0,37.0,-46.0,24.0,-61.0,29.0,34.0,-41.0,23.0,-53.0,24.0,-37.0,17.0,-44.0,15.0,-35.0,5.0,-36.0,16.0,-26.0,6.0,-23.0,3.0,-17.0,-14.0,6.0,-8.0,12.0,-64.0,1.0,-71.0,2.0,-71.0,7.0,12.0,-74.0,-71.0,16.0,9.0,-65.0,11.0,-50.0,-45.0,2.0,-44.0,4.0,-25.0,8.0,-17.0,-3.0,-23.0,-3.0,-14.0,3.0,-25.0,-7.0,-27.0,-8.0,-32.0,15.0,10.0,-32.0,4.0,-26.0,13.0,1192.99
64.0,9.0,19.0,19.0,4.0,2.0,25.0,-2.0,17.0,6.0,0.0,13.0,21.0,18.0,2.0,1.0,22.0,-5.0,24.0,-5.0,21.0,21.0,-1.0,22.0,-8.0,21.0,-8.0,15.0,-9.0,18.0,-8.0,13.0,-5.0,12.0,-3.0,11.0,-6.0,9.0,-4.0,-2.0,7.0,-2.0,5.0,-19.0,-26.0,-20.0,-22.0,-27.0,-24.0,-20.0,-26.0,-28.0,-24.0,-19.0,-17.0,-17.0,-20.0,-19.0,-16.0,-15.0,-13.0,-9.0,-12.0,-4.0,-7.0,-3.0,1.0,-6.0,7.0,-5.0,7.0,-4.0,10.0,-8.0,12.0,12.0,-8.0,14.0,-7.0,18.0,1192.99
-64.0,6.0,0.0,3.0,-9.0,11.0,-5.0,3.0,9.0,4.0,11.0,4.0,12.0,12.0,15.0,6.0,7.0,16.0,12.0,15.0,22.0,10.0,16.0,8.0,14.0,17.0,17.0,10.0,20.0,1.0,17.0,9.0,20.0,3.0,14.0,3.0,9.0,-2.0,12.0,7.0,-9.0,19.0,-6.0,-10.0,-1.0,-7.0,0.0,1.0,1.0,8.0,1.0,2.0,8.0,8.0,9.0,13.0,15.0,17.0,12.0,10.0,5.0,20.0,8.0,24.0,3.0,14.0,17.0,0.0,24.0,1.0,23.0,1.0,14.0,-6.0,17.0,17.0,-13.0,5.0,-4.0,4.0,1193.0
-128.0,10.0,-3.0,-6.0,4.0,-9.0,-8.0,-3.0,-4.0,-13.0,-11.0,-8.0,6.0,2.0,-16.0,-18.0,-1.0,-10.0,5.0,-13.0,12.0,4.0,-23.0,5.0,-24.0,6.0,-14.0,4.0,-18.0,15.0,-10.0,15.0,-3.0,10.0,-10.0,10.0,-5.0,17.0,-6.0,-5.0,15.0,4.0,17.0,4.0,-5.0,4.0,-8.0,1.0,-8.0,-8.0,-8.0,-11.0,-1.0,-10.0,-16.0,-7.0,-21.0,-16.0,-3.0,-24.0,-3.0,-25.0,-1.0,-12.0,-10.0,-19.0,-25.0,-3.0,-19.0,6.0,-22.0,3.0,-19.0,4.0,-9.0,-22.0,0.0,-11.0,7.0,-9.0,1193.03
-48.0,8.0,-7.0,-1.0,4.0,-7.0,4.0,-2.0,10.0,-6.0,-5.0,9.0,7.0,11.0,-3.0,-9.0,14.0,-6.0,21.0,-6.0,22.0,20.0,-7.0,16.0,-6.0,21.0,0.0,18.0,4.0,14.0,4.0,17.0,7.0,11.0,4.0,14.0,9.0,14.0,11.0,13.0,-1.0,16.0,7.0,0.0,-10.0,4.0,-6.0,3.0,-7.0,-8.0,-4.0,-4.0,-13.0,-13.0,-10.0,-18.0,-11.0,-7.0,-13.0,-17.0,-19.0,-11.0,-10.0,-18.0,-5.0,-18.0,-22.0,-10.0,-12.0,-9.0,-21.0,2.0,-21.0,-4.0,-20.0,-15.0,2.0,-16.0,-6.0,-11.0,1193.03
-112.0,7.0,-2.0,-2.0,0.0,-5.0,2.0,-5.0,9.0,-1.0,-6.0,11.0,15.0,13.0,-9.0,-8.0,14.0,-7.0,13.0,-9.0,18.0,13.0,-7.0,13.0,-10.0,13.0,-4.0,22.0,-8.0,16.0,3.0,18.0,2.0,13.0,0.0,17.0,14.0,14.0,6.0,12.0,11.0,12.0,4.0,3.0,-6.0,10.0,1.0,0.0,-2.0,-5.0,3.0,3.0,-12.0,-10.0,5.0,-14.0,2.0,-3.0,-23.0,-5.0,-12.0,-1.0,-13.0,-9.0,-17.0,-3.0,-7.0,-10.0,-14.0,-12.0,-14.0,-10.0,-10.0,-11.0,-23.0,-18.0,-6.0,-16.0,-11.0,-14.0,1193.04
-48.0,12.0,3.0,-3.0,5.0,-5.0,0.0,7.0,15.0,5.0,-12.0,-1.0,7.0,21.0,9.0,19.0,21.0,16.0,11.0,18.0,18.0,7.0,11.0,0.0,7.0,6.0,23.0,-4.0,14.0,-3.0,17.0,-13.0,22.0,-6.0,17.0,-8.0,13.0,-9.0,15.0,11.0,-11.0,12.0,-10.0,-1.0,-6.0,3.0,-1.0,0.0,-3.0,-17.0,-4.0,-8.0,-11.0,-8.0,-5.0,-17.0,-11.0,-15.0,-10.0,-4.0,-13.0,-13.0,-24.0,-9.0,-19.0,-9.0,-17.0,-28.0,-25.0,-17.0,-15.0,-15.0,-18.0,-11.0,-10.0,-25.0,-5.0,-4.0,-7.0,-9.0,1193.04
32.0,15.0,-4.0,1.0,-2.0,2.0,1.0,1.0,5.0,-2.0,-3.0,18.0,16.0,10.0,-9.0,-4.0,12.0,-16.0,11.0,-7.0,17.0,13.0,-7.0,16.0,-10.0,19.0,-2.0,15.0,-2.0,19.0,4.0,19.0,-4.0,18.0,5.0,8.0,4.0,13.0,5.0,15.0,9.0,14.0,-2.0,0.0,5.0,-2.0,2.0,6.0,2.0,5.0,17.0,11.0,-14.0,-11.0,6.0,-13.0,3.0,0.0,-22.0,3.0,-15.0,9.0,-21.0,-2.0,-16.0,0.0,-7.0,-20.0,-6.0,-15.0,-10.0,-12.0,-7.0,-9.0,-7.0,-3.0,-17.0,-6.0,-11.0,2.0,1193.05
-64.0,7.0,5.0,-3.0,4.0,-5.0,5.0,4.0,2.0,9.0,5.0,-10.0,0.0,-12.0,14.0,13.0,-16.0,12.0,-16.0,11.0,-6.0,-15.0,9.0,-14.0,16.0,-17.0,13.0,-12.0,14.0,-22.0,5.0,-17.0,-1.0,-21.0,-3.0,-14.0,-4.0,-17.0,1.0,-10.0,-14.0,-14.0,-15.0,-6.0,-4.0,-8.0,2.0,-2.0,-2.0,1.0,-1.0,-2.0,5.0,15.0,-6.0,16.0,-2.0,5.0,15.0,-2.0,21.0,4.0,13.0,8.0,15.0,8.0,15.0,11.0,17.0,11.0,15.0,10.0,24.0,11.0,7.0,16.0,-1.0,5.0,3.0,13.0,1193.05
0.0,8.0,0.0,14.0,-10.0,-7.0,2.0,-1.0,0.0,-9.0,-8.0,7.0,1.0,29.0,-12.0,-14.0,9.0,-5.0,13.0,-27.0,25.0,21.0,-10.0,20.0,-8.0,16.0,-10.0,22.0,-22.0,26.0,-12.0,16.0,-7.0,19.0,-9.0,11.0,-6.0,23.0,-10.0,-5.0,20.0,10.0,9.0,0.0,6.0,0.0,1.0,-4.0,-2.0,1.0,6.0,17.0,9.0,7.0,0.0,5.0,24.0,13.0,4.0,9.0,0.0,7.0,-4.0,15.0,-5.0,18.0,4.0,-13.0,8.0,-19.0,16.0,-20.0,1.0,-21.0,1.0,10.0,-22.0,-8.0,-12.0,-6.0,1193.06
-64.0,6.0,13.0,15.0,10.0,11.0,8.0,9.0,5.0,10.0,4.0,8.0,4.0,8.0,19.0,14.0,9.0,17.0,16.0,18.0,13.0,12.0,16.0,15.0,19.0,15.0,16.0,13.0,13.0,13.0,11.0,15.0,11.0,9.0,8.0,9.0,8.0,6.0,4.0,1.0,0.0,0.0,2.0,4.0,-32.0,5.0,-33.0,5.0,-35.0,-37.0,2.0,5.0,-33.0,-30.0,0.0,-28.0,-3.0,1.0,-22.0,-1.0,-16.0,2.0,-14.0,0.0,-6.0,1.0,6.0,-1.0,8.0,4.0,9.0,4.0,9.0,9.0,11.0,17.0,5.0,17.0,9.0,11.0,1193.06
-128.0,10.0,23.0,29.0,41.0,28.0,25.0,35.0,2.0,42.0,48.0,22.0,22.0,41.0,41.0,41.0,23.0,51.0,27.0,41.0,30.0,25.0,43.0,29.0,43.0,20.0,39.0,27.0,36.0,21.0,35.0,25.0,24.0,14.0,23.0,12.0,19.0,16.0,10.0,2.0,0.0,-1.0,2.0,6.0,-73.0,17.0,-76.0,14.0,-79.0,-80.0,10.0,3.0,-83.0,-74.0,5.0,-60.0,7.0,9.0,-53.0,8.0,-46.0,6.0,-36.0,5.0,-29.0,9.0,11.0,-5.0,5.0,3.0,13.0,12.0,20.0,8.0,21.0,17.0,9.0,28.0,24.0,28.0,1193.08
-112.0,7.0,-1.0,6.0,21.0,28.0,-12.0,31.0,15.0,36.0,56.0,4.0,2.0,0.0,37.0,62.0,17.0,52.0,12.0,57.0,7.0,15.0,53.0,11.0,49.0,14.0,45.0,3.0,50.0,6.0,39.0,21.0,31.0,9.0,23.0,5.0,16.0,15.0,22.0,5.0,4.0,9.0,-2.0,50.0,-63.0,54.0,-61.0,49.0,-59.0,-64.0,47.0,48.0,-80.0,-66.0,35.0,-59.0,28.0,25.0,-43.0,21.0,-39.0,12.0,-29.0,16.0,-21.0,9.0,9.0,4.0,19.0,8.0,14.0,11.0,14.0,16.0,13.0,24.0,18.0,15.0,38.0,18.0,1193.08
-48.0,8.0,-40.0,-30.0,-4.0,17.0,-41.0,20.0,-38.0,27.0,-3.0,-45.0,-44.0,-63.0,15.0,0.0,-53.0,2.0,-58.0,12.0,-50.0,-60.0,8.0,-39.0,24.0,-51.0,16.0,-34.0,19.0,-38.0,22.0,-38.0,20.0,-23.0,9.0,-22.0,10.0,-22.0,4.0,6.0,2.0,7.0,-4.0,64.0,31.0,72.0,33.0,76.0,30.0,31.0,72.0,79.0,24.0,27.0,68.0,21.0,49.0,42.0,7.0,38.0,19.0,24.0,11.0,19.0,20.0,18.0,6.0,13.0,-19.0,16.0,-3.0,12.0,-16.0,15.0,-36.0,-15.0,26.0,-35.0,14.0,-40.0,1193.09
-48.0,12.0,-32.0,-46.0,22.0,19.0,-38.0,4.0,-32.0,3.0,6.0,-51.0,-49.0,-50.0,13.0,-1.0,-48.0,27.0,-44.0,17.0,-49.0,-58.0,18.0,-59.0,23.0,-38.0,13.0,-32.0,22.0,-39.0,23.0,-34.0,8.0,-32.0,8.0,-23.0,9.0,-19.0,3.0,8.0,-5.0,6.0,1.0,61.0,39.0,74.0,40.0,60.0,37.0,39.0,75.0,69.0,25.0,24.0,67.0,20.0,53.0,52.0,18.0,31.0,19.0,30.0,10.0,21.0,24.0,12.0,2.0,22.0,-12.0,14.0,-26.0,21.0,-34.0,19.0,-40.0,-31.0,10.0,-38.0,15.0,-24.0,1193.09
32.0,15.0,-8.0,0.0,-13.0,-12.0,2.0,-14.0,-11.0,-21.0,-18.0,-4.0,-6.0,-6.0,-20.0,-20.0,-9.0,-21.0,-4.0,-23.0,-4.0,-5.0,-22.0,-7.0,-22.0,-8.0,-23.0,-8.0,-19.0,-9.0,-18.0,-8.0,-15.0,-7.0,-11.0,-6.0,-10.0,-3.0,-7.0,-5.0,-2.0,-2.0,-2.0,5.0,32.0,7.0,32.0,8.0,34.0,32.0,8.0,6.0,34.0,31.0,4.0,27.0,3.0,2.0,21.0,3.0,13.0,-2.0,10.0,-4.0,8.0,-4.0,-3.0,1.0,-11.0,-1.0,-5.0,-3.0,-9.0,-5.0,-8.0,-13.0,-6.0,-9.0,-9.0,-14.0,1193.1
-64.0,7.0,0.0,24.0,45.0,33.0,12.0,24.0,14.0,31.0,41.0,5.0,2.0,1.0,51.0,45.0,15.0,54.0,3.0,44.0,13.0,7.0,48.0,16.0,50.0,12.0,49.0,6.0,35.0,11.0,38.0,13.0,27.0,8.0,28.0,6.0,20.0,14.0,20.0,8.0,-3.0,3.0,2.0,19.0,-71.0,22.0,-78.0,18.0,-79.0,-84.0,8.0,9.0,-81.0,-71.0,8.0,-66.0,18.0,9.0,-51.0,10.0,-44.0,11.0,-31.0,11.0,-19.0,17.0,10.0,5.0,15.0,7.0,10.0,4.0,17.0,13.0,12.0,11.0,29.0,28.0,21.0,41.0,1193.1
0.0,8.0,8.0,28.0,-34.0,-43.0,22.0,-22.0,32.0,-37.0,-35.0,33.0,44.0,35.0,-41.0,-25.0,56.0,-33.0,48.0,-33.0,32.0,28.0,-30.0,47.0,-32.0,34.0,-39.0,45.0,-28.0,34.0,-22.0,24.0,-18.0,23.0,-15.0,12.0,-22.0,20.0,-9.0,-10.0,0.0,-4.0,2.0,-64.0,21.0,-70.0,28.0,-74.0,32.0,38.0,-79.0,-73.0,41.0,30.0,-57.0,26.0,-66.0,-35.0,23.0,-43.0,14.0,-37.0,5.0,-25.0,-1.0,-22.0,-7.0,-4.0,1.0,-20.0,11.0,-24.0,9.0,-35.0,23.0,28.0,-42.0,22.0,-45.0,10.0,1193.11
64.0,9.0,18.0,29.0,18.0,8.0,22.0,21.0,31.0,28.0,33.0,36.0,26.0,21.0,37.0,35.0,26.0,33.0,40.0,34.0,38.0,42.0,37.0,45.0,40.0,34.0,34.0,38.0,26.0,24.0,28.0,26.0,15.0,28.0,22.0,12.0,16.0,21.0,14.0,8.0,-2.0,-6.0,0.0,-38.0,-68.0,-33.0,-69.0,-38.0,-72.0,-80.0,-37.0,-35.0,-69.0,-59.0,-32.0,-54.0,-25.0,-24.0,-49.0,-22.0,-40.0,-15.0,-28.0,5.0,-21.0,3.0,10.0,-14.0,11.0,6.0,17.0,7.0,30.0,1.0,32.0,18.0,25.0,43.0,12.0,37.0,1193.11
0.0,8.0,-12.0,-25.0,15.0,19.0,-30.0,26.0,-28.0,11.0,11.0,-44.0,-47.0,-54.0,7.0,22.0,-62.0,22.0,-55.0,14.0,-61.0,-55.0,20.0,-64.0,20.0,-50.0,20.0,-37.0,19.0,-38.0,16.0,-37.0,8.0,-29.0,7.0,-15.0,9.0,-24.0,9.0,9.0,-6.0,10.0,2.0,67.0,-9.0,80.0,-14.0,77.0,-15.0,-15.0,72.0,76.0,-16.0,-15.0,60.0,-8.0,51.0,54.0,-5.0,42.0,-8.0,24.0,-2.0,12.0,1.0,13.0,4.0,14.0,-11.0,9.0,-7.0,13.0,-12.0,18.0,-15.0,-24.0,40.0,-32.0,30.0,-13.0,1193.12
-95.0,17.0,1.0,-7.0,-13.0,-1.0,1.0,-4.0,-4.0,9.0,13.0,2.0,15.0,2.0,10.0,14.0,5.0,24.0,11.0,20.0,13.0,1.0,20.0,3.0,18.0,7.0,12.0,1.0,27.0,-5.0,25.0,-8.0,13.0,-15.0,23.0,-16.0,21.0,-12.0,13.0,10.0,-19.0,4.0,-14.0,4.0,2.0,3.0,1.0,5.0,5.0,5.0,12.0,11.0,-7.0,-13.0,15.0,-7.0,10.0,8.0,-16.0,15.0,-20.0,6.0,-19.0,12.0,-31.0,9.0,9.0,-23.0,2.0,-25.0,12.0,-27.0,17.0,-28.0,2.0,1.0,-18.0,5.0,-8.0,-2.0,1193.13
-95.0,19.0,3.0,-1.0,1.0,2.0,5.0,4.0,15.0,3.0,-5.0,12.0,11.0,18.0,14.0,12.0,9.0,24.0,8.0,10.0,15.0,6.0,16.0,15.0,21.0,7.0,18.0,7.0,20.0,6.0,24.0,5.0,24.0,-9.0,19.0,0.0,14.0,-15.0,13.0,13.0,-13.0,19.0,-12.0,-1.0,5.0,5.0,4.0,-4.0,13.0,5.0,2.0,8.0,-3.0,6.0,13.0,-15.0,16.0,18.0,-12.0,11.0,-16.0,16.0,-24.0,9.0,-17.0,11.0,15.0,-16.0,16.0,-21.0,4.0,-32.0,3.0,-23.0,11.0,11.0,-28.0,-1.0,-8.0,8.0,1193.13
