subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_17,subcarrier_18,subcarrier_19,subcarrier_20,subcarrier_21,subcarrier_22,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_27,subcarrier_29,subcarrier_30,subcarrier_31,subcarrier_32,subcarrier_33,subcarrier_36,subcarrier_37,subcarrier_38,subcarrier_40,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_46,subcarrier_47,subcarrier_50,subcarrier_51,subcarrier_52,subcarrier_76,subcarrier_77,subcarrier_79,subcarrier_80,subcarrier_82,subcarrier_83,subcarrier_84,subcarrier_86,subcarrier_87,subcarrier_88,subcarrier_89,subcarrier_90,subcarrier_91,subcarrier_92,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_99,subcarrier_100,subcarrier_102,subcarrier_104,subcarrier_105,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_113,subcarrier_114,subcarrier_115,subcarrier_116,subcarrier_117,subcarrier_118,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127,timestamp
124.0,-64.0,7.0,-8.0,2.0,-5.0,0.0,-2.0,1.0,-7.0,8.0,0.0,7.0,1.0,11.0,4.0,18.0,-2.0,24.0,4.0,25.0,-2.0,5.0,5.0,34.0,12.0,27.0,11.0,25.0,12.0,19.0,9.0,17.0,17.0,9.0,8.0,18.0,0.0,15.0,-4.0,7.0,-4.0,-4.0,2.0,2.0,-8.0,7.0,7.0,-17.0,6.0,-26.0,7.0,-27.0,5.0,8.0,-24.0,3.0,-29.0,-31.0,-1.0,-6.0,-6.0,-34.0,-13.0,-34.0,-9.0,-29.0,-9.0,-39.0,-14.0,-29.0,-14.0,-23.0,-20.0,-25.0,-13.0,-15.0,-14.0,-8.0,-26.0,-3.0,-14.0,-13.0,-16.0,1986.47
98.0,32.0,6.0,-7.0,0.0,-2.0,2.0,-5.0,8.0,-4.0,9.0,-2.0,13.0,-3.0,19.0,-3.0,18.0,-1.0,18.0,-5.0,22.0,1.0,-4.0,-3.0,22.0,-6.0,18.0,-1.0,19.0,7.0,19.0,21.0,12.0,15.0,15.0,3.0,8.0,4.0,10.0,-4.0,7.0,-10.0,-11.0,1.0,-3.0,-17.0,-1.0,-4.0,-12.0,-11.0,-18.0,-5.0,-20.0,-3.0,-10.0,-28.0,-12.0,-18.0,-25.0,-13.0,-21.0,-16.0,-25.0,-21.0,-21.0,-16.0,-23.0,-23.0,-12.0,-20.0,-15.0,-19.0,-17.0,-20.0,-12.0,-25.0,-21.0,-12.0,-21.0,-11.0,-17.0,-5.0,-20.0,-6.0,1986.47
98.0,32.0,6.0,-3.0,-4.0,-2.0,-6.0,-2.0,2.0,4.0,3.0,-3.0,9.0,1.0,9.0,-3.0,12.0,-2.0,21.0,1.0,15.0,-4.0,0.0,0.0,22.0,2.0,10.0,1.0,16.0,12.0,17.0,12.0,15.0,9.0,2.0,6.0,17.0,-2.0,10.0,-4.0,-2.0,-13.0,-6.0,-5.0,-7.0,-6.0,-3.0,-11.0,-11.0,-19.0,-12.0,-17.0,-20.0,-14.0,-16.0,-21.0,-21.0,-14.0,-20.0,-23.0,-18.0,-16.0,-12.0,-22.0,-8.0,-27.0,-9.0,-23.0,-13.0,-26.0,-8.0,-18.0,-8.0,-17.0,-6.0,-15.0,-23.0,-5.0,-15.0,-1.0,-17.0,-8.0,-17.0,-5.0,1986.5
-51.0,-48.0,12.0,-15.0,-15.0,-7.0,-9.0,-2.0,-26.0,-8.0,-21.0,-7.0,-18.0,3.0,-24.0,-12.0,-29.0,-7.0,-18.0,-9.0,-24.0,-8.0,-14.0,-13.0,-29.0,-8.0,-25.0,-12.0,-23.0,-9.0,-20.0,-14.0,-14.0,-8.0,-11.0,-7.0,-6.0,-3.0,-4.0,0.0,22.0,-5.0,-4.0,24.0,23.0,-6.0,28.0,25.0,-4.0,25.0,-8.0,24.0,-6.0,24.0,24.0,-6.0,21.0,-6.0,-5.0,17.0,14.0,11.0,-4.0,11.0,1.0,8.0,-1.0,7.0,-2.0,1.0,-8.0,3.0,-1.0,-1.0,-2.0,0.0,0.0,1.0,-5.0,-1.0,2.0,-5.0,-6.0,-8.0,1986.51
94.0,-32.0,5.0,3.0,-17.0,1.0,-19.0,2.0,-23.0,0.0,-29.0,3.0,-27.0,4.0,-30.0,5.0,-30.0,5.0,-29.0,3.0,-32.0,5.0,6.0,6.0,-34.0,5.0,-31.0,5.0,-25.0,5.0,-26.0,-20.0,-18.0,1.0,-14.0,-12.0,-2.0,-3.0,-3.0,0.0,23.0,-14.0,-13.0,25.0,24.0,-16.0,25.0,22.0,-16.0,23.0,-16.0,23.0,-18.0,20.0,19.0,-14.0,19.0,-17.0,-10.0,17.0,15.0,10.0,-6.0,11.0,-9.0,6.0,-5.0,6.0,-7.0,3.0,-7.0,2.0,-2.0,0.0,-2.0,0.0,-5.0,-3.0,-2.0,1.0,-8.0,-2.0,-7.0,-2.0,1986.51
124.0,-64.0,7.0,-11.0,0.0,-14.0,-4.0,-18.0,-3.0,-18.0,0.0,-30.0,-7.0,-28.0,-9.0,-30.0,-7.0,-29.0,-5.0,-35.0,-10.0,-38.0,-37.0,-36.0,-7.0,-37.0,-10.0,-34.0,-7.0,-29.0,-6.0,-2.0,3.0,-17.0,0.0,-1.0,-12.0,3.0,-1.0,0.0,11.0,24.0,29.0,11.0,16.0,29.0,13.0,14.0,27.0,18.0,29.0,13.0,29.0,10.0,13.0,26.0,13.0,20.0,21.0,11.0,7.0,8.0,16.0,1.0,9.0,5.0,8.0,1.0,7.0,10.0,4.0,4.0,3.0,1.0,1.0,2.0,-4.0,-6.0,3.0,-2.0,1.0,-7.0,0.0,-7.0,1986.52
124.0,-64.0,7.0,12.0,-7.0,14.0,-8.0,17.0,-8.0,15.0,-9.0,25.0,-8.0,23.0,-7.0,21.0,-4.0,28.0,-5.0,32.0,-7.0,32.0,31.0,30.0,-6.0,30.0,-8.0,28.0,-6.0,24.0,-9.0,-7.0,-9.0,16.0,-4.0,-3.0,9.0,0.0,2.0,-1.0,-5.0,-27.0,-28.0,-5.0,-6.0,-30.0,-5.0,-6.0,-30.0,-6.0,-30.0,-4.0,-27.0,-7.0,-6.0,-28.0,-5.0,-26.0,-22.0,-4.0,-4.0,-4.0,-14.0,-3.0,-15.0,0.0,-8.0,1.0,-14.0,-3.0,-8.0,-2.0,-3.0,-3.0,-1.0,0.0,-5.0,2.0,1.0,2.0,-4.0,8.0,-2.0,4.0,1986.55
94.0,-32.0,5.0,4.0,9.0,3.0,15.0,2.0,16.0,5.0,21.0,6.0,21.0,4.0,20.0,0.0,24.0,-2.0,28.0,-4.0,24.0,-8.0,-4.0,1.0,25.0,-1.0,24.0,-3.0,22.0,-7.0,21.0,12.0,10.0,-6.0,14.0,6.0,3.0,4.0,5.0,2.0,-23.0,-12.0,-12.0,-27.0,-26.0,-12.0,-25.0,-31.0,-12.0,-25.0,-10.0,-19.0,-13.0,-21.0,-16.0,-3.0,-19.0,-11.0,-7.0,-16.0,-7.0,-14.0,10.0,-23.0,-9.0,2.0,-4.0,-6.0,6.0,-4.0,5.0,0.0,-3.0,-10.0,5.0,-5.0,3.0,5.0,7.0,-4.0,3.0,4.0,5.0,3.0,1986.55
94.0,-32.0,5.0,11.0,-8.0,9.0,-13.0,12.0,-13.0,14.0,-11.0,19.0,-20.0,17.0,-17.0,28.0,-21.0,21.0,-23.0,26.0,-16.0,24.0,21.0,24.0,-18.0,17.0,-24.0,27.0,-9.0,12.0,-18.0,-13.0,-7.0,7.0,-7.0,-12.0,3.0,-4.0,4.0,-1.0,3.0,-31.0,-28.0,0.0,6.0,-32.0,3.0,5.0,-34.0,-3.0,-30.0,-5.0,-30.0,-1.0,4.0,-37.0,0.0,-7.0,-24.0,5.0,-6.0,5.0,-14.0,-1.0,-18.0,4.0,-4.0,-5.0,-15.0,-3.0,9.0,-6.0,-3.0,1.0,1.0,4.0,7.0,2.0,-9.0,2.0,-5.0,0.0,-1.0,5.0,1986.56
124.0,-64.0,7.0,10.0,-1.0,6.0,-12.0,2.0,-7.0,0.0,-8.0,-5.0,-7.0,-11.0,-5.0,-10.0,-14.0,-7.0,-19.0,0.0,-16.0,-12.0,-6.0,-5.0,-27.0,0.0,-31.0,-3.0,-21.0,-2.0,-22.0,-4.0,-13.0,-12.0,-14.0,-1.0,-9.0,-4.0,-15.0,5.0,-7.0,3.0,1.0,-9.0,-10.0,4.0,-7.0,-6.0,20.0,-12.0,18.0,-1.0,21.0,-2.0,-12.0,13.0,-5.0,22.0,33.0,-12.0,-6.0,8.0,16.0,11.0,22.0,14.0,24.0,17.0,25.0,13.0,26.0,9.0,15.0,9.0,27.0,12.0,13.0,18.0,13.0,9.0,12.0,15.0,8.0,15.0,1986.56
124.0,-64.0,7.0,-5.0,8.0,-1.0,2.0,-5.0,8.0,4.0,14.0,8.0,10.0,14.0,7.0,9.0,5.0,20.0,18.0,14.0,14.0,16.0,24.0,24.0,10.0,25.0,11.0,21.0,6.0,25.0,12.0,7.0,-7.0,21.0,-3.0,-3.0,25.0,-13.0,22.0,-19.0,11.0,2.0,1.0,13.0,7.0,-2.0,11.0,15.0,-13.0,12.0,-10.0,13.0,-19.0,17.0,19.0,-20.0,26.0,-28.0,-24.0,15.0,12.0,13.0,-35.0,0.0,-31.0,5.0,-34.0,0.0,-32.0,0.0,-33.0,1.0,-31.0,-2.0,-35.0,-7.0,4.0,-23.0,-5.0,-22.0,0.0,-23.0,-3.0,-16.0,1986.57
124.0,-64.0,7.0,-11.0,3.0,-2.0,4.0,0.0,-1.0,-1.0,3.0,5.0,18.0,5.0,15.0,8.0,18.0,15.0,14.0,6.0,19.0,11.0,11.0,15.0,21.0,7.0,19.0,17.0,11.0,17.0,17.0,10.0,4.0,24.0,5.0,4.0,17.0,0.0,12.0,-8.0,10.0,4.0,-3.0,10.0,9.0,-3.0,7.0,4.0,-15.0,9.0,-18.0,8.0,-18.0,9.0,8.0,-22.0,8.0,-26.0,-19.0,6.0,10.0,6.0,-32.0,-1.0,-25.0,0.0,-38.0,-1.0,-29.0,-1.0,-30.0,-6.0,-24.0,-2.0,-29.0,-4.0,-10.0,-27.0,-4.0,-17.0,-10.0,-23.0,-4.0,-13.0,1986.58
-126.0,32.0,8.0,-7.0,11.0,-5.0,-6.0,-3.0,11.0,7.0,0.0,8.0,10.0,13.0,12.0,16.0,7.0,20.0,9.0,16.0,12.0,23.0,26.0,26.0,14.0,28.0,12.0,25.0,1.0,25.0,-1.0,-5.0,-2.0,23.0,-13.0,-8.0,20.0,-13.0,10.0,-17.0,10.0,-2.0,0.0,7.0,11.0,-6.0,8.0,8.0,-16.0,11.0,-18.0,17.0,-20.0,9.0,11.0,-17.0,18.0,-28.0,-26.0,17.0,19.0,9.0,-31.0,2.0,-31.0,3.0,-28.0,6.0,-28.0,7.0,-34.0,1.0,-31.0,5.0,-33.0,-5.0,-3.0,-25.0,-6.0,-23.0,-1.0,-19.0,-1.0,-15.0,1986.6
-34.0,-30.0,45.0,20.0,15.0,8.0,8.0,12.0,9.0,20.0,23.0,14.0,16.0,16.0,25.0,22.0,18.0,13.0,26.0,10.0,22.0,19.0,17.0,12.0,22.0,19.0,18.0,18.0,17.0,13.0,14.0,9.0,9.0,13.0,4.0,1.0,6.0,-4.0,3.0,-6.0,-25.0,14.0,13.0,-27.0,-27.0,12.0,-25.0,-25.0,10.0,-27.0,11.0,-25.0,14.0,-26.0,-26.0,9.0,-22.0,6.0,4.0,-20.0,-16.0,-15.0,2.0,-16.0,0.0,-10.0,0.0,-8.0,2.0,-6.0,4.0,-6.0,1.0,-2.0,0.0,-4.0,0.0,0.0,-1.0,6.0,-1.0,9.0,10.0,5.0,1986.61
98.0,32.0,6.0,44.0,-2.0,47.0,29.0,37.0,-9.0,57.0,7.0,76.0,2.0,58.0,21.0,59.0,24.0,73.0,28.0,66.0,19.0,87.0,71.0,78.0,20.0,56.0,17.0,63.0,21.0,53.0,8.0,11.0,2.0,37.0,0.0,-5.0,23.0,-13.0,0.0,-11.0,-66.0,-27.0,-25.0,-62.0,-70.0,-30.0,-65.0,-62.0,-33.0,-62.0,-32.0,-61.0,-39.0,-57.0,-53.0,-39.0,-54.0,-30.0,-24.0,-48.0,-35.0,-35.0,-25.0,-27.0,-19.0,-26.0,-19.0,-21.0,-11.0,-14.0,1.0,-18.0,1.0,-17.0,-5.0,2.0,-11.0,16.0,-6.0,18.0,-7.0,31.0,1.0,11.0,1986.62
115.0,48.0,7.0,-21.0,59.0,6.0,52.0,-14.0,61.0,-13.0,52.0,-45.0,54.0,-27.0,56.0,-30.0,52.0,-49.0,66.0,-32.0,79.0,-53.0,-35.0,-40.0,56.0,-36.0,64.0,-57.0,53.0,-29.0,37.0,41.0,27.0,-14.0,28.0,20.0,-13.0,6.0,8.0,10.0,-28.0,68.0,59.0,-25.0,-22.0,72.0,-35.0,-25.0,69.0,-31.0,67.0,-30.0,72.0,-30.0,-24.0,50.0,-24.0,56.0,41.0,-21.0,-21.0,-13.0,30.0,-13.0,26.0,-9.0,17.0,-7.0,14.0,-2.0,12.0,0.0,1.0,5.0,-2.0,2.0,18.0,-11.0,17.0,11.0,15.0,-8.0,25.0,-5.0,1986.62
124.0,-64.0,7.0,10.0,-32.0,17.0,-43.0,-1.0,-62.0,28.0,-64.0,31.0,-78.0,-2.0,-53.0,23.0,-84.0,41.0,-61.0,42.0,-81.0,42.0,45.0,35.0,-54.0,33.0,-70.0,38.0,-53.0,27.0,-53.0,-47.0,-35.0,13.0,-30.0,-16.0,3.0,-6.0,-8.0,4.0,35.0,-59.0,-56.0,33.0,44.0,-70.0,41.0,28.0,-62.0,35.0,-66.0,40.0,-58.0,33.0,30.0,-51.0,30.0,-51.0,-37.0,28.0,34.0,18.0,-29.0,19.0,-27.0,14.0,-18.0,4.0,-26.0,-8.0,0.0,1.0,-20.0,-9.0,-3.0,-11.0,-12.0,-19.0,1.0,-6.0,-15.0,-2.0,-20.0,13.0,1986.63
94.0,-32.0,5.0,40.0,28.0,17.0,7.0,50.0,3.0,54.0,34.0,62.0,23.0,60.0,30.0,59.0,53.0,59.0,38.0,46.0,41.0,75.0,76.0,63.0,56.0,52.0,59.0,64.0,32.0,44.0,36.0,24.0,14.0,31.0,4.0,7.0,14.0,-9.0,-1.0,-10.0,-47.0,-37.0,-37.0,-56.0,-54.0,-41.0,-58.0,-53.0,-47.0,-62.0,-42.0,-53.0,-37.0,-53.0,-48.0,-40.0,-33.0,-50.0,-44.0,-39.0,-27.0,-26.0,-26.0,-23.0,-21.0,-19.0,-30.0,-15.0,-16.0,-19.0,-11.0,-8.0,1.0,-14.0,0.0,8.0,-22.0,22.0,-16.0,18.0,2.0,20.0,4.0,20.0,1986.63
94.0,-32.0,5.0,13.0,-14.0,13.0,-12.0,15.0,-16.0,17.0,-11.0,22.0,-16.0,26.0,-17.0,27.0,-18.0,27.0,-15.0,29.0,-15.0,29.0,32.0,30.0,-14.0,30.0,-13.0,28.0,-12.0,29.0,-14.0,-11.0,-7.0,13.0,-8.0,-6.0,7.0,-7.0,1.0,0.0,-1.0,-30.0,-33.0,-2.0,2.0,-32.0,-3.0,-2.0,-34.0,-2.0,-35.0,2.0,-34.0,-3.0,-2.0,-32.0,-3.0,-30.0,-24.0,0.0,-1.0,4.0,-17.0,0.0,-11.0,1.0,-12.0,-4.0,-9.0,-1.0,-5.0,-3.0,-4.0,-3.0,-1.0,-2.0,-2.0,3.0,-3.0,8.0,-5.0,5.0,-7.0,4.0,1986.64
124.0,-64.0,7.0,-10.0,-14.0,-9.0,-13.0,-13.0,-17.0,-9.0,-13.0,-13.0,-18.0,-13.0,-22.0,-7.0,-20.0,-15.0,-22.0,-6.0,-31.0,-10.0,-7.0,-14.0,-21.0,-3.0,-29.0,-17.0,-22.0,-13.0,-20.0,-15.0,-15.0,-2.0,-15.0,-10.0,-1.0,-2.0,-6.0,2.0,22.0,3.0,7.0,24.0,26.0,7.0,27.0,29.0,3.0,21.0,10.0,28.0,7.0,25.0,20.0,8.0,27.0,1.0,10.0,19.0,14.0,17.0,1.0,9.0,5.0,5.0,5.0,-1.0,3.0,14.0,-5.0,8.0,1.0,4.0,7.0,1.0,-3.0,3.0,2.0,-2.0,-3.0,-13.0,-3.0,-9.0,1986.65
124.0,-64.0,7.0,2.0,-19.0,3.0,-19.0,7.0,-21.0,12.0,-24.0,8.0,-26.0,7.0,-27.0,11.0,-27.0,12.0,-27.0,16.0,-29.0,15.0,17.0,14.0,-26.0,13.0,-28.0,13.0,-25.0,11.0,-22.0,-17.0,-16.0,7.0,-15.0,-11.0,0.0,-2.0,-3.0,-1.0,13.0,-25.0,-23.0,15.0,14.0,-26.0,15.0,12.0,-26.0,15.0,-29.0,13.0,-25.0,14.0,12.0,-23.0,11.0,-22.0,-16.0,9.0,7.0,8.0,-12.0,6.0,-8.0,7.0,-6.0,2.0,-7.0,4.0,-6.0,2.0,-3.0,-2.0,0.0,-5.0,-5.0,2.0,-7.0,1.0,-6.0,-1.0,-9.0,2.0,1986.65
124.0,-64.0,7.0,14.0,3.0,19.0,4.0,15.0,4.0,19.0,7.0,23.0,7.0,21.0,8.0,25.0,8.0,26.0,11.0,26.0,9.0,26.0,29.0,28.0,12.0,27.0,12.0,26.0,7.0,22.0,8.0,6.0,2.0,15.0,3.0,3.0,10.0,-4.0,4.0,-5.0,-21.0,-19.0,-23.0,-21.0,-20.0,-22.0,-23.0,-21.0,-22.0,-20.0,-20.0,-17.0,-21.0,-19.0,-18.0,-20.0,-17.0,-16.0,-17.0,-12.0,-10.0,-8.0,-12.0,-6.0,-11.0,-8.0,-9.0,-7.0,-6.0,-6.0,-5.0,-4.0,-3.0,-4.0,-1.0,-3.0,-2.0,1.0,-1.0,4.0,1.0,3.0,-3.0,8.0,1986.66
