subcarrier_0,subcarrier_1,subcarrier_2,subcarrier_4,subcarrier_5,subcarrier_6,subcarrier_7,subcarrier_8,subcarrier_9,subcarrier_10,subcarrier_11,subcarrier_13,subcarrier_14,subcarrier_15,subcarrier_16,subcarrier_18,subcarrier_20,subcarrier_21,subcarrier_23,subcarrier_24,subcarrier_25,subcarrier_27,subcarrier_28,subcarrier_30,subcarrier_31,subcarrier_33,subcarrier_34,subcarrier_35,subcarrier_36,subcarrier_38,subcarrier_40,subcarrier_41,subcarrier_42,subcarrier_43,subcarrier_44,subcarrier_45,subcarrier_46,subcarrier_47,subcarrier_48,subcarrier_49,subcarrier_50,subcarrier_52,subcarrier_53,subcarrier_76,subcarrier_79,subcarrier_80,subcarrier_81,subcarrier_84,subcarrier_85,subcarrier_86,subcarrier_87,subcarrier_90,subcarrier_92,subcarrier_93,subcarrier_94,subcarrier_95,subcarrier_96,subcarrier_97,subcarrier_98,subcarrier_99,subcarrier_101,subcarrier_102,subcarrier_103,subcarrier_104,subcarrier_106,subcarrier_107,subcarrier_108,subcarrier_109,subcarrier_110,subcarrier_111,subcarrier_112,subcarrier_114,subcarrier_116,subcarrier_119,subcarrier_120,subcarrier_121,subcarrier_122,subcarrier_123,subcarrier_124,subcarrier_125,subcarrier_126,subcarrier_127,timestamp
-98.0,-32.0,9.0,-18.0,-5.0,-23.0,-1.0,-21.0,-6.0,-26.0,-5.0,0.0,-25.0,1.0,-25.0,-24.0,-25.0,-2.0,-4.0,-22.0,0.0,2.0,-23.0,-21.0,3.0,1.0,-16.0,1.0,-12.0,-7.0,-7.0,0.0,-2.0,3.0,6.0,-2.0,9.0,-2.0,7.0,0.0,13.0,16.0,2.0,33.0,19.0,33.0,21.0,38.0,14.0,37.0,16.0,37.0,32.0,17.0,31.0,14.0,30.0,8.0,26.0,8.0,9.0,15.0,10.0,11.0,5.0,6.0,4.0,8.0,-2.0,7.0,0.0,-8.0,-10.0,4.0,-11.0,3.0,-16.0,4.0,-16.0,1.0,-17.0,-3.0,1666.6
-34.0,-30.0,45.0,8.0,15.0,10.0,13.0,3.0,13.0,10.0,19.0,13.0,8.0,17.0,7.0,6.0,10.0,16.0,22.0,12.0,18.0,19.0,11.0,9.0,12.0,8.0,6.0,10.0,2.0,1.0,1.0,3.0,0.0,0.0,-3.0,-3.0,1.0,-4.0,-4.0,-11.0,-5.0,-3.0,-9.0,-11.0,-32.0,-7.0,-33.0,-11.0,-33.0,-15.0,-29.0,-24.0,-9.0,-26.0,-13.0,-32.0,-3.0,-24.0,-7.0,-24.0,-19.0,-5.0,-13.0,1.0,2.0,-11.0,1.0,-6.0,1.0,0.0,4.0,4.0,6.0,8.0,5.0,11.0,3.0,7.0,4.0,13.0,4.0,9.0,1666.61
-40.0,-127.0,29.0,16.0,-5.0,17.0,-9.0,18.0,-9.0,20.0,-10.0,-4.0,21.0,-8.0,23.0,21.0,20.0,-9.0,-10.0,17.0,-13.0,-13.0,18.0,15.0,-10.0,-9.0,14.0,-6.0,6.0,7.0,5.0,-1.0,-2.0,-5.0,-5.0,-1.0,-9.0,2.0,-10.0,2.0,-12.0,-14.0,6.0,-35.0,6.0,-38.0,6.0,-40.0,9.0,-36.0,9.0,-35.0,-34.0,7.0,-30.0,8.0,-26.0,4.0,-23.0,5.0,-1.0,-16.0,1.0,-14.0,-7.0,1.0,-5.0,-2.0,-2.0,0.0,2.0,2.0,7.0,-7.0,11.0,-8.0,13.0,-6.0,14.0,-4.0,11.0,-3.0,1666.61
-20.0,-63.0,30.0,7.0,10.0,9.0,18.0,9.0,20.0,6.0,16.0,18.0,9.0,20.0,6.0,11.0,7.0,21.0,21.0,10.0,23.0,16.0,6.0,10.0,11.0,13.0,9.0,14.0,5.0,4.0,4.0,1.0,-1.0,-3.0,3.0,-3.0,-2.0,-10.0,-5.0,-7.0,-7.0,-3.0,-17.0,-12.0,-31.0,-18.0,-36.0,-14.0,-34.0,-22.0,-35.0,-17.0,-17.0,-29.0,-15.0,-31.0,-12.0,-27.0,-8.0,-21.0,-18.0,-5.0,-13.0,-3.0,-3.0,-7.0,1.0,-2.0,1.0,-4.0,3.0,5.0,-2.0,7.0,1.0,14.0,4.0,14.0,9.0,15.0,9.0,13.0,1666.62
-91.0,80.0,10.0,12.0,21.0,8.0,18.0,9.0,19.0,6.0,19.0,21.0,5.0,20.0,8.0,10.0,10.0,17.0,19.0,9.0,22.0,19.0,5.0,8.0,16.0,15.0,6.0,14.0,5.0,-1.0,3.0,1.0,-6.0,-1.0,2.0,-6.0,1.0,-3.0,-5.0,-14.0,-4.0,-7.0,-16.0,-17.0,-35.0,-18.0,-33.0,-20.0,-31.0,-17.0,-35.0,-20.0,-16.0,-29.0,-18.0,-28.0,-16.0,-21.0,-12.0,-23.0,-15.0,-7.0,-18.0,-4.0,-6.0,-8.0,-3.0,-4.0,0.0,2.0,1.0,5.0,6.0,7.0,7.0,8.0,9.0,10.0,7.0,14.0,9.0,14.0,1666.62
-71.0,-112.0,11.0,-4.0,-20.0,5.0,-21.0,1.0,-24.0,5.0,-22.0,-21.0,3.0,-26.0,4.0,2.0,4.0,-26.0,-24.0,0.0,-23.0,-23.0,3.0,0.0,-21.0,-16.0,0.0,-14.0,1.0,2.0,2.0,-4.0,-2.0,0.0,-2.0,3.0,-4.0,3.0,-4.0,13.0,-1.0,-9.0,14.0,-7.0,34.0,-3.0,36.0,2.0,38.0,-1.0,37.0,0.0,-1.0,31.0,-4.0,30.0,-2.0,26.0,-3.0,20.0,20.0,-4.0,14.0,-2.0,-4.0,5.0,-6.0,1.0,1.0,-1.0,-2.0,-2.0,0.0,-9.0,-2.0,-14.0,-1.0,-17.0,0.0,-19.0,-3.0,-13.0,1666.63
94.0,-32.0,5.0,-18.0,-6.0,-20.0,-2.0,-20.0,-5.0,-25.0,-1.0,-8.0,-24.0,-6.0,-29.0,-31.0,-25.0,-3.0,-6.0,-24.0,-5.0,-3.0,-17.0,-26.0,-4.0,-1.0,-13.0,2.0,-13.0,-12.0,-7.0,2.0,1.0,3.0,4.0,-1.0,5.0,3.0,13.0,0.0,16.0,17.0,4.0,32.0,21.0,35.0,20.0,36.0,24.0,35.0,21.0,29.0,31.0,22.0,28.0,17.0,25.0,14.0,23.0,13.0,10.0,17.0,7.0,8.0,8.0,8.0,-1.0,4.0,1.0,3.0,-5.0,-3.0,-10.0,-1.0,-18.0,-5.0,-22.0,0.0,-18.0,-3.0,-13.0,-5.0,1666.64
124.0,-64.0,7.0,-11.0,-16.0,-7.0,-19.0,-11.0,-19.0,-14.0,-22.0,-18.0,-10.0,-20.0,-8.0,-16.0,-8.0,-17.0,-23.0,-11.0,-17.0,-18.0,-10.0,-16.0,-15.0,-17.0,-7.0,-13.0,-6.0,-4.0,-1.0,-2.0,-2.0,-3.0,2.0,5.0,-1.0,4.0,-1.0,7.0,4.0,1.0,17.0,15.0,32.0,18.0,29.0,18.0,34.0,21.0,32.0,19.0,17.0,26.0,14.0,22.0,9.0,23.0,13.0,20.0,17.0,5.0,12.0,2.0,4.0,7.0,1.0,0.0,-1.0,-2.0,-7.0,-3.0,-6.0,-9.0,-11.0,-7.0,-11.0,-11.0,-15.0,-17.0,-11.0,-15.0,1666.64
108.0,-64.0,6.0,-11.0,19.0,-9.0,15.0,-13.0,17.0,-13.0,17.0,19.0,-15.0,20.0,-15.0,-14.0,-11.0,18.0,22.0,-11.0,19.0,17.0,-9.0,-11.0,15.0,15.0,-13.0,10.0,-5.0,-5.0,-4.0,6.0,1.0,2.0,8.0,-1.0,8.0,-5.0,7.0,-2.0,9.0,13.0,-9.0,13.0,-34.0,16.0,-34.0,12.0,-32.0,11.0,-30.0,12.0,13.0,-31.0,15.0,-27.0,11.0,-27.0,9.0,-21.0,-19.0,4.0,-10.0,2.0,4.0,-8.0,4.0,0.0,2.0,3.0,-2.0,-4.0,-2.0,12.0,-4.0,10.0,-6.0,17.0,-3.0,15.0,-2.0,14.0,1666.65
124.0,-64.0,7.0,-5.0,-8.0,5.0,1.0,2.0,-10.0,-2.0,-7.0,-8.0,9.0,-4.0,11.0,22.0,14.0,-3.0,3.0,20.0,5.0,0.0,18.0,28.0,3.0,5.0,20.0,6.0,30.0,16.0,20.0,11.0,22.0,20.0,18.0,15.0,12.0,16.0,6.0,23.0,7.0,1.0,19.0,13.0,-1.0,9.0,-10.0,5.0,-11.0,10.0,-10.0,5.0,6.0,-22.0,0.0,-20.0,2.0,-24.0,-1.0,-28.0,-31.0,-7.0,-31.0,-9.0,-12.0,-33.0,-23.0,-40.0,-9.0,-32.0,-17.0,-17.0,-15.0,-20.0,-18.0,-19.0,-14.0,-18.0,-5.0,-15.0,-9.0,-8.0,1666.68
98.0,32.0,6.0,-3.0,1.0,-8.0,0.0,2.0,-5.0,5.0,-7.0,-1.0,1.0,-12.0,10.0,4.0,11.0,-11.0,-8.0,25.0,-16.0,-9.0,16.0,18.0,-14.0,-10.0,25.0,-8.0,24.0,28.0,24.0,-2.0,23.0,5.0,24.0,4.0,13.0,8.0,13.0,5.0,13.0,12.0,18.0,7.0,-10.0,4.0,-8.0,-1.0,-9.0,-1.0,-12.0,-11.0,-10.0,-20.0,-5.0,-20.0,-9.0,-20.0,-20.0,-17.0,-18.0,-25.0,-8.0,-24.0,-29.0,-19.0,-31.0,-9.0,-31.0,-8.0,-29.0,-25.0,-30.0,-9.0,-29.0,-3.0,-20.0,-3.0,-19.0,-5.0,-21.0,0.0,1666.69
94.0,-32.0,5.0,-4.0,28.0,-5.0,19.0,-6.0,17.0,-9.0,18.0,22.0,-9.0,17.0,-10.0,-7.0,-8.0,22.0,15.0,-5.0,21.0,24.0,-12.0,-11.0,9.0,10.0,-8.0,16.0,-4.0,-1.0,0.0,1.0,6.0,1.0,5.0,-6.0,7.0,-4.0,16.0,-10.0,16.0,17.0,-9.0,-3.0,-40.0,-3.0,-40.0,-7.0,-39.0,-10.0,-46.0,-3.0,-5.0,-40.0,-2.0,-30.0,-3.0,-32.0,-4.0,-24.0,-19.0,1.0,-16.0,1.0,0.0,-4.0,-1.0,-5.0,1.0,2.0,-6.0,3.0,-1.0,15.0,-7.0,9.0,-3.0,18.0,-1.0,15.0,-1.0,25.0,1666.7
94.0,-32.0,5.0,-19.0,8.0,-14.0,10.0,-20.0,9.0,-20.0,15.0,17.0,-17.0,11.0,-21.0,-18.0,-12.0,10.0,10.0,-14.0,20.0,12.0,-14.0,-13.0,10.0,9.0,-10.0,8.0,-7.0,-5.0,-3.0,2.0,0.0,1.0,3.0,-1.0,13.0,-4.0,10.0,-4.0,18.0,22.0,4.0,26.0,-29.0,26.0,-26.0,31.0,-29.0,29.0,-27.0,28.0,21.0,-26.0,24.0,-23.0,21.0,-17.0,19.0,-13.0,-25.0,6.0,-17.0,17.0,3.0,-2.0,3.0,4.0,1.0,2.0,-6.0,-7.0,-8.0,5.0,-11.0,9.0,-13.0,11.0,-10.0,10.0,-12.0,8.0,1666.71
94.0,-32.0,5.0,-19.0,-7.0,-20.0,2.0,-15.0,-6.0,-23.0,-3.0,-2.0,-17.0,-5.0,-23.0,-25.0,-17.0,-3.0,-3.0,-18.0,-6.0,-6.0,-21.0,-17.0,-1.0,-5.0,-15.0,-1.0,-5.0,0.0,-2.0,-1.0,5.0,6.0,3.0,0.0,8.0,6.0,7.0,11.0,17.0,10.0,17.0,32.0,9.0,35.0,9.0,34.0,7.0,39.0,14.0,35.0,28.0,5.0,30.0,0.0,23.0,7.0,14.0,5.0,5.0,9.0,4.0,5.0,5.0,-6.0,3.0,-7.0,-2.0,-8.0,-3.0,-12.0,-5.0,-4.0,-11.0,-3.0,-19.0,-4.0,-15.0,-3.0,-14.0,-9.0,1666.71
94.0,-32.0,5.0,-14.0,-16.0,-6.0,-24.0,-8.0,-25.0,-12.0,-22.0,-26.0,-7.0,-24.0,-11.0,-8.0,-4.0,-21.0,-20.0,-11.0,-25.0,-23.0,-9.0,-6.0,-22.0,-21.0,-1.0,-12.0,1.0,1.0,-1.0,-3.0,-2.0,1.0,-3.0,3.0,-5.0,7.0,-1.0,11.0,-3.0,-5.0,14.0,23.0,25.0,29.0,21.0,27.0,26.0,34.0,33.0,30.0,27.0,22.0,23.0,23.0,21.0,19.0,14.0,20.0,14.0,11.0,8.0,9.0,8.0,7.0,3.0,1.0,1.0,3.0,2.0,-5.0,-14.0,-15.0,-9.0,-10.0,-10.0,-14.0,-6.0,-11.0,-6.0,-19.0,1666.72
124.0,-64.0,7.0,14.0,-18.0,22.0,-10.0,13.0,-12.0,19.0,-20.0,-11.0,20.0,-14.0,17.0,19.0,17.0,-8.0,-16.0,12.0,-13.0,-11.0,12.0,14.0,-5.0,-5.0,10.0,-8.0,9.0,3.0,4.0,-3.0,-1.0,0.0,-5.0,-1.0,-12.0,-4.0,-14.0,0.0,-16.0,-20.0,-1.0,-12.0,35.0,-16.0,35.0,-18.0,42.0,-14.0,34.0,-17.0,-17.0,31.0,-17.0,32.0,-15.0,22.0,-15.0,24.0,20.0,-13.0,9.0,-8.0,0.0,4.0,4.0,2.0,-3.0,-1.0,7.0,5.0,1.0,-6.0,15.0,-12.0,16.0,-10.0,18.0,-14.0,13.0,-14.0,1666.72
61.0,-45.0,51.0,-17.0,-10.0,-18.0,-15.0,-20.0,-13.0,-16.0,-13.0,-7.0,-23.0,-8.0,-21.0,-18.0,-25.0,-14.0,-9.0,-20.0,-12.0,-11.0,-15.0,-21.0,-12.0,-7.0,-9.0,-6.0,-6.0,-8.0,-2.0,3.0,1.0,1.0,5.0,5.0,2.0,6.0,2.0,14.0,11.0,12.0,15.0,29.0,13.0,36.0,14.0,43.0,15.0,42.0,11.0,36.0,39.0,11.0,33.0,10.0,26.0,15.0,23.0,10.0,7.0,14.0,6.0,12.0,4.0,0.0,1.0,2.0,-9.0,-2.0,-3.0,-9.0,-12.0,-3.0,-13.0,2.0,-17.0,-8.0,-14.0,-11.0,-17.0,-10.0,1666.73
81.0,19.0,53.0,11.0,-14.0,10.0,-16.0,9.0,-16.0,13.0,-15.0,-17.0,13.0,-16.0,14.0,12.0,14.0,-18.0,-20.0,13.0,-18.0,-18.0,7.0,10.0,-13.0,-11.0,8.0,-10.0,3.0,3.0,-3.0,0.0,-2.0,-3.0,-2.0,-2.0,-10.0,3.0,-9.0,5.0,-14.0,-18.0,4.0,-16.0,30.0,-15.0,31.0,-17.0,33.0,-17.0,33.0,-16.0,-15.0,33.0,-12.0,29.0,-9.0,24.0,-13.0,21.0,16.0,-6.0,12.0,-7.0,-2.0,4.0,-2.0,5.0,0.0,-1.0,-2.0,5.0,4.0,-15.0,9.0,-7.0,11.0,-16.0,14.0,-16.0,6.0,-15.0,1666.73
-104.0,-127.0,25.0,2.0,-13.0,2.0,-21.0,8.0,-18.0,3.0,-14.0,-20.0,4.0,-22.0,-2.0,3.0,-1.0,-23.0,-16.0,-2.0,-17.0,-25.0,-1.0,3.0,-13.0,-10.0,5.0,-10.0,-2.0,-1.0,-2.0,-6.0,0.0,1.0,-3.0,2.0,-3.0,4.0,-5.0,8.0,-6.0,-9.0,13.0,7.0,37.0,9.0,33.0,10.0,36.0,10.0,38.0,6.0,7.0,32.0,12.0,28.0,7.0,22.0,10.0,19.0,22.0,4.0,9.0,2.0,1.0,6.0,2.0,-2.0,-2.0,-3.0,-1.0,-3.0,-5.0,-12.0,-1.0,-16.0,-7.0,-16.0,-5.0,-10.0,-5.0,-14.0,1666.74
-84.0,-63.0,26.0,36.0,0.0,49.0,2.0,36.0,-15.0,29.0,0.0,1.0,34.0,-7.0,39.0,43.0,39.0,-2.0,6.0,42.0,-4.0,7.0,30.0,26.0,2.0,-1.0,29.0,2.0,17.0,12.0,5.0,-1.0,-4.0,-12.0,-4.0,-1.0,-11.0,-6.0,-14.0,-12.0,-20.0,-23.0,-23.0,-58.0,17.0,-66.0,17.0,-67.0,25.0,-71.0,23.0,-67.0,-60.0,17.0,-49.0,21.0,-51.0,15.0,-48.0,12.0,8.0,-35.0,10.0,-14.0,-10.0,3.0,-4.0,0.0,16.0,11.0,15.0,15.0,19.0,2.0,25.0,4.0,20.0,4.0,32.0,-2.0,34.0,-4.0,1666.74
94.0,-32.0,5.0,-21.0,10.0,-36.0,13.0,-37.0,17.0,-33.0,-2.0,4.0,-32.0,19.0,-35.0,-38.0,-38.0,6.0,10.0,-29.0,17.0,0.0,-27.0,-23.0,7.0,3.0,-17.0,5.0,-11.0,-8.0,-3.0,3.0,-1.0,1.0,2.0,2.0,17.0,-2.0,14.0,4.0,23.0,26.0,9.0,44.0,-17.0,53.0,-19.0,55.0,-24.0,53.0,-26.0,49.0,47.0,-20.0,47.0,-20.0,36.0,-14.0,37.0,-20.0,-12.0,17.0,-18.0,15.0,16.0,-9.0,-5.0,5.0,-8.0,-4.0,-12.0,-9.0,-18.0,6.0,-26.0,11.0,-21.0,10.0,-21.0,5.0,-28.0,10.0,1666.75
108.0,-64.0,6.0,0.0,4.0,-4.0,1.0,-8.0,-6.0,-4.0,6.0,-1.0,-15.0,-4.0,-12.0,-8.0,-7.0,1.0,-8.0,-17.0,-9.0,-14.0,-25.0,-22.0,-17.0,-22.0,-25.0,-22.0,-24.0,-21.0,-21.0,-27.0,-13.0,-26.0,-9.0,-27.0,4.0,-30.0,5.0,-25.0,8.0,6.0,-19.0,-7.0,-13.0,-12.0,-6.0,-3.0,-9.0,-15.0,-3.0,-22.0,-13.0,4.0,-22.0,16.0,-24.0,6.0,-25.0,11.0,18.0,-11.0,19.0,-19.0,-13.0,25.0,-26.0,29.0,-17.0,41.0,-10.0,0.0,-12.0,30.0,-9.0,24.0,-6.0,25.0,-1.0,22.0,1.0,13.0,1666.76
-108.0,64.0,9.0,-7.0,-3.0,0.0,3.0,3.0,-6.0,-1.0,6.0,3.0,15.0,3.0,7.0,6.0,-2.0,5.0,7.0,27.0,21.0,18.0,24.0,13.0,15.0,8.0,16.0,9.0,20.0,3.0,7.0,24.0,2.0,19.0,10.0,26.0,-3.0,12.0,4.0,15.0,-12.0,-10.0,13.0,3.0,1.0,5.0,12.0,5.0,0.0,16.0,-2.0,5.0,20.0,-10.0,15.0,-1.0,17.0,-8.0,19.0,-14.0,-10.0,24.0,-12.0,7.0,12.0,-26.0,15.0,-25.0,8.0,-27.0,7.0,13.0,12.0,-22.0,-4.0,-27.0,9.0,-26.0,9.0,-12.0,-3.0,-15.0,1666.76
-108.0,64.0,9.0,8.0,4.0,-6.0,-2.0,9.0,-3.0,7.0,-7.0,-4.0,-22.0,9.0,-19.0,-24.0,-8.0,1.0,15.0,-27.0,5.0,16.0,-25.0,-21.0,12.0,10.0,-28.0,16.0,-22.0,-18.0,-20.0,-3.0,-21.0,1.0,-20.0,0.0,-19.0,-8.0,-18.0,-7.0,-22.0,-13.0,-21.0,-7.0,6.0,-4.0,8.0,-8.0,16.0,-7.0,15.0,0.0,8.0,12.0,8.0,8.0,12.0,16.0,11.0,18.0,21.0,17.0,10.0,25.0,22.0,14.0,26.0,27.0,15.0,4.0,35.0,28.0,23.0,14.0,18.0,2.0,28.0,4.0,25.0,4.0,10.0,4.0,1666.77
109.0,-48.0,6.0,-3.0,-5.0,-13.0,-1.0,-7.0,2.0,-3.0,0.0,1.0,3.0,-7.0,11.0,10.0,9.0,-9.0,-15.0,22.0,-13.0,-18.0,22.0,16.0,-15.0,-5.0,18.0,-7.0,19.0,23.0,21.0,0.0,21.0,8.0,22.0,12.0,6.0,7.0,16.0,6.0,11.0,16.0,10.0,4.0,-7.0,5.0,-1.0,3.0,-16.0,-1.0,-15.0,-3.0,-5.0,-18.0,-11.0,-17.0,-8.0,-17.0,-13.0,-20.0,-20.0,-6.0,-18.0,-31.0,-28.0,-18.0,-18.0,-15.0,-24.0,-14.0,-19.0,-27.0,-28.0,-13.0,-21.0,-2.0,-21.0,-7.0,-18.0,-3.0,-9.0,-7.0,1666.78
108.0,-64.0,6.0,13.0,-18.0,5.0,-17.0,23.0,-30.0,12.0,-19.0,-2.0,18.0,-14.0,18.0,17.0,17.0,-9.0,-12.0,20.0,-13.0,-8.0,18.0,20.0,8.0,2.0,14.0,6.0,8.0,10.0,6.0,-4.0,-3.0,-3.0,-4.0,-3.0,-10.0,-8.0,-24.0,-12.0,-26.0,-28.0,-17.0,-37.0,55.0,-41.0,55.0,-46.0,56.0,-43.0,61.0,-56.0,-41.0,57.0,-38.0,47.0,-30.0,51.0,-35.0,41.0,35.0,-26.0,31.0,-9.0,-5.0,6.0,-2.0,4.0,0.0,5.0,2.0,6.0,9.0,-6.0,14.0,-17.0,10.0,-6.0,14.0,-11.0,24.0,-31.0,1666.8
-116.0,-64.0,8.0,-9.0,7.0,-15.0,9.0,-14.0,14.0,-10.0,8.0,9.0,-11.0,14.0,-12.0,-13.0,-11.0,3.0,5.0,-10.0,8.0,9.0,-12.0,-19.0,2.0,5.0,-7.0,-3.0,-4.0,-6.0,1.0,-1.0,-1.0,-3.0,4.0,-4.0,10.0,0.0,12.0,2.0,11.0,13.0,-2.0,29.0,-30.0,35.0,-25.0,35.0,-29.0,37.0,-29.0,31.0,25.0,-30.0,23.0,-22.0,20.0,-19.0,13.0,-22.0,-18.0,9.0,-11.0,11.0,13.0,-5.0,-2.0,-8.0,0.0,-7.0,3.0,-1.0,-2.0,16.0,-11.0,11.0,-10.0,7.0,-5.0,6.0,-10.0,10.0,1666.81
-116.0,-64.0,8.0,-14.0,10.0,-12.0,12.0,-11.0,9.0,-12.0,6.0,-1.0,-11.0,5.0,-17.0,-15.0,-14.0,2.0,6.0,-13.0,4.0,0.0,-14.0,-6.0,3.0,-2.0,-8.0,-3.0,-10.0,-3.0,-4.0,-3.0,2.0,1.0,2.0,1.0,9.0,0.0,11.0,-4.0,14.0,13.0,1.0,29.0,-29.0,34.0,-28.0,32.0,-32.0,34.0,-31.0,24.0,31.0,-24.0,26.0,-27.0,24.0,-25.0,22.0,-20.0,-20.0,9.0,-17.0,13.0,1.0,-6.0,-1.0,-4.0,0.0,-2.0,-5.0,-6.0,-6.0,11.0,-13.0,5.0,-16.0,8.0,-15.0,6.0,-12.0,10.0,1666.81
94.0,-32.0,5.0,-4.0,15.0,-10.0,11.0,-11.0,8.0,-9.0,5.0,9.0,-10.0,8.0,-12.0,-6.0,-12.0,5.0,6.0,-12.0,6.0,8.0,-12.0,-12.0,5.0,3.0,-3.0,5.0,-7.0,-1.0,4.0,-4.0,6.0,0.0,7.0,1.0,10.0,1.0,14.0,3.0,11.0,15.0,-2.0,14.0,-37.0,10.0,-45.0,15.0,-38.0,12.0,-45.0,16.0,17.0,-38.0,15.0,-31.0,11.0,-28.0,9.0,-22.0,-23.0,12.0,-14.0,6.0,-3.0,-5.0,-2.0,-5.0,0.0,-4.0,-9.0,-5.0,-5.0,9.0,-7.0,10.0,-7.0,8.0,-4.0,11.0,-5.0,11.0,1666.82
-128.0,0.0,8.0,-19.0,-2.0,-10.0,0.0,-16.0,-3.0,-13.0,1.0,-2.0,-10.0,-3.0,-12.0,-11.0,-10.0,-7.0,-9.0,-12.0,-6.0,-9.0,-13.0,-12.0,-7.0,-5.0,-12.0,-9.0,-8.0,-8.0,-2.0,-2.0,-3.0,3.0,5.0,7.0,3.0,10.0,6.0,11.0,1.0,0.0,12.0,38.0,-9.0,37.0,-11.0,41.0,-10.0,45.0,-13.0,37.0,37.0,-9.0,29.0,-10.0,31.0,0.0,25.0,0.0,-5.0,21.0,-4.0,13.0,5.0,-2.0,8.0,1.0,3.0,0.0,0.0,-7.0,-11.0,5.0,-10.0,3.0,-17.0,4.0,-15.0,-5.0,-13.0,-2.0,1666.83
-128.0,0.0,8.0,-14.0,-13.0,-15.0,-8.0,-9.0,-10.0,-13.0,-13.0,-10.0,-9.0,-11.0,-13.0,-13.0,-12.0,-17.0,-16.0,-7.0,-18.0,-16.0,-4.0,-6.0,-13.0,-7.0,-3.0,-10.0,-3.0,-2.0,0.0,-2.0,1.0,0.0,3.0,8.0,-1.0,10.0,-3.0,9.0,-2.0,-5.0,17.0,30.0,29.0,35.0,27.0,32.0,27.0,35.0,27.0,39.0,34.0,26.0,30.0,21.0,32.0,22.0,28.0,16.0,16.0,16.0,11.0,9.0,6.0,4.0,-1.0,2.0,3.0,-1.0,-1.0,-10.0,-8.0,-11.0,-12.0,-7.0,-7.0,-13.0,-12.0,-10.0,-12.0,-12.0,1666.83
105.0,-112.0,6.0,-1.0,-13.0,-1.0,-11.0,1.0,-15.0,3.0,-14.0,-10.0,-3.0,-13.0,0.0,4.0,3.0,-12.0,-11.0,6.0,-16.0,-20.0,5.0,4.0,-10.0,-9.0,6.0,-8.0,5.0,2.0,0.0,-2.0,3.0,-1.0,-5.0,5.0,-8.0,3.0,-12.0,4.0,-12.0,-13.0,7.0,2.0,36.0,6.0,35.0,7.0,40.0,5.0,40.0,6.0,5.0,35.0,5.0,33.0,5.0,31.0,3.0,25.0,20.0,4.0,20.0,-2.0,7.0,8.0,2.0,3.0,1.0,3.0,-3.0,3.0,-1.0,-12.0,2.0,-9.0,5.0,-14.0,-1.0,-11.0,-3.0,-13.0,1666.84
125.0,-48.0,7.0,5.0,19.0,1.0,14.0,0.0,13.0,-2.0,17.0,12.0,-2.0,13.0,-3.0,-3.0,-7.0,13.0,15.0,-4.0,14.0,17.0,-5.0,-2.0,7.0,11.0,-6.0,7.0,-7.0,-1.0,-6.0,1.0,0.0,-3.0,4.0,-7.0,9.0,-7.0,6.0,-12.0,11.0,13.0,-13.0,-6.0,-47.0,-12.0,-48.0,-11.0,-45.0,-11.0,-47.0,-9.0,-8.0,-46.0,-9.0,-39.0,-9.0,-38.0,-2.0,-33.0,-24.0,-4.0,-19.0,1.0,-2.0,-6.0,2.0,-5.0,-5.0,0.0,-2.0,-2.0,3.0,9.0,2.0,12.0,2.0,9.0,-1.0,13.0,2.0,18.0,1666.84
-128.0,0.0,8.0,13.0,-6.0,9.0,-4.0,11.0,-3.0,13.0,-5.0,-1.0,17.0,0.0,15.0,17.0,13.0,-2.0,5.0,14.0,-1.0,-1.0,10.0,8.0,1.0,0.0,6.0,1.0,10.0,3.0,5.0,-2.0,-5.0,-4.0,-3.0,-5.0,-13.0,-7.0,-12.0,-8.0,-5.0,-13.0,-8.0,-32.0,20.0,-33.0,20.0,-39.0,19.0,-39.0,22.0,-34.0,-33.0,17.0,-31.0,18.0,-20.0,17.0,-22.0,13.0,12.0,-19.0,10.0,-7.0,-5.0,2.0,-1.0,4.0,-1.0,1.0,-2.0,5.0,10.0,-4.0,12.0,-4.0,9.0,-7.0,14.0,-4.0,8.0,-1.0,1666.85
-128.0,0.0,8.0,14.0,5.0,14.0,8.0,14.0,12.0,15.0,10.0,10.0,12.0,7.0,16.0,18.0,7.0,12.0,12.0,17.0,13.0,9.0,10.0,14.0,14.0,14.0,11.0,11.0,3.0,4.0,0.0,-3.0,-3.0,-3.0,1.0,-11.0,-3.0,-11.0,1.0,-21.0,-2.0,-6.0,-18.0,-41.0,-20.0,-41.0,-16.0,-45.0,-17.0,-49.0,-21.0,-40.0,-36.0,-16.0,-40.0,-15.0,-32.0,-16.0,-28.0,-13.0,-15.0,-15.0,-7.0,-12.0,-10.0,-2.0,-3.0,2.0,7.0,4.0,7.0,2.0,6.0,7.0,9.0,9.0,12.0,6.0,9.0,12.0,14.0,3.0,1666.85
